IDs,smiles_NBO_DFT_xyz,formula_heaviest_fragment,charge,smiles_CSD_fix,smiles_huckel_CSD_xyz,smiles_huckel_DFT_xyz
ABETOQ,Cc12->[Zr+4]3456789%10%11%12%13(<-[CH2-]/C->3=C->4/C[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F->5)<-c1c->6[c-]->7([Si](C)(C)[c-]->81c->9c->%10c->%11(C)c->%121)c->%132,C36 H24 B1 F15 Si1 Zr1,0.0,fail,Cc12->[Zr+4]3456789%10%11%12(<-[CH2-]C->3=C->4C[B-](c3c(F)c(F)c(F)c(F)c3F)(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)<-c1c->5[c-]->6([Si](C)(C)[c-]->71c->8c->9c->%10(C)c->%111)c->%122,Cc12->[Zr+6]3456789%10(<-[F-])(<-[CH2-]C=CC[B-](c%11[c-]c(F)c(F)c(F)c%11F)(c%11c(F)c(F)c(F)c(F)c%11F)c%11c(F)c(F)c(F)c(F)c%11F)<-c1c->3[c-]->4([Si](C)(C)[c-]->51c->6c->7c->8(C)c->91)c->%102
ABICAP,,C32 H38 O1 P1 Rh1,0.0,CC(C)P(C(C)C)(C(C)C)->[Rh+]1234(<-[C-]#[O+])<-c5c->1[c-]->21ccccc->31c->45C(c1ccccc1)c1ccccc1,CC(C)P(C(C)C)(C(C)C)->[Rh+]1234(<-[C-]#[O+])<-c5[cH-]->1c->21ccccc->31c->45C(c1ccccc1)c1ccccc1,CC(C)P(C(C)C)(C(C)C)->[Rh+]1234(<-[C-]#[O+])<-c5[cH-]->1c->21ccccc->31c->45C(c1ccccc1)c1ccccc1
ABICAQ,Cc1cc(C)c(N2C=CN(C3=NC(C)(C)CO3)[C]2->[Rh+]234(<-[Br-])<-C5=C->2/CC/C->3=C->4\CC\5)c(C)c1,C25 H33 Br1 N3 O1 Rh1,0.0,Cc1cc(C)c(N2C=CN3C4=N(->[Rh+]567(<-[Br-])(<-[C]32)<-C2=C->5CCC->6=C->7CC2)C(C)(C)CO4)c(C)c1,Cc1cc(C)c(N2C=CN3C4=N(->[Rh+]567(<-[Br-])(<-[C]32)<-C2=C->5CCC->6=C->7CC2)C(C)(C)CO4)c(C)c1,Cc1cc(C)c(N2C=CN(C3=NC(C)(C)CO3)[C]2->[Rh+]234(<-[Br-])<-C5=C->2CCC->3=C->4CC5)c(C)c1
ABIGIC,,C35 H27 B1 Cl2 F10 N2 Si1 Zr1,0.0,Cn1c[n+]([B-](CCCc23->[Zr+4]456789%10%11(<-[Cl-])(<-[Cl-])<-c%12c->4c->5([Si](C)(C)c->6(c->72)[cH-]->8c->93)c->%10[cH-]->%11%12)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21,Cn1c[n+]([B-](CCCc23->[Zr+4]456789%10%11(<-[Cl-])(<-[Cl-])<-c%12c->4c->5[c-]->6([Si](C)(C)[c-]->7(c->8c->92)c->%103)c->%11%12)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21,Cn1c[n+]([B-](CCCc23->[Zr+4]456789%10%11(<-[Cl-])(<-[Cl-])<-c%12c->4c->5[c-]->6([Si](C)(C)[c-]->7(c->8c->92)c->%103)c->%11%12)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2ccccc21
ABIKOM,,C4 H10 Cl2 Mo1 O2 S2,0.0,CS1CCS(C)->[Mo+6]<-1(<-[O-2])(<-[O-2])(<-[Cl-])<-[Cl-],CS1CCS(C)->[Mo+6]<-1(<-[O-2])(<-[O-2])(<-[Cl-])<-[Cl-],CS1CCS(C)->[Mo+6]<-1(<-[O-2])(<-[O-2])(<-[Cl-])<-[Cl-]
ABIKUS,,C6 H14 Cl2 Mo1 O2 S2,0.0,CCS1CCS(CC)->[Mo+6]<-1(<-[O-2])(<-[O-2])(<-[Cl-])<-[Cl-],CCS1CCS(CC)->[Mo+6]<-1(<-[O-2])(<-[O-2])(<-[Cl-])<-[Cl-],CCS1CCS(CC)->[Mo+6]<-1(<-[O-2])(<-[O-2])(<-[Cl-])<-[Cl-]
ABIQOR,CC(C)c1cccc(C(C)C)c1[N-2]->[Ti+4]12(<-[Cl-])(<-[Cl-])<-N3(C(C)(C)C)CN->1(C(C)(C)C)CN->2(C(C)(C)C)C3,C27 H50 Cl2 N4 Ti1,0.0,CC(C)c1cccc(C(C)C)c1[N-2]->[Ti+4]12(<-[Cl-])(<-[Cl-])<-N3(C(C)(C)C)CN->1(C(C)(C)C)CN->2(C(C)(C)C)C3,CC(C)c1cccc(C(C)C)c1[N-2]->[Ti+4]12(<-[Cl-])(<-[Cl-])<-N3(C(C)(C)C)CN->1(C(C)(C)C)CN->2(C(C)(C)C)C3,CC(C)c1cccc(C(C)C)c1[N-2]->[Ti+4]12(<-[Cl-])(<-[Cl-])<-N3(C(C)(C)C)CN->1(C(C)(C)C)CN->2(C(C)(C)C)C3
ABIQUX,CC(C)(C)[N-2]->[Ti+4]12(<-[CH2-]c3ccccc3)(<-[CH2-]c3ccccc3)<-N3(C)CN->1(C)CN->2(C)C3,C24 H38 N4 Ti1,0.0,CC(C)(C)[N-2]->[Ti+4]12(<-[CH2-]c3ccccc3)(<-[CH2-]c3ccccc3)<-N3(C)CN->1(C)CN->2(C)C3,CC(C)(C)[N-2]->[Ti+4]12(<-[CH2-]c3ccccc3)(<-[CH2-]c3ccccc3)<-N3(C)CN->1(C)CN->2(C)C3,CC(C)(C)[N-2]->[Ti+4]12(<-[CH2-]c3ccccc3)(<-[CH2-]c3ccccc3)<-N3(C)CN->1(C)CN->2(C)C3
ABOBEA,O=N1/C=C2/C=CC=C[N-]2->[Co+3]<-123(<-N(=O)/C=C1/C=CC=C[N-]->21)<-n1ccccc1-c1ccccn->31,C22 H18 Co1 N6 O2 1+,1.0,[O]N1=Cc2ccccn2->[Co+]<-123(<-N([O])=Cc1ccccn->21)<-n1ccccc1-c1ccccn->31,O=N1C=C2C=CC=C[N-]2->[Co+3]<-123(<-N(=O)C=C1C=CC=C[N-]->21)<-n1ccccc1-c1ccccn->31,O=N1C=C2C=CC=C[N-]2->[Co+3]<-123(<-N(=O)C=C1C=CC=C[N-]->21)<-n1ccccc1-c1ccccn->31
ABOBIE,CCNC1/N=N2/C=C3/C=CC=C(C)[N-]3->[Pt@TB6+2]<-2(<-[Cl-])<-S=1,C10 H13 Cl1 N4 Pt1 S1,0.0,CCNC1=NN2=Cc3cccc(C)n3->[Pt+2]<-2(<-[Cl-])<-[S-]1,CCNC1N=N2C=C3C=CC=C(C)[N-]3->[Pt+2]<-2(<-[Cl-])<-S=1,CCNC1N=N2C=C3C=CC=C(C)[N-]3->[Pt+2]<-2(<-[Cl-])<-S=1
ABOBOK,CCNC1/N=N2/C=C3/C=CC=C(C)[N-]3->[V+5]<-2(<-[O-2])(<-[O-2])<-S=1,C10 H13 N4 O2 S1 V1,0.0,CCNC1=NN2=Cc3cccc(C)n3->[V+5]<-2(<-[O-2])(<-[O-2])<-[S-]1,CCNC1N=N2C=C3C=CC=C(C)[N-]3->[V+5]<-2(<-[O-2])(<-[O-2])<-S=1,CCNC1N=N2C=C3C=CC=C(C)[N-]3->[V+5]<-2(<-[O-2])(<-[O-2])<-S=1
ABOMAI,,C20 H18 Cl1 N4 Ni1 O1 1+,1.0,O->[Ni+2]12(<-[Cl-])(<-n3ccccc3-c3ccccn->13)<-n1ccccc1-c1ccccn->21,O->[Ni+2]12(<-[Cl-])(<-n3ccccc3-c3ccccn->13)<-n1ccccc1-c1ccccn->21,O.[Cl-]->[Ni+2]12(<-n3ccccc3-c3ccccn->13)<-n1ccccc1-c1ccccn->21
ABOTNI,[I-]->[Ni+2]1(<-[I-])<-N2=C\c3ccccc3OCC/N->1=C/c1ccccc1OCC\2,C18 H18 I2 N2 Ni1 O2,0.0,[I-]->[Ni+2]123(<-[I-])<-N4=Cc5ccccc5O->1CCN->2=Cc1ccccc1O->3CC4,[I-]->[Ni+2]123(<-[I-])<-N4=Cc5ccccc5O->1CCN->2=Cc1ccccc1O->3CC4,[I-]->[Ni+2]123(<-[I-])<-N4=Cc5ccccc5O->1CCN->2=Cc1ccccc1O->3CC4
ABOXIB,,C18 H22 B1 I1 N6 O3 W1,0.0,Cc1cc(C)[n-]2->[W+2]3(<-[I-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[n-]4c(C)cc(C)[n+]4[BH-]([n+]12)[n+]1c(C)cc(C)[n-]->31,Cc1cc(C)n2->[W+2]3(<-[I-])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n4c(C)cc(C)n4[BH-](n12)n1c(C)cc(C)n->31,Cc1cc(C)n2->[W+4]34(<-[I-])(<-[C-]#[O+])(<-[C-](=O)[C-]->3=O)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41
ABOXOH,,C27 H34 B1 Cl1 N6 O1 Se1 W1,0.0,Cc1cc(C)[n-]2->[W+2]34(<-[Cl-])(<-[C-]#[O+])(<-C([Se]C(C)C)#C->3c3ccccc3)<-[n-]3c(C)cc(C)[n+]3[BH-]([n+]12)[n+]1c(C)cc(C)[n-]->41,Cc1cc(C)n2->[W+2]34(<-[Cl-])(<-[C-]#[O+])(<-C([Se]C(C)C)#C->3c3ccccc3)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41,Cc1cc(C)n2->[W+2]34(<-[Cl-])(<-[C-]#[O+])(<-C([Se]C(C)C)#C->3c3ccccc3)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->41
ABUDOS,CC#N->[Cu@SP2+]1<-n2ccccc2-c2c(C(F)(F)F)cc(C(F)(F)F)[n-]->12,C13 H8 Cu1 F6 N3,0.0,CC#N->[Cu+]1<-n2ccccc2-c2c(C(F)(F)F)cc(C(F)(F)F)[n-]->12,CC#N->[Cu+]1<-N2=C(C(F)(F)F)C=C(C(F)(F)F)C2=C2C=CC=C[N-]->12,CC#N->[Cu+]1<-N2=C(C(F)(F)F)C=C(C(F)(F)F)C2=C2C=CC=C[N-]->12
ABUTIB,,C20 H31 O1 P1 Zr1,0.0,fail,CC1(C)C2->[Zr+2]3456789(<-[C-]#[O+])(<-C(=C->3[CH-]->41)C->5=2)(<-C1=C->6[CH-]->7C(C)(C)C->8=C->91)<-P(C)(C)C,CC1(C)C2[C-](=O)->[Zr+2]34567(<-C(=C->31)C=C2)(<-C1=C->4[CH-]->5C(C)(C)C->6=C->71)<-P(C)(C)C
ABUTOH,CC1(C)C2->[Zr+2]3456789(<-[C-]#[O+])(<-C(=C->3[CH-]->41)C->5=2)(<-c1c->6c->7[cH-]->8c->91)<-P(C)(C)C,C17 H25 O1 P1 Zr1,0.0,fail,CC1(C)C2->[Zr+2]3456789(<-[C-]#[O+])(<-C(=C->3[CH-]->41)C->5=2)(<-c1c->6c->7[cH-]->8c->91)<-P(C)(C)C,CC1(C)C2->[Zr+2]3456789(<-[C-]#[O+])(<-C(=C->3[CH-]->41)C->5=2)(<-c1c->6c->7[cH-]->8c->91)<-P(C)(C)C
ACADCO,CC1/C=C(/C)[O-]->[Co+3]234(<-O=1)(<-O=C(C)/C=C(/C)[O-]->2)(<-O=N->3[O-]->4)<-n1cn(C)c2nc[n+](C)c(N)c21,C17 H24 Co1 N6 O6 1+,1.0,fail,CC1=CC(C)=O->[Co+3]2(<-O=C(C)C=C(C)[O-]->2)(<-[O-]1)(<-N(=O)[O-])<-n1cn(C)c2nc[n+](C)c(N)c21,CC1=CC(C)=O->[Co+3]2(<-O=C(C)C=C(C)[O-]->2)(<-[O-]1)(<-N(=O)[O-])<-n1cn(C)c2nc[n+](C)c(N)c21
ACAFUI,C/C1c2cccc(/C(C)=N/NC(=O)c3ccccc3)n2->[Zn+2]2(<-O)(<-[O-][N+](=O)[O-]->2)<-N=1\NC(=O)c1ccccc1,C23 H23 N6 O6 Zn1 1+,1.0,CC1c2cccc3C(C)=N4NC(=O->[Zn+2]<-45(<-O)(<-O=C(NN->5=1)c1ccccc1)(<-[O-][N+](=O)[O-])<-n23)c1ccccc1,CC1c2cccc3C(C)=N4NC(=O->[Zn+2]<-45(<-O)(<-O=C(NN->5=1)c1ccccc1)(<-[O-][N+](=O)[O-])<-n23)c1ccccc1,CC1c2cccc3C(C)=N4NC(=O->[Zn+2]<-4(<-O)(<-[O-][N+](=O)[O-])(<-N=1NC(=O)c1ccccc1)<-n23)c1ccccc1
ACAQOK,O=C(O)CN1CCN(CC(=O)O)CC(=O)[O-]->[Cd@SP1+2](<-O)<-[O-]C(=O)C1,C10 H16 Cd1 N2 O9,0.0,O=C1CN23CCN45CC(=O)[O-]->[Cd+2]<-2<-4(<-O)(<-O=C(O)C3)(<-O=C(O)C5)<-[O-]1,O=C1CN23CCN45CC(=O)[O-]->[Cd+2]<-2<-4(<-O)(<-O=C(O)C3)(<-O=C(O)C5)<-[O-]1,O=C1CN23CCN45CC(=O)[O-]->[Cd+2]<-2<-4(<-O)(<-O=C(O)C3)(<-O=C(O)C5)<-[O-]1
ACASOO,Nc1c2c3c(c4n5->[Ni@SP2+2]67<-n8c(c(-c9ccccc9)c9ccc(c(-c%10ccccc%10)c5C=C4)[n-]->69)C=Cc8c(-c4ccccc4)c1[n-]->73)-c1ccccc1C2=O,C45 H27 N5 Ni1 O1,0.0,Nc1c2c3c(c4n5->[Ni+2]67<-n8c(c(-c9ccccc9)c9ccc(c(-c%10ccccc%10)c5C=C4)[n-]->69)C=Cc8c(-c4ccccc4)c1[n-]->73)-c1ccccc1C2=O,NC1=C2C(=O)c3ccccc3-c3c2n2->[Ni+2]45<-n6c(c(-c7ccccc7)c7ccc(c(-c8ccccc8)c21)[n-]->47)C=Cc6c(-c1ccccc1)c1ccc3[n-]->51,NC1=C2C(=O)c3ccccc3-c3c2n2->[Ni+2]45<-n6c(c(-c7ccccc7)c7ccc(c(-c8ccccc8)c21)[n-]->47)C=Cc6c(-c1ccccc1)c1ccc3[n-]->51
ACAZFE,CC(=O)C1=CNC2->[Fe]34(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C1=C->3C->4=2,C11 H9 Fe1 N1 O4,0.0,CC(=O)C1=CNC2->[Fe]34(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C1=C->3C->4=2,CC(=O)C1=CNC2->[Fe]34(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C1=C->3C->4=2,CC(=O)c1c[nH][cH-]2->[Fe+2]34(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-c2c->3[cH-]->41
ACEDUH,[O+]#[C-]->[Mn+]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1(-c1c(F)c(F)c(F)c(F)c1F)c->2[c-]->3(-c1c(F)c(F)c(F)c(F)c1F)c->45-c1c(F)c(F)c(F)c(F)c1F,C26 H2 F15 Mn1 O3,0.0,[O+]#[C-]->[Mn+]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1(-c1c(F)c(F)c(F)c(F)c1F)[cH-]->2c->3(-c1c(F)c(F)c(F)c(F)c1F)c->45-c1c(F)c(F)c(F)c(F)c1F,[O+]#[C-]->[Mn+]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1(-c1c(F)c(F)c(F)c(F)c1F)c->2[c-]->3(-c1c(F)c(F)c(F)c(F)c1F)c->45-c1c(F)c(F)c(F)c(F)c1F,[O+]#[C-]->[Mn+]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1(-c1c(F)c(F)c(F)c(F)c1F)c->2[c-]->3(-c1c(F)c(F)c(F)c(F)c1F)c->45-c1c(F)c(F)c(F)c(F)c1F
