IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp
ATODEU,0,ok,0.076084,60,1,,c1([H])c([H])c([H])c2c3n1->[Pt+2](Cl)(Cl)<-n1c-3c(c([H])c([H])c1[H])C2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
ATODIY,0,ok,0.091124,60,1,,c1([H])c([H])c([H])c2c3n1->[Pd+2](Cl)(Cl)<-n1c-3c(c([H])c([H])c1[H])C2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
AXUFOO,0,ok,0.084544,73,1,,[Zn+2](Cl)(Cl)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H]
AXUFUU,0,ok,0.100464,73,1,,[Zn+2](Br)(Br)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H]
AXUGAB,0,ok,0.068707,73,1,,[Zn+2](I)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])(I)Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H]
AYUNIT,1,ok,0.079441,47,1,,c1([H])c([H])c2c([H])c([H])c([H])c3c2c2c4c5c3c([H])c([H])c([H])c5c([H])c([H])n4->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-n12)<-N(C([H])([H])[H])(C([H])([H])[H])[H]
BASWEZ,0,ok,0.052116,46,1,,[Au+](Cl)<-C1C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])N1c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1[H]
BASWID,0,ok,0.038822,40,1,,[Au+](Cl)<-C1N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C1([H])[H]
BAXFIQ,0,ok,0.091002,77,1,,[Pt+2](<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])[H])([Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])[H])<-[C-]#[N+]C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
BEFMUX,0,ok,0.079131,81,1,,[Ti+4]12(Cl)(<-O3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])(N(C([H])([H])[H])C([H])([H])[H])<-[C-]3=[N+](C([H])(c4c([H])c([H])c([H])c([H])c4[H])C([H])(c4c([H])c([H])c([H])c([H])c4[H])N3C([H])([H])c3c(c([H])c([H])c([H])c3[H])O1)C([H])([H])c1c(c([H])c([H])c([H])c1[H])O2
BELXEV,0,ok,0.059806,48,1,,[Pt+2](Cl)(Cl)(<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])C(=[N+](C([H])([H])[H])C([H])([H])[H])[H]
BEXJOF,0,ok,0.057523,56,1,,[Rh+]123(Cl)(C(c4[n+](C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])n4C([H])([H])[H])([H])c4c([H])c([H])c([H])c([H])c4[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H]
BEXJUL,0,ok,0.035226,46,1,,[Rh+]123(Cl)(C(c4[n+](C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])n4C([H])([H])[H])([H])[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H]
BEZNID,0,ok,0.038760,34,1,,[W]12(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C(=C->1(C([N+](=C2c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])[H])([H])[H])[H])([H])[H]
BICZUI,0,ok,0.026063,23,1,,[Au+](Cl)[C+](N(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H]
BIHCUR,0,ok,0.105323,73,1,,[Ti+2]12345(Cl)(Oc6c(C->17=c->21c->3(c(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H])=C->4(C([H])([H])[H])[C+]->57C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c6C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H]
BOFFAG,0,ok,0.148640,85,1,,[Pd+2]12(N(C(N([H])c3c([H])c([H])c(Cl)c([H])c3[H])=Nc3n->1c(C([H])([H])[H])c([H])c([H])c3[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H])<-N(=C(N=c1n2c(C([H])([H])[H])c([H])c([H])c1[H])N([H])c1c([H])c([H])c(Cl)c([H])c1[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H]
BOFFEK,0,ok,0.155961,85,1,,[Pd+2]12(<-N(=C(N([H])c3c([H])c([H])c(F)c([H])c3[H])N=c3n1c(C([H])([H])[H])c([H])c([H])c3[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H])<-N(=C(N([H])c1c([H])c([H])c(F)c([H])c1[H])N=c1n2c(C([H])([H])[H])c([H])c([H])c1[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H]
BOHDEI,0,ok,0.054781,57,1,,C1(->[Ag+]Br)N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
BOHDIM,0,ok,0.055578,51,1,,I[Ag+]<-C1N(c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
BOHDOS,0,ok,0.071592,61,1,,[Ag+](Br)[C+]1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])c2c(c([H])c([H])c([H])c2[H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
BOXWOB,0,ok,0.089554,77,1,,C1(->[Rh+]234(<-C5([H])=C->2([H])C([H])([H])C([H])([H])C->3([H])=C->4([H])C([H])([H])C5([H])[H])Cl)N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
CAHHOI,0,ok,0.130514,74,1,,[Ni+2](C(=P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])[P-](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])<-[C-]#[O+]
CASWIC,0,ok,0.049828,42,1,,[Ni]12(<-n3c([H])c([H])c([H])c([H])c3[H])<-N(=NC(=N->1[H])SC([H])([H])[H])C(=C(C(=O->2)c1c([H])c([H])c([H])c([H])c1[H])[H])C([H])([H])[H]
CEKWAT,0,ok,0.046136,45,1,,[Zn+2]12(N3C([H])=C([H])C([H])=C([H])C3=C([N+](=O->1)C([H])([H])[H])[H])(O[N+](=O)[O-])(N1C([H])=C([H])C([H])=C([H])C1=C([N+](=O->2)C([H])([H])[H])[H])O[N+](=O)[O-]
CELHAD,0,ok,0.062542,66,1,,[Ni]123<-P(c4c(C(OC(C([H])([H])[H])([H])[H])(N->1=C(SC([H])([H])[H])N=N->2C(C([H])([H])[H])=C([H])C(=O->3)C([H])([H])[H])[H])c([H])c([H])c([H])c4[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
CEPHAI,0,ok,0.193259,75,1,,[Mo+4]1(=Nc2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])(n2c(C([H])([H])[H])c([H])c([H])c2C([H])([H])[H])(<-n2c([H])c([H])c([H])c([H])c2-c2n->1c([H])c([H])c([H])c2[H])CC(c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[H]
CEQRIZ,0,ok,0.076453,78,1,,[Ru]12345678(<-B9(C([H])([H])C([H])([H])[H])C1(C([H])([H])[H])B->2(C([H])([H])C([H])([H])[H])C->3(C([H])([H])C([H])([H])[H])=C->49C([H])([H])C([H])([H])[H])(<-[C-]#[N+]C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-[C+]1(C([H])([H])[H])C->5(C([H])([H])[H])=C->6(C([H])([H])[H])C->7(C([H])([H])[H])=C->81C([H])([H])[H]
CERQAT,0,ok,0.072304,75,1,,C1(->[Au+]Cl)N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H]
CERWIH,0,ok,0.072769,55,1,,[Pd+2]1(Cl)(Cl)[C+](N(c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])[H])c2c(N(C->1N(c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])[H])[H])c([H])c([H])c([H])c2[H]
CHVICR,0,ok,0.035674,40,1,,[Cr](<-[C-]#[O+])(C(C(=C([H])[H])OC([H])([H])[H])=[N+](C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
CIFPUE,0,ok,0.122146,72,1,,C12([H])->[Ru]3456(<-[C+]1([H])C->3([H])=C->4([H])C->5=2[H])(<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])[c+]1c([H])c([H])c([H])c([H])n1C([H])=C6c1c([H])c([H])c(C(F)(F)F)c([H])c1[H]
CIFQEP,1,ok,0.117371,70,1,,[C+]12([H])->[Ru]34567(<-C1([H])=C->3([H])C->4([H])=C->52[H])([c+]1c([H])c([H])c([H])c([H])n1C->6([H])=C->7([H])c1c([H])c([H])c([H])c([H])c1[H])<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
CIFTOB,0,ok,0.029862,29,1,,[Au+3](Cl)(<-[c-]1[n+](C([H])([H])[H])n(C([H])([H])[H])c(-c2c([H])c([H])c([H])c([H])c2[H])c1[H])(Cl)Cl
CIJWUN,0,ok,0.050802,67,1,,[Cr]1(<-N(=C2C(=N->1C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C(OC([H])([H])[H])(C([H])([H])[H])C2(OC([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
CIMLUG,0,ok,0.042290,55,1,,[Ir+](Cl)(C1=[N+](C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])(<-[C-]#[O+])<-[C-]#[O+]
CIMMER,0,ok,0.062295,84,1,,C1([Pt]23(<-C4([H])=C->2([H])C2([H])C([H])([H])C([H])([H])C4([H])C2([H])[H])<-C2([H])=C->3([H])C3([H])C([H])([H])C([H])([H])C2([H])C3([H])[H])=[N+](C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
CIVLUP,0,ok,0.151262,78,1,,C(#N)C(C#N)=C(C(=c1c([H])c([H])c(=C(C#N)C#N)c([H])c1[H])[Ni]1234(<-C5([H])=C->1([H])[C+]->2([H])C->3([H])=C->45[H])<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
COFTUN,0,ok,0.049043,59,1,,[Pd+2](I)(I)(C(=[N+]([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1c(N([H])C(C([H])([H])[H])=C([H])C(C([H])([H])[H])=O)c([H])c([H])c([H])c1[H])<-[C-]#[N+]C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
COHMIW,1,ok,0.030013,35,1,,[Au+](C(=[N+]([H])C([H])([H])[H])N([H])C([H])([H])C(O[H])([H])[H])C(N([H])C([H])([H])[H])=[N+]([H])C([H])([H])C(O[H])([H])[H]
COSJEB,0,ok,0.068802,59,1,,[Pd+2]1(Cl)(Cl)<-N(=C2C([H])=C(O[H])C(N([H])c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])=C([H])C2=N->1c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
COYMAF,0,ok,0.159466,85,1,,[Ni+2]123<-N4=C5C(C([H])([H])C([H])([H])[H])=C(C([H])([H])C([H])([H])[H])C4=C([H])c4n1c(c(C([H])([H])C([H])([H])[H])c4C([H])([H])C([H])([H])[H])C1=N->2C(=C([H])C([H])=C([H])c2n3c5c(C([H])([H])C([H])([H])[H])c2C([H])([H])C([H])([H])[H])C(C([H])([H])C([H])([H])[H])=C1C([H])([H])C([H])([H])[H]
CPMNTI,0,ok,0.577003,29,1,,C1(C(C#N)=S->[Ti+2]23456789(<-C%10([H])=C->2([H])C3([H])C->4([H])=C->5%10[H])(<-C2([H])=C->6([H])C7([H])C->8([H])=C->92[H])<-S=1)C#N
CUKROR,-1,ok,0.092775,54,1,,[Pd+2]1(Cl)(Cl)<-P(c2c(C3=N->1c1c(c([H])c(C([H])([H])[H])c([H])c1[H])P3([O-])=O)c([H])c([H])c([H])c2[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
CUSBID,-1,ok,0.083630,42,1,,[Mo+2]12([Se]c3c([H])c([H])c([H])c([H])c3[H])(<-S=C(C#N)C(=S->1)C#N)(=O)<-n1c([H])c([H])c([H])c([H])c1-c1n->2c([H])c([H])c([H])c1[H]
CUSBOJ,-1,ok,0.083132,44,1,,[Mo+2]12([Se]c3c([H])c([H])c([H])c([H])c3[H])(<-S=C(C(=S->1)C#N)C#N)(=O)<-n1c([H])c([H])c([H])c3c1c1n->2c([H])c([H])c([H])c1c([H])c3[H]
CZBACR,0,ok,0.049363,48,1,,[Cr]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N(C([H])([H])[H])=C(c2c([H])c([H])c([H])c([H])c2[H])C([H])(C([H])([H])[H])C1=[N+](C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H]
DAHVIR,0,ok,0.032723,29,1,,[Ni]123<-n4c(C#N)c(C#N)n->1c([H])c([H])c([H])n->2c(C#N)c(C#N)n->3c([H])c([H])c4[H]
DAKFEC,0,ok,0.137685,36,1,,[W]123456789(<-S=C([H])C(=S->1)c1c([H])c([H])nc([H])c1[H])(<-C1([H])=C->2([H])C3([H])C->4([H])=C->51[H])<-C1([H])=C->6([H])[C+]->7([H])C->8([H])=C->91[H]
DAKGON,0,ok,0.064634,66,1,,[Ir+]123(<-N4=[N+]=C([H])C([H])=C4c4n->1c([H])c(C([H])([H])[H])c([H])c4C([H])([H])[H])(c1c([H])c(F)c([H])c([H])c1-n1c([H])c([H])[n+](C([H])([H])[H])[c-]->21)<-[c-]1n(-c2c3c([H])c(F)c([H])c2[H])c([H])c([H])[n+]1C([H])([H])[H]
DAKGUT,0,ok,0.068752,72,1,,[Ir+]123(<-N4=[N+]=C([H])C([H])=C4c4n->1c([H])c(C([H])([H])[H])c([H])c4C([H])([H])[H])(<-[c-]1[n+](C([H])([H])[H])c([H])c([H])n1-c1c([H])c([H])c(C([H])([H])[H])c([H])c12)<-[c-]1[n+](C([H])([H])[H])c([H])c([H])n1-c1c([H])c([H])c(C([H])([H])[H])c([H])c13
DALQAL,0,ok,0.082646,67,1,,[Ni]1234(Br)(<-C5N(c6c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c6C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N5c5c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c5C([H])([H])[H])<-C5([H])=C->1([H])[C+]->2([H])C->3([H])=C->45[H]
DARNAN,0,ok,0.100336,51,1,,[Pd+2]123<-n4c(c([H])c([H])c5c([H])c([H])c([H])c(c45)O1)C([H])=N->2c1c([H])c([H])c([H])c([H])c1C([H])([H])N3S(=O)(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
DAWXEE,0,ok,0.039306,48,1,,[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])C(=[O+]C(C([H])([H])[H])([H])[H])N=C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
DAZLOG,0,ok,0.078064,46,1,,[V+3]123(Oc4c([H])c([H])c5c([H])c([H])c([H])c([H])c5c4C(=N->1C([H])([H])C(N->2([H])[H])([H])[H])[H])(<-O=C(N=N->3[H])c1c([H])c([H])nc([H])c1[H])=O
DEPTUN,0,ok,0.041535,44,1,,[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])C1=[N+](C([H])([H])[H])C(c2c([H])c([H])c([H])c([H])c2[H])([H])C1=C(c1c([H])c([H])c([H])c([H])c1[H])[H]
DEWXEJ,0,ok,0.093456,45,1,,C1(=O)c2c([H])c([H])c([H])c([H])c2C2N=C(C([H])([H])[H])N([H])[Ni+2]3(<-N=21)<-N1=C(N=C(C([H])([H])[H])N3[H])c2c(c([H])c([H])c([H])c2[H])C1=O
DEWXOT,0,ok,0.118657,57,1,,C1(=O)c2c([H])c([H])c([H])c([H])c2C2N=C(C([H])([H])C([H])([H])C([H])([H])[H])N([H])[Ni+2]3(<-N=21)<-N1=C(N=C(C([H])([H])C([H])([H])C([H])([H])[H])N3[H])c2c(c([H])c([H])c([H])c2[H])C1=O
DIPVUV,0,ok,0.021349,14,1,,[Au+](Cl)C(=[N+]([H])[H])c1oc([H])c([H])c1[H]
DODFAE,0,ok,0.085667,78,1,,[Ni+2]12(<-n3c(C(=N->1c1c(C(C([H])([H])[H])([H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=O)c1c2c([H])c([H])c([H])c([H])c2c([H])c([H])c1[H]
DODFEI,0,ok,0.081709,79,1,,[Ni+2]12(<-n3c(C(=O)N1C(c1c([H])c([H])c([H])c([H])c1[H])([H])[H])c([H])c([H])c([H])c3C(=N->2c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])[H])C([H])([H])[H])c1c2c(c([H])c([H])c1[H])c([H])c([H])c([H])c2[H]
DOHLIV,0,ok,0.066498,42,1,,[W]12345(<-C6(C([H])([H])[H])=C->1(C([H])([H])[H])C->2(C([H])([H])[H])=C->3(C([H])([H])[H])[C+]->46C([H])([H])[H])(<-[Se+]#[Se+]->5)(=O)C#Cc1c([H])c([H])c([H])c([H])c1[H]
DOLYUB,0,ok,0.081913,71,1,,[Au+](Cl)[C+]1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])c2c(c([H])c([H])c([H])c2[H])-c2c(c([H])c([H])c([H])c2[H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
DOLZIQ,0,ok,0.093121,72,1,,[Au+](Cl)[C+]1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])c2c(c([H])c([H])c([H])c2[H])Oc2c(c([H])c([H])c([H])c2[H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
DOMFAN,0,ok,0.081543,62,1,,[Ir+]12345(Cl)(<-O=C6C([H])=C([H])C(C([H])([H])[H])=C7C6=C(N1c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C7([H])C([H])([H])[H])<-[C+]1(C([H])([H])[H])C->2(C([H])([H])[H])=C->3(C([H])([H])[H])C->4(C([H])([H])[H])=C->51C([H])([H])[H]
DUHYEM,0,ok,0.067331,59,1,,[Mn-]1234(<-[C-]#[O+])(<-[C-]#[O+])(<-C5([H])=C->1([H])[C+]->2([H])C->3([H])=C->45[H])C1=[N+](C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[B-]1(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1n(C([H])([H])[H])c([H])c([H])[n+]1C([H])([H])[H]
DUMHOI,0,ok,0.047541,45,1,,[V+3]12(=O)(OC(C([H])([H])[H])([H])[H])<-O=C(C(=C(N->1=NC(=O->2)c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H])[H])c1c([H])c([H])c([H])c([H])c1[H]
DUQTOA,1,ok,0.103257,71,1,,[Fe]12345(<-P(C([H])([H])C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(C(=[N+]([H])[H])C([H])([H])[H])<-C1([H])=C->2([H])C->3([H])=C->4([H])[C+]->51[H]
