IDs,status,both_parsed,ligand_equiv,ligand_canonical,metal_connectivity,metal_oxidation,full_connectivity,ox_ilp,ox_reference,old_ilp_oxidation,old_mechanism_class,old_motif_class,ilp_ligands,reference_ligands,old_ilp_ligands,smiles_ilp,error
AMINOA,ok,1,0,0,1,0,1,4,2,,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,[C-2](NCCCP(c1ccccc1)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1 || [C-]#[O+] || c1cc[cH-]c1,[C-]#[O+] || [C](NCCCP(c1ccccc1)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1 || c1cc[cH-]c1,[C-2](NCCCP(c1ccccc1)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1 || [C-]#[O+] || c1cc[cH-]c1,[C-](#[O+])->[Fe+4]12345(=C(N(C(C(C([H])([H])P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])([H])[H])[H])[Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-C1([H])=C->2([H])C3([H])C->4([H])=C->51[H],
AMIQOE,ok,1,0,0,1,0,1,3,1,,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,Cc1cc(C(C)(C)C)nn([B-2](n2nc(C(C)(C)C)cc(C)c2=S)n2nc(C(C)(C)C)cc(C)c2=S)c1=S || [Cl-],Cc1cc(C(C)(C)C)nn(B(n2nc(C(C)(C)C)cc(C)c2=S)n2nc(C(C)(C)C)cc(C)c2=S)c1=S || [Cl-],Cc1cc(C(C)(C)C)nn([B-2](n2nc(C(C)(C)C)cc(C)c2=S)n2nc(C(C)(C)C)cc(C)c2=S)c1=S || [Cl-],[Cu+3]123(Cl)[B-](n4nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c4=S->1)(n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1=S->2)n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1=S->3,
AMIRAR,ok,1,0,0,1,0,1,3,1,,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CC#N || Cc1cc(C(C)(C)C)nn([B-2](n2nc(C(C)(C)C)cc(C)c2=S)n2nc(C(C)(C)C)cc(C)c2=S)c1=S,CC#N || Cc1cc(C(C)(C)C)nn(B(n2nc(C(C)(C)C)cc(C)c2=S)n2nc(C(C)(C)C)cc(C)c2=S)c1=S,CC#N || Cc1cc(C(C)(C)C)nn([B-2](n2nc(C(C)(C)C)cc(C)c2=S)n2nc(C(C)(C)C)cc(C)c2=S)c1=S,[Cu+3]123([B-](n4nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c4=S->1)(n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1=S->2)n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1=S->3)<-N#CC([H])([H])[H],
APIKER,ok,1,0,0,1,0,1,4,2,,coupled_ligand_charge_and_oxidation,C_N_donor_cyanide_or_isocyanide,Cc1cccc(C)c1N[C-2]NN=C(c1ccccc1)c1ccccc1 || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [Cl-],Cc1cccc(C)c1N[C]NN=C(c1ccccc1)c1ccccc1 || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [Cl-],Cc1cccc(C)c1N[C-2]NN=C(c1ccccc1)c1ccccc1 || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [Cl-],[C-](#[N+]c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])->[Pt+4](=C(N([H])N=C(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])N(c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])[H])(Cl)Cl,
APOFIW,ok,1,0,0,1,0,1,4,2,,coupled_ligand_charge_and_oxidation,halide_containing_no_M_C,Cc1cccc(C)c1[N-]C1=C([N-]c2c(C)cccc2C)C2c3ccccc3C1c1ccccc12 || [Cl-] || [Cl-],Cc1cccc(C)c1N=C1C(=Nc2c(C)cccc2C)C2c3ccccc3C1c1ccccc12 || [Cl-] || [Cl-],Cc1cccc(C)c1[N-]C1=C([N-]c2c(C)cccc2C)C2c3ccccc3C1c1ccccc12 || [Cl-] || [Cl-],[Pd+4]1(Cl)(Cl)N(c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])C2=C(C3([H])c4c([H])c([H])c([H])c([H])c4C2([H])c2c3c([H])c([H])c([H])c2[H])N1c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H],
APUDUL,ok,1,0,0,1,1,1,1,1,,coupled_ligand_charge_and_oxidation,other_C_bound_ligand,CC(C)(C)N(CN(c1ccccc1)C(C)(C)C)c1ccccc1 || [Cl-],CC(C)(C)N([C]N(c1ccccc1)C(C)(C)C)c1ccccc1 || [Cl-],CC(C)(C)N([C-2]N(c1ccccc1)C(C)(C)C)c1ccccc1 || [Cl-],[Au+](Cl)<-C(N(c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N(c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],
APUFAT,ok,1,0,0,1,1,1,1,1,,coupled_ligand_charge_and_oxidation,other_C_bound_ligand,[Cl-] || c1ccc(N(CN(c2ccccc2)C23CC4CC(CC(C4)C2)C3)C23CC4CC(CC(C4)C2)C3)cc1,[C](N(c1ccccc1)C12CC3CC(CC(C3)C1)C2)N(c1ccccc1)C12CC3CC(CC(C3)C1)C2 || [Cl-],[C-2](N(c1ccccc1)C12CC3CC(CC(C3)C1)C2)N(c1ccccc1)C12CC3CC(CC(C3)C1)C2 || [Cl-],[Au+](Cl)<-C(N(c1c([H])c([H])c([H])c([H])c1[H])C12C([H])([H])C3([H])C([H])([H])C([H])(C1([H])[H])C([H])([H])C([H])(C2([H])[H])C3([H])[H])N(c1c([H])c([H])c([H])c([H])c1[H])C12C([H])([H])C3([H])C([H])([H])C([H])(C1([H])[H])C([H])([H])C([H])(C2([H])[H])C3([H])[H],
APUFEX,ok,1,0,0,1,1,1,1,1,,coupled_ligand_charge_and_oxidation,other_C_bound_ligand,C1CCN(CN2CCCC2)C1 || [Cl-],[C](N1CCCC1)N1CCCC1 || [Cl-],[C-2](N1CCCC1)N1CCCC1 || [Cl-],[Au+](Cl)<-C(N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],
APUYOB,ok,1,0,0,1,0,1,3,1,,coupled_ligand_charge_and_oxidation,heterocyclic_carbene_like,Cc1cc(C)c(N2[C-2]N(c3c(C)cc(C)cc3C)Cc3cccc4cccc(c34)C2)c(C)c1 || [Br-],Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)Cc3cccc4cccc(c34)C2)c(C)c1 || [Br-],Cc1cc(C)c(N2[C-2]N(c3c(C)cc(C)cc3C)Cc3cccc4cccc(c34)C2)c(C)c1 || [Br-],Br[Cu+3]=C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c3c2c(c([H])c([H])c3[H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],
AQEXIE,ok,1,0,0,1,1,1,2,2,,metal_disconnection_or_ligand_partition,other_C_bound_ligand,CC(C)c1cccc(C(C)C)c1[N-]C=C1CCc2cccc(-c3ccccc3)c2C1=O || [CH3-] || c1ccncc1,CC(C)c1cccc(C(C)C)c1N=CC1=C([O-])c2c(cccc2-c2ccccc2)CC1 || [CH3-] || c1ccncc1,CC(C)c1cccc(C(C)C)c1[N-]C=C1CCc2cccc(-c3ccccc3)c2C1=O || [CH3-] || c1ccncc1,[Ni+2]1(<-O=C2c3c(c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])C2=C(N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])[H])(<-n1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H],
ASAVOH,ok,1,0,0,1,0,1,3,5,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,CC1(C)[N-]C(=O)C(C)(C)C(=O)[N-]C(C)(C)C(=O)N=c2ccccc2=NC1=O || [O-2],CC1(C)[N-]C(=O)C(C)(C)C(=O)[N-]C(C)(C)C(=O)[N-]c2ccccc2[N-]C1=O || [O-2],CC1(C)[N-]C(=O)C(C)(C)C(=O)[N-]C(C)(C)C(=O)N=c2ccccc2=NC1=O || [O-2],[Mn+3]123(<-N4=c5c(c([H])c([H])c([H])c5[H])=N->1C(=O)C(C([H])([H])[H])(C([H])([H])[H])N2C(=O)C(C([H])([H])[H])(C([H])([H])[H])C(=O)N3C(C([H])([H])[H])(C([H])([H])[H])C4=O)=O,
ATODEU,ok,1,0,0,1,0,1,4,2,,coupled_ligand_charge_and_oxidation,halide_containing_no_M_C,CCCCCCC1(CCCCCC)C2=CC=C[N-]C2=C2[N-]C=CC=C21 || [Cl-] || [Cl-],CCCCCCC1(CCCCCC)c2cccnc2-c2ncccc21 || [Cl-] || [Cl-],CCCCCCC1(CCCCCC)C2=CC=C[N-]C2=C2[N-]C=CC=C21 || [Cl-] || [Cl-],C1([H])=C([H])C([H])=C2C3=C4C(=C([H])C([H])=C([H])N4[Pt+4](Cl)(Cl)N13)C2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],
ATODIY,ok,1,0,0,1,0,1,4,2,,coupled_ligand_charge_and_oxidation,halide_containing_no_M_C,CCCCCCC1(CCCCCC)C2=CC=C[N-]C2=C2[N-]C=CC=C21 || [Cl-] || [Cl-],CCCCCCC1(CCCCCC)c2cccnc2-c2ncccc21 || [Cl-] || [Cl-],CCCCCCC1(CCCCCC)C2=CC=C[N-]C2=C2[N-]C=CC=C21 || [Cl-] || [Cl-],C1([H])=C([H])C([H])=C2C3=C4C(=C([H])C([H])=C([H])N4[Pd+4](Cl)(Cl)N13)C2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],
AVANAN,ok,1,0,0,1,1,1,1,1,,coupled_ligand_charge_and_oxidation,heterocyclic_carbene_like,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)C2)c(C)c1 || Cc1cccc(C)c1NCN1CCCCC1,Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)C=C2)c(C)c1 || Cc1cccc(C)c1N[C]N1CCCCC1,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)C2)c(C)c1 || Cc1cccc(C)c1N[C-2]N1CCCCC1,[Au+](<-C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])=C([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])<-C(N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N([H])c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H],
AXUFOO,ok,1,0,0,1,1,1,2,2,,metal_disconnection_or_ligand_partition,halide_containing_no_M_C,[Cl-] || [Cl-] || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1 || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1,O=C1C=Cc2ccccc2C1=CNCc1ccccc1 || O=C1C=Cc2ccccc2C1=CNCc1ccccc1 || [Cl-] || [Cl-],[Cl-] || [Cl-] || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1 || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1,[Zn+2](Cl)(Cl)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H],
AXUFUU,ok,1,0,0,1,1,1,2,2,,metal_disconnection_or_ligand_partition,halide_containing_no_M_C,[Br-] || [Br-] || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1 || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1,O=C1C=Cc2ccccc2C1=CNCc1ccccc1 || O=C1C=Cc2ccccc2C1=CNCc1ccccc1 || [Br-] || [Br-],[Br-] || [Br-] || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1 || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1,[Zn+2](Br)(Br)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H],
AXUGAB,ok,1,0,0,1,1,1,2,2,,metal_disconnection_or_ligand_partition,halide_containing_no_M_C,[I-] || [I-] || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1 || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1,O=C1C=Cc2ccccc2C1=CNCc1ccccc1 || O=C1C=Cc2ccccc2C1=CNCc1ccccc1 || [I-] || [I-],[I-] || [I-] || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1 || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1,[Zn+2](I)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])(I)Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H],
AYOPAF,ok,1,0,0,1,0,1,4,2,,coupled_ligand_charge_and_oxidation,carbonyl_like,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || [C-]#[O+] || [Cl-] || c1ccc(Nc2ccccn2)nc1,[C-]#[O+] || [Cl-] || c1ccc(-c2ccccn2)nc1 || c1ccc(Nc2ccccn2)nc1,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || [C-]#[O+] || [Cl-] || c1ccc(Nc2ccccn2)nc1,[Ru+4]12(Cl)(<-[C-]#[O+])(<-n3c(N(c4n->1c([H])c([H])c([H])c4[H])[H])c([H])c([H])c([H])c3[H])N1C(=C3N2C([H])=C([H])C([H])=C3[H])C([H])=C([H])C([H])=C1[H],
AYUNIT,ok,1,0,0,1,0,1,3,1,,coupled_ligand_charge_and_oxidation,carbonyl_like,CNC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1cc2cc[n-]c3c4[n-]ccc5cccc(c(c1)c23)c54,CNC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1cc2ccnc3c4nccc5cccc(c(c1)c23)c54,CNC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1cc2cc[n-]c3c4[n-]ccc5cccc(c(c1)c23)c54,c1([H])c([H])c2c([H])c([H])c([H])c3c2c2c4c5c3c([H])c([H])c([H])c5c([H])c([H])n4[Re+3](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-N(C([H])([H])[H])(C([H])([H])[H])[H])n12,
AZEDEP,ok,1,0,0,1,0,1,4,2,,coupled_ligand_charge_and_oxidation,halide_containing_no_M_C,CC(C)CC1Cc2ccccc2C(=C2[N-]C(CC(C)C)Cc3ccccc32)[N-]1 || [Cl-] || [Cl-],CC(C)CC1Cc2ccccc2C(C2=NC(CC(C)C)Cc3ccccc32)=N1 || [Cl-] || [Cl-],CC(C)CC1Cc2ccccc2C(=C2[N-]C(CC(C)C)Cc3ccccc32)[N-]1 || [Cl-] || [Cl-],[Pd+4]1(Cl)(Cl)N2C(=C3N1C([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c3c([H])c([H])c([H])c1[H])c1c(c([H])c([H])c([H])c1[H])C([H])([H])C2([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],
AZEQUR,ok,1,0,0,1,0,1,4,2,,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,C1=C[N-]C(=C[N-]N=Cc2ccccn2)C=C1 || Cc1c(C)c(C)c(C)c(C)c1C || [Cl-],C(=NN=Cc1ccccn1)c1ccccn1 || Cc1c(C)c(C)c(C)c(C)c1C || [Cl-],C1=C[N-]C(=C[N-]N=Cc2ccccn2)C=C1 || Cc1c(C)c(C)c(C)c(C)c1C || [Cl-],[Ru+4]123456(Cl)(<-c7(C([H])([H])[H])c->1(C([H])([H])[H])c->2(C([H])([H])[H])c->3(C([H])([H])[H])c->4(C([H])([H])[H])c->57C([H])([H])[H])N1C([H])=C([H])C([H])=C([H])C1=C([H])N6N=C([H])c1c([H])c([H])c([H])c([H])n1,
BASLUF,ok,1,0,0,1,0,1,4,2,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || Cc1cc(C)c(N=Cc2ccccc2[O-])c(C)c1 || c1ccc(-c2ccccn2)nc1,Cc1cc(C)c(N=Cc2ccccc2[O-])c(C)c1 || c1ccc(-c2ccccn2)nc1 || c1ccc(-c2ccccn2)nc1,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || Cc1cc(C)c(N=Cc2ccccc2[O-])c(C)c1 || c1ccc(-c2ccccn2)nc1,[Ru+4]123(Oc4c([H])c([H])c([H])c([H])c4C(=N->1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])[H])(<-n1c([H])c([H])c([H])c([H])c1-c1n->2c([H])c([H])c([H])c1[H])N1C([H])=C([H])C([H])=C([H])C1=C1N3C([H])=C([H])C([H])=C1[H],
BASWEZ,ok,1,0,0,1,0,1,3,1,,coupled_ligand_charge_and_oxidation,heterocyclic_carbene_like,[C-2]1CN(Cc2ccccc2)CN1c1ccccc1-c1ccccc1 || [Cl-],[C]1CN(Cc2ccccc2)CN1c1ccccc1-c1ccccc1 || [Cl-],[C-2]1CN(Cc2ccccc2)CN1c1ccccc1-c1ccccc1 || [Cl-],[Au+3](Cl)=C1C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])N1c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1[H],
