IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp
APIKER,0,ok,0.089989,68,1,,[C-](#[N+]c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])->[Pt+4](=C(N([H])N=C(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])N(c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])[H])(Cl)Cl
APOFIW,0,ok,0.088512,65,1,,[Pd+4]1(Cl)(Cl)N(c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])C2=C(C3([H])c4c([H])c([H])c([H])c([H])c4C2([H])c2c3c([H])c([H])c([H])c2[H])N1c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
APUDUL,0,ok,0.055170,53,1,,[Au+](Cl)<-C(N(c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N(c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
APUFAT,0,ok,0.109995,77,1,,[Au+](Cl)<-C(N(c1c([H])c([H])c([H])c([H])c1[H])C12C([H])([H])C3([H])C([H])([H])C([H])(C1([H])[H])C([H])([H])C([H])(C2([H])[H])C3([H])[H])N(c1c([H])c([H])c([H])c([H])c1[H])C12C([H])([H])C3([H])C([H])([H])C([H])(C1([H])[H])C([H])([H])C([H])(C2([H])[H])C3([H])[H]
APUFEX,0,ok,0.027615,29,1,,[Au+](Cl)<-C(N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
APUYOB,0,ok,0.082674,67,1,,Br[Cu+3]=C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c3c2c(c([H])c([H])c3[H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
AQEXIE,0,ok,0.087751,77,1,,[Ni+2]1(<-O=C2c3c(c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])C2=C(N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])[H])(<-n1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H]
ASAVOH,-1,ok,0.179087,51,1,,[Mn+3]123(<-N4=c5c(c([H])c([H])c([H])c5[H])=N->1C(=O)C(C([H])([H])[H])(C([H])([H])[H])N2C(=O)C(C([H])([H])[H])(C([H])([H])[H])C(=O)N3C(C([H])([H])[H])(C([H])([H])[H])C4=O)=O
ASISIE,-1,ok,0.038896,32,1,,[V+5]123(=O)(<-[O-][O-]->1)(<-n1c([H])c([H])c([H])c4c1c1n->2c([H])c([H])c([H])c1c([H])c4[H])OC(=O)C(=O)O3
ATODEU,0,ok,0.068876,60,1,,C1([H])=C([H])C([H])=C2C3=C4C(=C([H])C([H])=C([H])N4[Pt+4](Cl)(Cl)N13)C2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
ATODIY,0,ok,0.079030,60,1,,C1([H])=C([H])C([H])=C2C3=C4C(=C([H])C([H])=C([H])N4[Pd+4](Cl)(Cl)N13)C2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
AVANAN,1,ok,0.126417,84,1,,[Au+](<-C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])=C([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])<-C(N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N([H])c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
AVOVUC,0,ok,0.035603,38,1,,[Mo+6]12(<-O=P(C([H])([H])C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])(=O)(<-[O-][O-]->1)<-[O-][O-]->2
AXUFOO,0,ok,0.094547,73,1,,[Zn+2](Cl)(Cl)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H]
AXUFUU,0,ok,0.095763,73,1,,[Zn+2](Br)(Br)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H]
AXUGAB,0,ok,0.089419,73,1,,[Zn+2](I)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])(I)Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H]
AYOPAF,1,ok,0.057031,46,1,,[Ru+4]12(Cl)(<-[C-]#[O+])(<-n3c(N(c4n->1c([H])c([H])c([H])c4[H])[H])c([H])c([H])c([H])c3[H])N1C(=C3N2C([H])=C([H])C([H])=C3[H])C([H])=C([H])C([H])=C1[H]
AYUNIT,1,ok,0.071711,47,1,,c1([H])c([H])c2c([H])c([H])c([H])c3c2c2c4c5c3c([H])c([H])c([H])c5c([H])c([H])n4[Re+3](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-N(C([H])([H])[H])(C([H])([H])[H])[H])n12
AZEDEP,0,ok,0.080531,63,1,,[Pd+4]1(Cl)(Cl)N2C(=C3N1C([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c3c([H])c([H])c([H])c1[H])c1c(c([H])c([H])c([H])c1[H])C([H])([H])C2([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
AZEQUR,1,ok,0.108457,58,1,,[Ru+4]123456(Cl)(<-c7(C([H])([H])[H])c->1(C([H])([H])[H])c->2(C([H])([H])[H])c->3(C([H])([H])[H])c->4(C([H])([H])[H])c->57C([H])([H])[H])N1C([H])=C([H])C([H])=C([H])C1=C([H])N6N=C([H])c1c([H])c([H])c([H])c([H])n1
BAQVEW,0,ok,0.067933,45,1,,[V+5]123(<-n4c([H])c([H])c([H])c5c4c4c(c([H])c([H])c([H])n->14)c([H])c5[H])(<-O=C(N([H])O2)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])(<-[O-][O-]->3)=O
BASLUF,1,ok,0.124400,75,1,,[Ru+4]123(Oc4c([H])c([H])c([H])c([H])c4C(=N->1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])[H])(<-n1c([H])c([H])c([H])c([H])c1-c1n->2c([H])c([H])c([H])c1[H])N1C([H])=C([H])C([H])=C([H])C1=C1N3C([H])=C([H])C([H])=C1[H]
BASWEZ,0,ok,0.055598,46,1,,[Au+3](Cl)=C1C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])N1c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1[H]
BASWID,0,ok,0.043127,40,1,,[Au+3](Cl)=C1N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C1([H])[H]
BAWJOB,1,ok,0.233510,75,1,,[Ru+6]123(<-C4N(c5c1c([H])c(C([H])([H])[H])c([H])c5[H])C([H])=C([H])N4c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])(N1C(=C4N2C([H])=C([H])C([H])=C4[H])C([H])=C([H])C([H])=C1[H])N1C(=C2N3C([H])=C([H])C([H])=C2[H])C([H])=C([H])C([H])=C1[H]
BAWJUH,1,ok,0.104912,62,1,,[Ru+4]123(<-n4c(-c5n->1c([H])c([H])c([H])c5[H])c([H])c([H])c([H])c4[H])(<-C1N(c4c2c([H])c(Br)c([H])c4[H])C([H])=C([H])N1C([H])([H])[H])N1C(=C2N3C([H])=C([H])C([H])=C2[H])C([H])=C([H])C([H])=C1[H]
BAWPUM,1,ok,0.210330,63,1,,[Ru+4]123(Oc4c([H])c([H])c5c([H])c([H])c([H])c6c5c4C(=O->1)C([H])=C6[H])(<-n1c([H])c([H])c([H])c([H])c1-c1n->2c([H])c([H])c([H])c1[H])N1C([H])=C([H])C([H])=C([H])C1=C1N3C([H])=C([H])C([H])=C1[H]
BAXFIQ,0,ok,0.096178,77,1,,[Pt+2](<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])[H])([Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])[H])<-[C-]#[N+]C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
BEFFEY,0,ok,0.040647,46,1,,[Au+](<-C(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])(C(=O)C([H])([H])[H])C(=O)C([H])([H])[H]
BEFMUX,0,ok,0.090952,81,1,,[Ti+4]12(Cl)(<-O3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])(N(C([H])([H])[H])C([H])([H])[H])<-[C-]3=[N+](C([H])(c4c([H])c([H])c([H])c([H])c4[H])C([H])(c4c([H])c([H])c([H])c([H])c4[H])N3C([H])([H])c3c(c([H])c([H])c([H])c3[H])O1)C([H])([H])c1c(c([H])c([H])c([H])c1[H])O2
BELXEV,0,ok,0.057064,48,1,,[Pt+4](Cl)(Cl)(<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])=C(N(C([H])([H])[H])C([H])([H])[H])[H]
BEXJOF,0,ok,0.061651,56,1,,[Rh+]123(Cl)(C(c4[n+](C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])n4C([H])([H])[H])([H])c4c([H])c([H])c([H])c([H])c4[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H]
BEXJUL,0,ok,0.049014,46,1,,[Rh+]123(Cl)(C(c4n(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])[n+]4C([H])([H])[H])([H])[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H]
BEZNID,0,ok,0.044213,34,1,,[W+2]12(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C(=C->1(C(N(C=2c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])[H])([H])[H])[H])([H])[H]
BICRIQ,0,ok,0.062263,56,1,,[Pd+4](Cl)(Cl)(=C(n1nc([H])c2c([H])c([H])c([H])c([H])c12)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])<-[C-]#[N+]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
BICZUI,0,ok,0.027834,23,1,,[Au+3](Cl)=C(N(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H]
BIHCUR,0,ok,0.141979,73,1,,[Ti+4]12345(Cl)(N(C([H])([H])[H])C([H])([H])[H])<-C6(=c->17c->2(c(C([H])([H])[H])c([H])c([H])c7C([H])([H])[H])=C->3(C([H])([H])[H])C46C([H])([H])[H])c1c(c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1[H])O5
BOFFAG,0,ok,0.159462,85,1,,[Pd+2]12(<-N(=C(N([H])c3c([H])c([H])c(Cl)c([H])c3[H])N=c3n1c(C([H])([H])[H])c([H])c([H])c3[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H])N(C(=Nc1n->2c(C([H])([H])[H])c([H])c([H])c1[H])N([H])c1c([H])c([H])c(Cl)c([H])c1[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H]
BOFFEK,0,ok,0.155914,85,1,,[Pd+2]12(N(C(N([H])c3c([H])c([H])c(F)c([H])c3[H])=Nc3n->1c(C([H])([H])[H])c([H])c([H])c3[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H])<-N(=C(N([H])c1c([H])c([H])c(F)c([H])c1[H])N=c1n2c(C([H])([H])[H])c([H])c([H])c1[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H]
BOHDEI,0,ok,0.063539,57,1,,C1(=[Ag+3]Br)N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
BOHDIM,0,ok,0.050890,51,1,,I[Ag+3]=C1N(c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
BOHDOS,0,ok,0.074977,61,1,,[Ag+3](Br)=C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])c2c(c([H])c([H])c([H])c2[H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
BOKDIR,1,ok,0.128068,59,1,,C1([H])=C([H])C([H])=C([H])C2=C(N(C([H])([H])C([H])([H])c3c([H])c([H])c(O[H])c(O[H])c3[H])[H])O[Ru+4]34567(<-c8([H])c->3(C([H])([H])[H])c->4([H])c->5([H])c->6(C([H])(C([H])([H])[H])C([H])([H])[H])c->78[H])(Cl)N12
BOLMIB,0,ok,0.060067,65,1,,[Rh+3]123(Cl)(<-P(C([H])([H])c4n->1c(-c1n->2c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1[H])c([H])c([H])c4[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-[O-][O-]->3
BOLMUM,0,ok,0.028702,18,1,,[Au+](Cl)<-C(N([H])c1nc([H])c([H])c([H])c1[H])N([H])[H]
BOLNAT,1,ok,0.076001,70,1,,[Au+](<-[As](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-C(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
BOXWOB,0,ok,0.094425,77,1,,C1(=[Rh+3]234(<-C5([H])=C->2([H])C([H])([H])C([H])([H])C->3([H])=C->4([H])C([H])([H])C5([H])[H])Cl)N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
BOYFOL,0,ok,0.148197,79,1,,[Ru+4]12(Cl)(Cl)(<-n3c([H])c([H])c([H])c(C(=O)OC([H])([H])C([H])([H])[H])c3-c3n->1c([H])c([H])c([H])c3C(=O)OC([H])([H])C([H])([H])[H])N1C([H])=C([H])C([H])=C(C(=O)OC([H])([H])C([H])([H])[H])C1=C1N2C([H])=C([H])C([H])=C1C(=O)OC([H])([H])C([H])([H])[H]
BUCGOX,0,ok,0.117569,31,1,,[Pd+4]1(Cl)(Cl)N2C(C([H])([H])[H])=C([H])C(Cl)=c3c([H])c(F)c4c(c32)N1C(C([H])([H])[H])=C([H])C=4Cl
BUTZOG,0,ok,0.035195,33,1,,[Au+](Cl)<-C(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
BUTZUM,0,ok,0.028590,31,1,,[Au+](Cl)<-C(N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
BUVBAW,0,ok,0.032840,37,1,,[Au+](Cl)<-C(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
BUVBEA,0,ok,0.037308,47,1,,[Au+](<-C(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F
BUVBIE,0,ok,0.040208,35,1,,[Au+](Cl)<-C(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H]
BUVBOK,0,ok,0.030184,33,1,,[Au+](Cl)<-C(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
BUVCEB,0,ok,0.044971,38,1,,[Au+](Cl)<-C(N([H])c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
BUVCOL,0,ok,0.037718,39,1,,[Au+](Cl)<-C(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N([H])C([H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
BUVCUR,0,ok,0.037745,45,1,,N([H])(C(->[Au+]Cl)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C12C([H])([H])C3([H])C([H])([H])C([H])(C1([H])[H])C([H])([H])C([H])(C2([H])[H])C3([H])[H]
BUZYEB,1,ok,0.171035,84,1,,[Ru+4]12(Cl)(<-P(C([H])([H])C([H])([H])C([H])([H])C(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])N1C([H])=C([H])C([H])=c3c([H])c([H])c4c(c31)N2C([H])=C([H])C=4[H]
CABSEG,0,ok,0.047848,41,1,,[W+6]123(<-O([H])C([H])([H])[H])(<-[O-][O-]->1)(<-N(=C(C([H])([H])[H])c1c(c([H])c([H])c([H])c1[H])O2)N=C(c1c([H])c([H])c([H])c([H])c1[H])O3)=O
CAHHOI,0,ok,0.134609,74,1,,[Ni+2](C([P-](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])=P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])<-[C-]#[O+]
CAHJUT,0,ok,0.056190,60,1,,[Au+3](Cl)=C(N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
CASWIC,0,ok,0.054748,42,1,,[Ni]12(<-n3c([H])c([H])c([H])c([H])c3[H])<-N(=NC(=N->1[H])SC([H])([H])[H])C(=C(C(=O->2)c1c([H])c([H])c([H])c([H])c1[H])[H])C([H])([H])[H]
CAVYAZ,-1,ok,0.039593,26,1,,[V+5]123(<-[O-][O-]->1)(<-[O-][O-]->2)(=O)<-n1c([H])c([H])c([H])c([H])c1-c1n->3c([H])c([H])c([H])c1[H]
CECTEM,1,ok,0.059265,59,1,,[Au+](C(=[N+](C([H])([H])[H])C([H])([H])[H])N([H])c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])<-C(N(C([H])([H])[H])C([H])([H])[H])N([H])c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
CEFROU,0,ok,0.045655,37,1,,[V+5]123(<-[O-][O-]->1)(=O)(OC(=O)c1n->2c([H])c([H])c([H])c1[H])<-n1c([H])c([H])c([H])c([H])c1-c1n->3c([H])c([H])c([H])c1[H]
CEKWAT,0,ok,0.054702,45,1,,[Zn+2]12(N3C([H])=C([H])C([H])=C([H])C3=C([N+](=O->1)C([H])([H])[H])[H])(O[N+](=O)[O-])(N1C([H])=C([H])C([H])=C([H])C1=C([N+](=O->2)C([H])([H])[H])[H])O[N+](=O)[O-]
CELHAD,0,ok,0.066465,66,1,,[Ni]123<-P(c4c(C(OC(C([H])([H])[H])([H])[H])(N->1=C(SC([H])([H])[H])N=N->2C(C([H])([H])[H])=C([H])C(=O->3)C([H])([H])[H])[H])c([H])c([H])c([H])c4[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H]
CELNIS,0,ok,0.038562,29,1,,[V+5]123(=O)(<-[O-][O-]->1)(<-O([H])O2)<-n1c([H])c([H])c([H])c2c([H])c([H])c4c([H])c([H])c([H])n->3c4c12
CENXOK,0,ok,0.043302,39,1,,[Pd+2](Br)(Br)(<-n1c([H])c([H])c([H])c([H])c1[H])<-C1N(c2c([H])c([H])c([H])c([H])c2[H])N(C([H])([H])[H])C(C([H])([H])[H])=C1[H]
CENYEB,0,ok,0.092288,61,1,,[Pd+2](Br)(Br)(<-C1N(C([H])(C([H])([H])[H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2N1C([H])(C([H])([H])[H])C([H])([H])[H])<-C1N(c2c([H])c([H])c([H])c([H])c2[H])N(C([H])([H])[H])C(C([H])([H])[H])=C1[H]
