IDs,status,both_parsed,ligand_equiv,ligand_canonical,metal_connectivity,metal_oxidation,full_connectivity,ox_ilp,ox_reference,old_ilp_oxidation,old_mechanism_class,old_motif_class,ilp_ligands,reference_ligands,old_ilp_ligands,smiles_ilp,error
ALAWEQ,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CO || CS(C)=O || CS(C)=O || [Cl-] || c1ccc(-c2ccccn2)nc1,CO || CS(C)=O || CS(C)=O || [Cl-] || c1ccc(-c2ccccn2)nc1,CO || CS(C)=O || C[S-2](C)=O || [Cl-] || c1ccc(-c2ccccn2)nc1,[Ru+2]1(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-O(C([H])([H])[H])[H])<-n2c(-c3n->1c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2[H],
ALIPIU,ok,1,1,1,1,1,1,2,2,6,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CS(=O)c1ccccc1C=NC1CCCCC1N=Cc1ccccc1S(C)=O || [Cl-] || [Cl-],CS(=O)c1ccccc1C=NC1CCCCC1N=Cc1ccccc1S(C)=O || [Cl-] || [Cl-],C[S-2](=O)c1ccccc1C=NC1CCCCC1N=Cc1ccccc1[S-2](C)=O || [Cl-] || [Cl-],[Ru+2]123(Cl)(Cl)<-S(=O)(C([H])([H])[H])c4c([H])c([H])c([H])c([H])c4C(=N->1C1([H])C(N->2=C(c2c(S->3(=O)C([H])([H])[H])c([H])c([H])c([H])c2[H])[H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[H],
ALIQAN,ok,1,1,1,1,1,1,2,2,6,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CS(=O)c1ccccc1C=NCCN=Cc1ccccc1S(C)=O || O || [Cl-],CS(=O)c1ccccc1C=NCCN=Cc1ccccc1S(C)=O || O || [Cl-],C[S-2](=O)c1ccccc1C=NCCN=Cc1ccccc1[S-2](C)=O || O || [Cl-],[Ru+2]123(Cl)(<-S(C([H])([H])[H])(c4c([H])c([H])c([H])c([H])c4C(=N->1C(C(N->2=C(c1c(S->3(C([H])([H])[H])=O)c([H])c([H])c([H])c1[H])[H])([H])[H])([H])[H])[H])=O)<-O([H])[H],
ANIFEJ,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CS(C)=O || CS(C)=O || Cc1c(N)c(=O)n(-c2ccccc2)n1C || [Cl-] || [Cl-],CS(C)=O || CS(C)=O || Cc1c(N)c(=O)n(-c2ccccc2)n1C || [Cl-] || [Cl-],CS(C)=O || C[S-2](C)=O || Cc1c(N)c(=O)n(-c2ccccc2)n1C || [Cl-] || [Cl-],[Ru+2]1(Cl)(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-O=c2n(-c3c([H])c([H])c([H])c([H])c3[H])n(C([H])([H])[H])c(C([H])([H])[H])c2N->1([H])[H],
AQAHEH,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,C1=CCCC=CCC1 || CS(C)=O || [CH3-],C1=CCCC=CCC1 || CS(C)=O || [CH3-],C1=CCCC=CCC1 || C[S-2](C)=O || [CH3-],[Pt+2]123(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H],
AQAXIZ,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,COc1ccc(-c2c([O-])c(=O)c2=O)cc1 || CS(C)=O || CS(C)=O || CS(C)=O || O || [Cl-],COc1ccc(-c2c([O-])c(=O)c2=O)cc1 || CS(C)=O || CS(C)=O || CS(C)=O || O || [Cl-],COc1ccc(-c2c([O-])c(=O)c2=O)cc1 || CS(C)=O || CS(C)=O || C[S-2](C)=O || O || [Cl-],[Ru+2](Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(Oc1c(=O)c(=O)c1-c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])<-O([H])[H],
AQAXOF,ok,1,1,1,1,1,1,2,2,8,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CS(C)=O || CS(C)=O || CS(C)=O || O || O=c1c([O-])c(Nc2ccccc2)c1=O || [Cl-],CS(C)=O || CS(C)=O || CS(C)=O || O || O=c1c([O-])c(Nc2ccccc2)c1=O || [Cl-],C[S-2](C)=O || C[S-2](C)=O || C[S-2](C)=O || O || O=c1c([O-])c(Nc2ccccc2)c1=O || [Cl-],[Ru+2](Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(Oc1c(=O)c(=O)c1N([H])c1c([H])c([H])c([H])c([H])c1[H])<-O([H])[H],
BAYLOE,ok,1,1,1,1,1,1,2,2,6,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CS(C)=O || CS(C)=O || [Cl-] || [Cl-] || c1ccc2[nH]c(-c3n[nH]c4ncccc34)nc2c1,CS(C)=O || CS(C)=O || [Cl-] || [Cl-] || c1ccc2[nH]c(-c3n[nH]c4ncccc34)nc2c1,C[S-2](C)=O || C[S-2](C)=O || [Cl-] || [Cl-] || c1ccc2[nH]c(-c3n[nH]c4ncccc34)nc2c1,[Ru+2]1(Cl)(Cl)(<-n2n([H])c3nc([H])c([H])c([H])c3c2-c2n([H])c3c([H])c([H])c([H])c([H])c3n->12)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-S(=O)(C([H])([H])[H])C([H])([H])[H],
BAYLUK,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,Brc1cnc2n[n-]c(-c3nc4ccccc4[nH]3)c2c1 || CS(C)=O || CS(C)=O || CS(C)=O || [Cl-],Brc1cnc2n[n-]c(-c3nc4ccccc4[nH]3)c2c1 || CS(C)=O || CS(C)=O || CS(C)=O || [Cl-],Brc1cnc2n[n-]c(-c3nc4ccccc4[nH]3)c2c1 || CS(C)=O || CS(C)=O || C[S-2](C)=O || [Cl-],[Ru+2]1(Cl)(n2nc3nc([H])c(Br)c([H])c3c2-c2n([H])c3c([H])c([H])c([H])c([H])c3n->12)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-S(=O)(C([H])([H])[H])C([H])([H])[H],
BEKDUS,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,other_C_bound_ligand,CC(C)P(NCC[S-])C(C)C || [CH2-]CNP(C(C)C)C(C)C,CC(C)P(NCC[S-])C(C)C || [CH2-]CNP(C(C)C)C(C)C,CC(C)[P-2](NCC[S-])C(C)C || [CH2-]CNP(C(C)C)C(C)C,[Ni+2]12(SC(C(N(P->1(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])<-P(N([H])C([H])([H])C2([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],
BEKFAA,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,other_C_bound_ligand,CC(C)P(OCC[S-])C(C)C || [CH2-]COP(C(C)C)C(C)C,CC(C)P(OCC[S-])C(C)C || [CH2-]COP(C(C)C)C(C)C,CC(C)[P-2](OCC[S-])C(C)C || [CH2-]COP(C(C)C)C(C)C,[Ni+2]12(SC(C(OP->1(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])<-P(OC([H])([H])C2([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],
BENQIW,ok,1,1,1,1,1,1,0,0,0,metal_disconnection_or_ligand_partition,carbonyl_like,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [O-]p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [O-]p1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,O=[P-]1Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],[C-](#[O+])->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-p1([O-])oc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2c2c3c([H])c([H])c([H])c([H])c3c([H])c([H])c2o1,
BENQOC,ok,1,1,1,1,1,1,0,0,0,metal_disconnection_or_ligand_partition,carbonyl_like,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [O-]p1oc2ccccc2c2ccccc2o1,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [O-]p1oc2ccccc2c2ccccc2o1,O=[P-]1Oc2ccccc2-c2ccccc2O1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],[C-](#[O+])->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-p1([O-])oc2c([H])c([H])c([H])c([H])c2c2c([H])c([H])c([H])c([H])c2o1,
BISHUJ,ok,1,1,1,1,1,1,0,0,0,metal_disconnection_or_ligand_partition,carbonyl_like,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [O-]P(c1ccccc1)c1ccccc1,[C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [O-]P(c1ccccc1)c1ccccc1,O=[P-](c1ccccc1)c1ccccc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],[W](<-P([O-])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],
BOBNOX,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,P_donor_no_M_C,CC(=Nc1c(C(C)C)cccc1C(C)C)c1cccc(OP(C(C)(C)C)C(C)(C)C)n1 || [Cl-] || [Cl-],CC(=Nc1c(C(C)C)cccc1C(C)C)c1cccc(OP(C(C)(C)C)C(C)(C)C)n1 || [Cl-] || [Cl-],CC([N-]c1c(C(C)C)cccc1C(C)C)=C1C=CC=C(OP(C(C)(C)C)C(C)(C)C)[N-]1 || [Cl-] || [Cl-],[Fe+2]12(<-P(Oc3n->1c(C(=N->2c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c([H])c3[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(Cl)Cl,
BOKPUP,ok,1,1,1,1,1,1,1,1,1,metal_disconnection_or_ligand_partition,S_Se_donor_no_M_C,CC(C)P(=[Se])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Cl-],CC(C)P(=[Se])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Cl-],CC(C)[P+]([Se-])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Cl-],[Au+](Cl)<-[Se]=P(c1c2c([H])c([H])c(c1[H])C([H])([H])C([H])([H])c1c([H])c([H])c(c([H])c1[H])C([H])([H])C2([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],
BOKQAW,ok,1,1,1,1,1,1,1,1,1,metal_disconnection_or_ligand_partition,S_Se_donor_no_M_C,CC(C)P(=[Se])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Br-],CC(C)P(=[Se])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Br-],CC(C)[P+]([Se-])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Br-],[Au+](Br)<-[Se]=P(c1c2c([H])c([H])c(c1[H])C([H])([H])C([H])([H])c1c([H])c([H])c(c([H])c1[H])C([H])([H])C2([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],
BOKQIE,ok,1,1,1,1,1,1,3,3,3,metal_disconnection_or_ligand_partition,S_Se_donor_no_M_C,CC(C)P(=[Se])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Cl-] || [Cl-] || [Cl-],CC(C)P(=[Se])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Cl-] || [Cl-] || [Cl-],CC(C)[P+]([Se-])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Cl-] || [Cl-] || [Cl-],[Au+3](Cl)(Cl)(Cl)<-[Se]=P(c1c2c([H])c([H])c(c1[H])C([H])([H])C([H])([H])c1c([H])c([H])c(c([H])c1[H])C([H])([H])C2([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],
BOKRAX,ok,1,1,1,1,1,1,3,3,3,metal_disconnection_or_ligand_partition,S_Se_donor_no_M_C,CC(C)P(=[Se])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Br-] || [Br-] || [Br-],CC(C)P(=[Se])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Br-] || [Br-] || [Br-],CC(C)[P+]([Se-])(c1cc2ccc1CCc1ccc(cc1)CC2)C(C)C || [Br-] || [Br-] || [Br-],[Au+3](Br)(Br)(Br)<-[Se]=P(c1c2c([H])c([H])c(c1[H])C([H])([H])C([H])([H])c1c([H])c([H])c(c([H])c1[H])C([H])([H])C2([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],
BONBUC,ok,1,1,1,1,1,1,3,3,3,metal_disconnection_or_ligand_partition,haptic_or_adjacent_multi_C,CC([O-])=NP(c1ccccc1)c1ccccc1 || [I-] || c1cc[cH-]c1,CC([O-])=NP(c1ccccc1)c1ccccc1 || [I-] || c1cc[cH-]c1,CC(=O)N=[P-](c1ccccc1)c1ccccc1 || [I-] || c1cc[cH-]c1,I[Co+3]12345(<-P(N=C(O1)C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-C1([H])=C->2([H])C->3([H])=C->4([H])C51[H],
BONCIR,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,P_donor_no_M_C,CC([O-])=NP(c1ccccc1)c1ccccc1 || CC([O-])=NP(c1ccccc1)c1ccccc1,CC([O-])=NP(c1ccccc1)c1ccccc1 || CC([O-])=NP(c1ccccc1)c1ccccc1,CC([O-])=NP(c1ccccc1)c1ccccc1 || CC([O-])=N[P-2](c1ccccc1)c1ccccc1,[Ni+2]12(<-P(N=C(O1)C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-P(N=C(O2)C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],
BUCJOZ,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,P_donor_no_M_C,CS(C)=O || Cc1cc(C)n(-c2cccc(-c3nc4ccccc4[nH]3)n2)n1 || [Cl-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CS(C)=O || Cc1cc(C)n(-c2cccc(-c3nc4ccccc4[nH]3)n2)n1 || [Cl-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,C[S-2](C)=O || Cc1cc(C)n(-c2cccc(-c3nc4ccccc4[nH]3)n2)n1 || [Cl-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,[Ru+2]12(<-P(c3c([H])c([H])c([H])c([H])c3[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(Cl)<-n3c(-n4n->1c(C([H])([H])[H])c([H])c4C([H])([H])[H])c([H])c([H])c([H])c3-c1n->2c2c(n1[H])c([H])c([H])c([H])c2[H],
BUXMUC,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,carbonyl_like,CP(c1ccccc1)c1ccccc1P(C)c1ccccc1 || CS(C)=O || [C-]#[O+] || [Cl-] || [Cl-],CP(c1ccccc1)c1ccccc1P(C)c1ccccc1 || CS(C)=O || [C-]#[O+] || [Cl-] || [Cl-],CP(c1ccccc1)c1ccccc1P(C)c1ccccc1 || C[S-2](C)=O || [C-]#[O+] || [Cl-] || [Cl-],[Ru+2]1(<-[C-]#[O+])(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-P(c2c([H])c([H])c([H])c([H])c2P->1(C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H])Cl,
CAMSAM,ok,1,1,1,1,1,1,2,2,2,metal_disconnection_or_ligand_partition,other_C_bound_ligand,CC(C)Oc1cc[c-]c2c1ccc1cccnc12 || COc1ccc(S(=O)(=O)[N-]c2cccc3ccc4cccnc4c23)cc1,CC(C)Oc1cc[c-]c2c1ccc1cccnc12 || COc1ccc(S(=O)(=O)[N-]c2cccc3ccc4cccnc4c23)cc1,CC(C)Oc1cc[c-]c2c1ccc1cccnc12 || COc1ccc(S(=O)(=O)N=c2cccc3ccc4ccc[n-]c4c23)cc1,[Pd+2]12(<-n3c([H])c([H])c([H])c4c([H])c([H])c5c([H])c([H])c([H])c(N1S(=O)(=O)c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])c5c34)<-n1c([H])c([H])c([H])c3c([H])c([H])c4c(OC([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2c4c13,
CAQZUQ,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CS(C)=O || CS(C)=O || NNC(N)=O || [Cl-] || [Cl-],CS(C)=O || CS(C)=O || NNC(N)=O || [Cl-] || [Cl-],CS(C)=O || C[S-2](C)=O || NNC(N)=O || [Cl-] || [Cl-],[Ru+2]1(Cl)(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-O=C(N([H])[H])N([H])N->1([H])[H],
CEHQIP,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,other_C_bound_ligand,[CH3-] || [CH3-] || c1ccn(P(n2cccc2)n2cccc2)c1 || c1ccn(P(n2cccc2)n2cccc2)c1,[CH3-] || [CH3-] || c1ccn(P(n2cccc2)n2cccc2)c1 || c1ccn(P(n2cccc2)n2cccc2)c1,[CH3-] || [CH3-] || c1ccn(P(n2cccc2)n2cccc2)c1 || c1ccn([P-2](n2cccc2)n2cccc2)c1,[Pt+2](<-P(n1c([H])c([H])c([H])c1[H])(n1c([H])c([H])c([H])c1[H])n1c([H])c([H])c([H])c1[H])(<-P(n1c([H])c([H])c([H])c1[H])(n1c([H])c([H])c([H])c1[H])n1c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[H],
