IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp
AKOBIM,0,ok,0.090333,75,1,,[Ir+3](Cl)(<-[C-]#[O+])(<-[C-]#[O+])=C(N(C([H])([H])[H])c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H]
ALANRE,0,ok,0.037928,38,1,,[Re+3](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(C(C([H])([H])[H])=O)=C(C([H])([H])[H])N(C(C([H])([H])[H])(C(=O)OC(C([H])([H])[H])([H])[H])[H])[H]
ALAVUF,1,ok,0.098623,45,1,,[Ru+2]1(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-O([H])[H])<-n2c(-c3n->1c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2[H]
ALAWAM,1,ok,0.089548,52,1,,[Ru+2]1(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-O=S(C([H])([H])[H])C([H])([H])[H])<-n2c(-c3n->1c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2[H]
ALAWEQ,1,ok,0.097015,48,1,,[Ru+2]1(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-O(C([H])([H])[H])[H])<-n2c(-c3n->1c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2[H]
ALILAI,0,ok,0.161056,58,1,,[Mo+6]123(=O)(<-N(=C([H])c4c([H])c([H])c([H])c([H])c4O1)N=C(N(N=C(c1c(O[H])c([H])c([H])c([H])c1[H])[H])[H])S2)N1c2c(c([H])c([H])c4c2N3C([H])=C([H])C=4[H])=C([H])C([H])=C1[H]
ALIPIU,0,ok,0.076125,57,1,,[Ru+2]123(Cl)(Cl)<-S(=O)(C([H])([H])[H])c4c([H])c([H])c([H])c([H])c4C(=N->1C1([H])C(N->2=C(c2c(S->3(=O)C([H])([H])[H])c([H])c([H])c([H])c2[H])[H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[H]
ALIQAN,1,ok,0.053545,49,1,,[Ru+2]123(Cl)(<-S(C([H])([H])[H])(c4c([H])c([H])c([H])c([H])c4C(=N->1C(C(N->2=C(c1c(S->3(C([H])([H])[H])=O)c([H])c([H])c([H])c1[H])[H])([H])[H])([H])[H])[H])=O)<-O([H])[H]
ALOXAB,1,ok,0.107504,45,1,,[Pt+4]12(<-S(c3c(N1[H])c([H])c([H])c([H])c3[H])C([H])([H])[H])N1C([H])=C([H])C([H])=C([H])C1=C([H])N2c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H]
AMINOA,1,ok,0.179405,82,1,,[C-](#[O+])->[Fe+4]12345(=C(N(C(C(C([H])([H])P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])([H])[H])[H])[Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-C1([H])=C->2([H])C3([H])C->4([H])=C->51[H]
AMIQOE,0,ok,0.096602,78,1,,[Cu+3]123(Cl)[B-](n4nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c4=S->1)(n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1=S->2)n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1=S->3
AMIRAR,1,ok,0.088494,83,1,,[Cu+3]123([B-](n4nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c4=S->1)(n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1=S->2)n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1=S->3)<-N#CC([H])([H])[H]
ANIFEJ,0,ok,0.103861,51,1,,[Ru+2]1(Cl)(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-O=c2n(-c3c([H])c([H])c([H])c([H])c3[H])n(C([H])([H])[H])c(C([H])([H])[H])c2N->1([H])[H]
APIKER,0,ok,0.078517,68,1,,[C-](#[N+]c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])->[Pt+4](=C(N([H])N=C(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])N(c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])[H])(Cl)Cl
APOFIW,0,ok,0.081006,65,1,,[Pd+4]1(Cl)(Cl)N(c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])C2=C(C3([H])c4c([H])c([H])c([H])c([H])c4C2([H])c2c3c([H])c([H])c([H])c2[H])N1c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
APUDUL,0,ok,0.058747,53,1,,[Au+3](Cl)=C(N(c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N(c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
APUFAT,0,ok,0.079499,77,1,,[Au+3](Cl)=C(N(c1c([H])c([H])c([H])c([H])c1[H])C12C([H])([H])C3([H])C([H])([H])C([H])(C1([H])[H])C([H])([H])C([H])(C2([H])[H])C3([H])[H])N(c1c([H])c([H])c([H])c([H])c1[H])C12C([H])([H])C3([H])C([H])([H])C([H])(C1([H])[H])C([H])([H])C([H])(C2([H])[H])C3([H])[H]
APUFEX,0,ok,0.027046,29,1,,[Au+3](Cl)=C(N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
APUYOB,0,ok,0.080244,67,1,,Br[Cu+3]=C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c3c2c(c([H])c([H])c3[H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
AQAHEH,1,ok,0.039632,35,1,,[Pt+2]123(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H]
AQAXIZ,0,ok,0.090053,57,1,,[Ru+2](Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(Oc1c(=O)c(=O)c1-c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])<-O([H])[H]
AQAXOF,0,ok,0.090072,55,1,,[Ru+2](Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(Oc1c(=O)c(=O)c1N([H])c1c([H])c([H])c([H])c([H])c1[H])<-O([H])[H]
AQEXIE,0,ok,0.107810,77,1,,[Ni+2]1(<-O=C2c3c(c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])C2=C(N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])[H])(<-n1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H]
ASAVOH,-1,ok,0.181587,51,1,,[Mn+3]123(<-N4=c5c(c([H])c([H])c([H])c5[H])=N->1C(=O)C(C([H])([H])[H])(C([H])([H])[H])N2C(=O)C(C([H])([H])[H])(C([H])([H])[H])C(=O)N3C(C([H])([H])[H])(C([H])([H])[H])C4=O)=O
ASISIE,-1,ok,0.095723,32,1,,[V+5]123(=O)(<-O=O->1)(OC(=O)C(=O)O2)N1C([H])=C([H])C([H])=c2c1c1c(c([H])c2[H])=C([H])C([H])=C([H])N31
ATODEU,0,ok,0.065046,60,1,,C1([H])=C([H])C([H])=C2C3=C4C(=C([H])C([H])=C([H])N4[Pt+4](Cl)(Cl)N13)C2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
ATODIY,0,ok,0.074573,60,1,,C1([H])=C([H])C([H])=C2C3=C4C(=C([H])C([H])=C([H])N4[Pd+4](Cl)(Cl)N13)C2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
AVANAN,1,ok,0.106698,84,1,,[Au+3](<-C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])=C([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])=C(N1C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N([H])c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
AVOVUC,0,ok,0.044272,38,1,,[Mo+2]12(<-O=P(C([H])([H])C([H])([H])C([H])([H])[H])(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])(=O)(<-O=O->1)<-O=O->2
AXUFOO,0,ok,0.086621,73,1,,[Zn+2](Cl)(Cl)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H]
AXUFUU,0,ok,0.077780,73,1,,[Zn+2](Br)(Br)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H]
AXUGAB,0,ok,0.096837,73,1,,[Zn+2](I)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])(I)Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H]
AYOPAF,1,ok,0.061817,46,1,,[Ru+4]12(Cl)(<-[C-]#[O+])(<-n3c(N(c4n->1c([H])c([H])c([H])c4[H])[H])c([H])c([H])c([H])c3[H])N1C(=C3N2C([H])=C([H])C([H])=C3[H])C([H])=C([H])C([H])=C1[H]
AYUNIT,1,ok,0.081755,47,1,,c1([H])c([H])c2c([H])c([H])c([H])c3c2c2c4c5c3c([H])c([H])c([H])c5c([H])c([H])n4[Re+3](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-N(C([H])([H])[H])(C([H])([H])[H])[H])n12
AZEDEP,0,ok,0.077362,63,1,,[Pd+4]1(Cl)(Cl)N2C(=C3N1C([H])(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c3c([H])c([H])c([H])c1[H])c1c(c([H])c([H])c([H])c1[H])C([H])([H])C2([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
AZEQUR,1,ok,0.104083,58,1,,[Ru+4]123456(Cl)(<-c7(C([H])([H])[H])c->1(C([H])([H])[H])c->2(C([H])([H])[H])c->3(C([H])([H])[H])c->4(C([H])([H])[H])c->57C([H])([H])[H])N1C([H])=C([H])C([H])=C([H])C1=C([H])N6N=C([H])c1c([H])c([H])c([H])c([H])n1
BAQVEW,0,ok,0.102401,45,1,,[V+3]123(<-n4c([H])c([H])c([H])c5c4c4c(c([H])c([H])c([H])n->14)c([H])c5[H])(<-O=C(N([H])O2)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])(<-O=O->3)=O
BASLUF,1,ok,0.142052,75,1,,[Ru+4]123(Oc4c([H])c([H])c([H])c([H])c4C(=N->1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])[H])(<-n1c([H])c([H])c([H])c([H])c1-c1n->2c([H])c([H])c([H])c1[H])N1C([H])=C([H])C([H])=C([H])C1=C1N3C([H])=C([H])C([H])=C1[H]
BASWEZ,0,ok,0.058429,46,1,,[Au+3](Cl)=C1C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])N1c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1[H]
BASWID,0,ok,0.041707,40,1,,[Au+3](Cl)=C1N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C1([H])[H]
BAWJOB,1,ok,0.275261,75,1,,[Ru+6]123(<-C4N(c5c1c([H])c(C([H])([H])[H])c([H])c5[H])C([H])=C([H])N4c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])(N1C(=C4N2C([H])=C([H])C([H])=C4[H])C([H])=C([H])C([H])=C1[H])N1C(=C2N3C([H])=C([H])C([H])=C2[H])C([H])=C([H])C([H])=C1[H]
BAWJUH,1,ok,0.098922,62,1,,[Ru+4]123(<-n4c(-c5n->1c([H])c([H])c([H])c5[H])c([H])c([H])c([H])c4[H])(<-C1N(c4c2c([H])c(Br)c([H])c4[H])C([H])=C([H])N1C([H])([H])[H])N1C(=C2N3C([H])=C([H])C([H])=C2[H])C([H])=C([H])C([H])=C1[H]
BAWPUM,1,ok,0.215017,63,1,,[Ru+4]123(Oc4c([H])c([H])c5c([H])c([H])c([H])c6c5c4C(=O->1)C([H])=C6[H])(<-n1c([H])c([H])c([H])c([H])c1-c1n->2c([H])c([H])c([H])c1[H])N1C([H])=C([H])C([H])=C([H])C1=C1N3C([H])=C([H])C([H])=C1[H]
BAXFIQ,0,ok,0.078621,77,1,,[Pt+2](<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])[H])([Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])[H])<-[C-]#[N+]C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
BAYLOE,0,ok,0.079740,50,1,,[Ru+2]1(Cl)(Cl)(<-n2n([H])c3nc([H])c([H])c([H])c3c2-c2n([H])c3c([H])c([H])c([H])c([H])c3n->12)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-S(=O)(C([H])([H])[H])C([H])([H])[H]
BAYLUK,0,ok,0.170604,58,1,,[Ru+2]1(Cl)(n2nc3nc([H])c(Br)c([H])c3c2-c2n([H])c3c([H])c([H])c([H])c([H])c3n->12)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-S(=O)(C([H])([H])[H])C([H])([H])[H]
BEFFEY,0,ok,0.038086,46,1,,[Au+3](=C(N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])(C(=O)C([H])([H])[H])C(=O)C([H])([H])[H]
BEFMUX,0,ok,0.097634,81,1,,[Ti+4]12(Cl)(<-O3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])(N(C([H])([H])[H])C([H])([H])[H])<-[C-]3=[N+](C([H])(c4c([H])c([H])c([H])c([H])c4[H])C([H])(c4c([H])c([H])c([H])c([H])c4[H])N3C([H])([H])c3c(c([H])c([H])c([H])c3[H])O1)C([H])([H])c1c(c([H])c([H])c([H])c1[H])O2
BEKDUS,0,ok,0.044990,60,1,,[Ni+2]12(SC(C(N(P->1(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])[H])([H])[H])([H])[H])<-P(N([H])C([H])([H])C2([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
BEKFAA,0,ok,0.054816,58,1,,[Ni+2]12(SC(C(OP->1(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])<-P(OC([H])([H])C2([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
BELXEV,0,ok,0.052198,48,1,,[Pt+4](Cl)(Cl)(<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])=C(N(C([H])([H])[H])C([H])([H])[H])[H]
BENQIW,-1,ok,0.074724,47,1,,[C-](#[O+])->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-p1([O-])oc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2c2c3c([H])c([H])c([H])c([H])c3c([H])c([H])c2o1
BENQOC,-1,ok,0.045051,35,1,,[C-](#[O+])->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-p1([O-])oc2c([H])c([H])c([H])c([H])c2c2c([H])c([H])c([H])c([H])c2o1
BEXJOF,0,ok,0.063555,56,1,,[Rh+]123(Cl)(C(c4[n+](C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])n4C([H])([H])[H])([H])c4c([H])c([H])c([H])c([H])c4[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H]
BEXJUL,0,ok,0.044753,46,1,,[Rh+]123(Cl)(C(c4n(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])[n+]4C([H])([H])[H])([H])[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H]
BEZNID,0,ok,0.052640,34,1,,[W+2]12(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C(=C->1(C(N(C=2c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])[H])([H])[H])[H])([H])[H]
BICRIQ,0,ok,0.057591,56,1,,[Pd+4](Cl)(Cl)(=C(n1nc([H])c2c([H])c([H])c([H])c([H])c12)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])<-[C-]#[N+]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H]
BICZUI,0,ok,0.026372,23,1,,[Au+3](Cl)=C(N(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H]
BIHCUR,0,ok,0.137109,73,1,,[Ti+4]12345(Cl)(N(C([H])([H])[H])C([H])([H])[H])<-C6(=c->17c->2(c(C([H])([H])[H])c([H])c([H])c7C([H])([H])[H])=C->3(C([H])([H])[H])C46C([H])([H])[H])c1c(c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c1[H])O5
BISHUJ,-1,ok,0.038431,35,1,,[W](<-P([O-])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
BOBNOX,0,ok,0.104947,75,1,,[Fe+2]12(<-P(Oc3n->1c(C(=N->2c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])c([H])c([H])c3[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(Cl)Cl
BOFFAG,0,ok,0.148047,85,1,,[Pd+2]12(<-N(=C(N([H])c3c([H])c([H])c(Cl)c([H])c3[H])N=c3n1c(C([H])([H])[H])c([H])c([H])c3[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H])N(C(=Nc1n->2c(C([H])([H])[H])c([H])c([H])c1[H])N([H])c1c([H])c([H])c(Cl)c([H])c1[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H]
BOFFEK,0,ok,0.151476,85,1,,[Pd+2]12(N(C(N([H])c3c([H])c([H])c(F)c([H])c3[H])=Nc3n->1c(C([H])([H])[H])c([H])c([H])c3[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H])<-N(=C(N([H])c1c([H])c([H])c(F)c([H])c1[H])N=c1n2c(C([H])([H])[H])c([H])c([H])c1[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H]
BOHDEI,0,ok,0.056454,57,1,,C1(=[Ag+3]Br)N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
BOHDIM,0,ok,0.050583,51,1,,I[Ag+3]=C1N(c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H]
BOHDOS,0,ok,0.065348,61,1,,[Ag+3](Br)=C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])c2c(c([H])c([H])c([H])c2[H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H]
BOKDIR,1,ok,0.128425,59,1,,C1([H])=C([H])C([H])=C([H])C2=C(N(C([H])([H])C([H])([H])c3c([H])c([H])c(O[H])c(O[H])c3[H])[H])O[Ru+4]34567(<-c8([H])c->3(C([H])([H])[H])c->4([H])c->5([H])c->6(C([H])(C([H])([H])[H])C([H])([H])[H])c->78[H])(Cl)N12
