IDs,status,both_parsed,ligand_equiv,ligand_canonical,metal_connectivity,metal_oxidation,full_connectivity,ox_ilp,ox_reference,old_ilp_oxidation,old_mechanism_class,old_motif_class,ilp_ligands,reference_ligands,old_ilp_ligands,smiles_ilp,error
AGOGEJ,ok,1,0,0,1,0,1,4,2,4,coupled_ligand_charge_and_oxidation,other_C_bound_ligand,CCN([C-2]c1ccccc1)CC || O=[C-]c1ccccc1 || [Cl-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCN([C]c1ccccc1)CC || O=[C-]c1ccccc1 || [Cl-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCN([C-2]c1ccccc1)CC || O=[C-]c1ccccc1 || [Cl-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,[Pd+4](<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])(Cl)(C(=O)c1c([H])c([H])c([H])c([H])c1[H])=C(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H],
AGOQIX,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CS(C)=O || CS(C)=O || NC(=O)NN=Cc1ccccc1 || [Cl-] || [Cl-],CS(C)=O || CS(C)=O || NC(=O)NN=Cc1ccccc1 || [Cl-] || [Cl-],CS(C)=O || C[S-2](C)=O || NC(=O)NN=Cc1ccccc1 || [Cl-] || [Cl-],[Ru+2]1(Cl)(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-O=C(N(N->1=C([H])c1c([H])c([H])c([H])c([H])c1[H])[H])N([H])[H],
AHUCAI,ok,1,0,0,1,0,1,1,3,1,coupled_ligand_charge_and_oxidation,N_O_only_coordination,CN1CCCN(C)CCN(C)CCN(C)CC1 || O=O,CN1CCCN(C)CCN(C)CCN(C)CC1 || [O-][O-],CN1CCCN(C)CCN(C)CCN(C)CC1 || O=O,[Mn+]1234(<-N5(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N->1(C([H])([H])[H])C([H])([H])C([H])([H])N->2(C([H])([H])[H])C([H])([H])C([H])([H])N->3(C([H])([H])[H])C([H])([H])C5([H])[H])<-O=O->4,
AJEBAS,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CC1=CC(C)=NCCN1 || CS(C)=O || [Cl-] || [Cl-],CC1=CC(C)=NCCN1 || CS(C)=O || [Cl-] || [Cl-],CC1=CC(C)=NCCN1 || C[S-2](C)=O || [Cl-] || [Cl-],[Pt+2](Cl)(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-N1=C(C([H])([H])[H])C([H])=C(C([H])([H])[H])N([H])C([H])([H])C1([H])[H],
AKOBEI,ok,1,0,0,1,0,1,3,1,3,coupled_ligand_charge_and_oxidation,carbonyl_like,Cc1cc(C)c(N(C)[C-2]N(C)c2c(C)cc(C)cc2C)c(C)c1 || [C-]#[O+] || [C-]#[O+] || [Cl-],Cc1cc(C)c(N(C)[C]N(C)c2c(C)cc(C)cc2C)c(C)c1 || [C-]#[O+] || [C-]#[O+] || [Cl-],Cc1cc(C)c(N(C)[C-2]N(C)c2c(C)cc(C)cc2C)c(C)c1 || [C-]#[O+] || [C-]#[O+] || [Cl-],[Ir+3](Cl)(<-[C-]#[O+])(<-[C-]#[O+])=C(N(C([H])([H])[H])c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])N(C([H])([H])[H])c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],
AKOBIM,ok,1,0,0,1,0,1,3,1,3,coupled_ligand_charge_and_oxidation,carbonyl_like,CC(C)c1cccc(C(C)C)c1N(C)[C-2]N(C)c1c(C(C)C)cccc1C(C)C || [C-]#[O+] || [C-]#[O+] || [Cl-],CC(C)c1cccc(C(C)C)c1N(C)[C]N(C)c1c(C(C)C)cccc1C(C)C || [C-]#[O+] || [C-]#[O+] || [Cl-],CC(C)c1cccc(C(C)C)c1N(C)[C-2]N(C)c1c(C(C)C)cccc1C(C)C || [C-]#[O+] || [C-]#[O+] || [Cl-],[Ir+3](Cl)(<-[C-]#[O+])(<-[C-]#[O+])=C(N(C([H])([H])[H])c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],
ALANRE,ok,1,0,0,1,0,1,3,1,3,coupled_ligand_charge_and_oxidation,carbonyl_like,C[C-2]NC(C)C(=O)OCC || C[C-]=O || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],C[C-]=O || C[C]NC(C)C(=O)OCC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],C[C-2]NC(C)C(=O)OCC || C[C-]=O || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],[Re+3](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(C(C([H])([H])[H])=O)=C(C([H])([H])[H])N(C(C([H])([H])[H])(C(=O)OC(C([H])([H])[H])([H])[H])[H])[H],
ALAVUF,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CS(C)=O || CS(C)=O || O || [Cl-] || c1ccc(-c2ccccn2)nc1,CS(C)=O || CS(C)=O || O || [Cl-] || c1ccc(-c2ccccn2)nc1,CS(C)=O || C[S-2](C)=O || O || [Cl-] || c1ccc(-c2ccccn2)nc1,[Ru+2]1(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-O([H])[H])<-n2c(-c3n->1c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2[H],
ALAWAM,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CS(C)=O || CS(C)=O || CS(C)=O || [Cl-] || c1ccc(-c2ccccn2)nc1,CS(C)=O || CS(C)=O || CS(C)=O || [Cl-] || c1ccc(-c2ccccn2)nc1,C1=C[N-]C(=C2C=CC=C[N-]2)C=C1 || CS(C)=O || CS(C)=O || CS(C)=O || [Cl-],[Ru+2]1(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-O=S(C([H])([H])[H])C([H])([H])[H])<-n2c(-c3n->1c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2[H],
ALAWEQ,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CO || CS(C)=O || CS(C)=O || [Cl-] || c1ccc(-c2ccccn2)nc1,CO || CS(C)=O || CS(C)=O || [Cl-] || c1ccc(-c2ccccn2)nc1,CO || CS(C)=O || C[S-2](C)=O || [Cl-] || c1ccc(-c2ccccn2)nc1,[Ru+2]1(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-O(C([H])([H])[H])[H])<-n2c(-c3n->1c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2[H],
ALILAI,ok,1,0,0,1,0,1,6,4,6,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,C1=C[N-]c2c3c(ccc2=C1)=CC=C[N-]3 || [O-2] || [O-]c1ccccc1C=NN=C([S-])NN=Cc1ccccc1O,[O-2] || [O-]c1ccccc1C=NN=C([S-])NN=Cc1ccccc1O || c1cnc2c(c1)ccc1cccnc12,C1=C[N-]c2c3c(ccc2=C1)=CC=C[N-]3 || [O-2] || [O-]c1ccccc1C=NN=C([S-])NN=Cc1ccccc1O,[Mo+6]123(=O)(<-N(=C([H])c4c([H])c([H])c([H])c([H])c4O1)N=C(N(N=C(c1c(O[H])c([H])c([H])c([H])c1[H])[H])[H])S2)N1c2c(c([H])c([H])c4c2N3C([H])=C([H])C=4[H])=C([H])C([H])=C1[H],
ALIPIU,ok,1,1,1,1,1,1,2,2,6,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CS(=O)c1ccccc1C=NC1CCCCC1N=Cc1ccccc1S(C)=O || [Cl-] || [Cl-],CS(=O)c1ccccc1C=NC1CCCCC1N=Cc1ccccc1S(C)=O || [Cl-] || [Cl-],C[S-2](=O)c1ccccc1C=NC1CCCCC1N=Cc1ccccc1[S-2](C)=O || [Cl-] || [Cl-],[Ru+2]123(Cl)(Cl)<-S(=O)(C([H])([H])[H])c4c([H])c([H])c([H])c([H])c4C(=N->1C1([H])C(N->2=C(c2c(S->3(=O)C([H])([H])[H])c([H])c([H])c([H])c2[H])[H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[H],
ALIQAN,ok,1,1,1,1,1,1,2,2,6,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CS(=O)c1ccccc1C=NCCN=Cc1ccccc1S(C)=O || O || [Cl-],CS(=O)c1ccccc1C=NCCN=Cc1ccccc1S(C)=O || O || [Cl-],C[S-2](=O)c1ccccc1C=NCCN=Cc1ccccc1[S-2](C)=O || O || [Cl-],[Ru+2]123(Cl)(<-S(C([H])([H])[H])(c4c([H])c([H])c([H])c([H])c4C(=N->1C(C(N->2=C(c1c(S->3(C([H])([H])[H])=O)c([H])c([H])c([H])c1[H])[H])([H])[H])([H])[H])[H])=O)<-O([H])[H],
ALOXAB,ok,1,0,0,1,0,1,4,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CSc1ccccc1[NH-] || Cc1ccc([N-]C=C2C=CC=C[N-]2)cc1,CSc1ccccc1[NH-] || Cc1ccc(N=Cc2ccccn2)cc1,CSc1ccccc1[NH-] || Cc1ccc([N-]C=C2C=CC=C[N-]2)cc1,[Pt+4]12(<-S(c3c(N1[H])c([H])c([H])c([H])c3[H])C([H])([H])[H])N1C([H])=C([H])C([H])=C([H])C1=C([H])N2c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],
AMINOA,ok,1,0,0,1,0,1,4,2,4,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,[C-2](NCCCP(c1ccccc1)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1 || [C-]#[O+] || c1cc[cH-]c1,[C-]#[O+] || [C](NCCCP(c1ccccc1)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1 || c1cc[cH-]c1,[C-2](NCCCP(c1ccccc1)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1 || [C-]#[O+] || c1cc[cH-]c1,[C-](#[O+])->[Fe+4]12345(=C(N(C(C(C([H])([H])P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])([H])[H])([H])[H])[H])[Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])<-C1([H])=C->2([H])C3([H])C->4([H])=C->51[H],
AMIQOE,ok,1,0,0,1,0,1,3,1,3,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,Cc1cc(C(C)(C)C)nn([B-2](n2nc(C(C)(C)C)cc(C)c2=S)n2nc(C(C)(C)C)cc(C)c2=S)c1=S || [Cl-],Cc1cc(C(C)(C)C)nn(B(n2nc(C(C)(C)C)cc(C)c2=S)n2nc(C(C)(C)C)cc(C)c2=S)c1=S || [Cl-],Cc1cc(C(C)(C)C)nn([B-2](n2nc(C(C)(C)C)cc(C)c2=S)n2nc(C(C)(C)C)cc(C)c2=S)c1=S || [Cl-],[Cu+3]123(Cl)[B-](n4nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c4=S->1)(n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1=S->2)n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1=S->3,
AMIRAR,ok,1,0,0,1,0,1,3,1,3,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CC#N || Cc1cc(C(C)(C)C)nn([B-2](n2nc(C(C)(C)C)cc(C)c2=S)n2nc(C(C)(C)C)cc(C)c2=S)c1=S,CC#N || Cc1cc(C(C)(C)C)nn(B(n2nc(C(C)(C)C)cc(C)c2=S)n2nc(C(C)(C)C)cc(C)c2=S)c1=S,CC#N || Cc1cc(C(C)(C)C)nn([B-2](n2nc(C(C)(C)C)cc(C)c2=S)n2nc(C(C)(C)C)cc(C)c2=S)c1=S,[Cu+3]123([B-](n4nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c4=S->1)(n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1=S->2)n1nc(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1=S->3)<-N#CC([H])([H])[H],
ANIFEJ,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,CS(C)=O || CS(C)=O || Cc1c(N)c(=O)n(-c2ccccc2)n1C || [Cl-] || [Cl-],CS(C)=O || CS(C)=O || Cc1c(N)c(=O)n(-c2ccccc2)n1C || [Cl-] || [Cl-],CS(C)=O || C[S-2](C)=O || Cc1c(N)c(=O)n(-c2ccccc2)n1C || [Cl-] || [Cl-],[Ru+2]1(Cl)(Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])<-O=c2n(-c3c([H])c([H])c([H])c([H])c3[H])n(C([H])([H])[H])c(C([H])([H])[H])c2N->1([H])[H],
APIKER,ok,1,0,0,1,0,1,4,2,4,coupled_ligand_charge_and_oxidation,C_N_donor_cyanide_or_isocyanide,Cc1cccc(C)c1N[C-2]NN=C(c1ccccc1)c1ccccc1 || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [Cl-],Cc1cccc(C)c1N[C]NN=C(c1ccccc1)c1ccccc1 || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [Cl-],Cc1cccc(C)c1N[C-2]NN=C(c1ccccc1)c1ccccc1 || [C-]#[N+]c1c(C)cccc1C || [Cl-] || [Cl-],[C-](#[N+]c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])->[Pt+4](=C(N([H])N=C(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])N(c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H])[H])(Cl)Cl,
APOFIW,ok,1,0,0,1,0,1,4,2,4,coupled_ligand_charge_and_oxidation,halide_containing_no_M_C,Cc1cccc(C)c1[N-]C1=C([N-]c2c(C)cccc2C)C2c3ccccc3C1c1ccccc12 || [Cl-] || [Cl-],Cc1cccc(C)c1N=C1C(=Nc2c(C)cccc2C)C2c3ccccc3C1c1ccccc12 || [Cl-] || [Cl-],Cc1cccc(C)c1[N-]C1=C([N-]c2c(C)cccc2C)C2c3ccccc3C1c1ccccc12 || [Cl-] || [Cl-],[Pd+4]1(Cl)(Cl)N(c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])C2=C(C3([H])c4c([H])c([H])c([H])c([H])c4C2([H])c2c3c([H])c([H])c([H])c2[H])N1c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H],
APUDUL,ok,1,0,0,1,0,1,3,1,3,coupled_ligand_charge_and_oxidation,other_C_bound_ligand,CC(C)(C)N([C-2]N(c1ccccc1)C(C)(C)C)c1ccccc1 || [Cl-],CC(C)(C)N([C]N(c1ccccc1)C(C)(C)C)c1ccccc1 || [Cl-],CC(C)(C)N([C-2]N(c1ccccc1)C(C)(C)C)c1ccccc1 || [Cl-],[Au+3](Cl)=C(N(c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N(c1c([H])c([H])c([H])c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],
APUFAT,ok,1,0,0,1,0,1,3,1,3,coupled_ligand_charge_and_oxidation,other_C_bound_ligand,[C-2](N(c1ccccc1)C12CC3CC(CC(C3)C1)C2)N(c1ccccc1)C12CC3CC(CC(C3)C1)C2 || [Cl-],[C](N(c1ccccc1)C12CC3CC(CC(C3)C1)C2)N(c1ccccc1)C12CC3CC(CC(C3)C1)C2 || [Cl-],[C-2](N(c1ccccc1)C12CC3CC(CC(C3)C1)C2)N(c1ccccc1)C12CC3CC(CC(C3)C1)C2 || [Cl-],[Au+3](Cl)=C(N(c1c([H])c([H])c([H])c([H])c1[H])C12C([H])([H])C3([H])C([H])([H])C([H])(C1([H])[H])C([H])([H])C([H])(C2([H])[H])C3([H])[H])N(c1c([H])c([H])c([H])c([H])c1[H])C12C([H])([H])C3([H])C([H])([H])C([H])(C1([H])[H])C([H])([H])C([H])(C2([H])[H])C3([H])[H],
APUFEX,ok,1,0,0,1,0,1,3,1,3,coupled_ligand_charge_and_oxidation,other_C_bound_ligand,[C-2](N1CCCC1)N1CCCC1 || [Cl-],[C](N1CCCC1)N1CCCC1 || [Cl-],[C-2](N1CCCC1)N1CCCC1 || [Cl-],[Au+3](Cl)=C(N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],
APUYOB,ok,1,0,0,1,0,1,3,1,3,coupled_ligand_charge_and_oxidation,heterocyclic_carbene_like,Cc1cc(C)c(N2[C-2]N(c3c(C)cc(C)cc3C)Cc3cccc4cccc(c34)C2)c(C)c1 || [Br-],Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)Cc3cccc4cccc(c34)C2)c(C)c1 || [Br-],Cc1cc(C)c(N2[C-2]N(c3c(C)cc(C)cc3C)Cc3cccc4cccc(c34)C2)c(C)c1 || [Br-],Br[Cu+3]=C1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c3c2c(c([H])c([H])c3[H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],
AQAHEH,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,C1=CCCC=CCC1 || CS(C)=O || [CH3-],C1=CCCC=CCC1 || CS(C)=O || [CH3-],C1=CCCC=CCC1 || C[S-2](C)=O || [CH3-],[Pt+2]123(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H],
AQAXIZ,ok,1,1,1,1,1,1,2,2,4,coupled_ligand_charge_and_oxidation,S_Se_donor_no_M_C,COc1ccc(-c2c([O-])c(=O)c2=O)cc1 || CS(C)=O || CS(C)=O || CS(C)=O || O || [Cl-],COc1ccc(-c2c([O-])c(=O)c2=O)cc1 || CS(C)=O || CS(C)=O || CS(C)=O || O || [Cl-],COc1ccc(-c2c([O-])c(=O)c2=O)cc1 || CS(C)=O || CS(C)=O || C[S-2](C)=O || O || [Cl-],[Ru+2](Cl)(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(<-S(=O)(C([H])([H])[H])C([H])([H])[H])(Oc1c(=O)c(=O)c1-c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])<-O([H])[H],
