IDs,charge,status,ilp_seconds,n_atoms,rdkit_parse_ok,error,smiles_ilp
ASOVUZ,1,ok,0.0454,39,1,,[Co+3]1234(SC(=NN->1=C(c1n->2c([H])c([H])c([H])c1[H])[H])N([H])[H])SC(=NN->3=C(c1n->4c([H])c([H])c([H])c1[H])[H])N([H])[H]
ASUTAL,1,ok,0.0750,69,1,,[Ir+3]12(Cl)(<-n3c(-c4n(C([H])([H])[H])n[n+](C([H])([H])c5c([H])c([H])c([H])c([H])c5[H])[c-]->14)c([H])c([H])c([H])c3[H])(<-n1c(-c3[n+](C([H])([H])[H])nn(C([H])([H])c4c([H])c([H])c([H])c([H])c4[H])[c-]->23)c([H])c([H])c([H])c1[H])Cl
ATEDEJ,0,ok,0.0662,36,1,,[Mo+2]123(n4nc(C([H])=C([H])C#N)nn4)(<-N([H])([H])C([H])([H])C(N->1([H])[H])([H])[H])(<-[C-]#[O+])(<-[C-]#[O+])<-C([H])([H])=C->2([H])C3([H])[H]
ATIDEM,0,ok,0.0796,84,1,,[Ti+4]12(<-S(c3c(c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c3[H])O1)c1c(c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])([H])[H])c1[H])O2)(N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H]
ATOBIV,0,ok,0.0709,71,1,,[Ni+2](Cl)(<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C(SC([H])([H])[H])([H])[H])(Cl)<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C(SC([H])([H])[H])([H])[H]
ATOSEH,0,ok,0.0889,66,1,,[Zn+2]1(<-N(=C(C([H])=C(N1c1c(OC([H])([H])[H])c([H])c([H])c([H])c1[H])C([H])([H])[H])C([H])([H])[H])c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
ATUREM,0,ok,0.0607,65,1,,[Zn+2](Oc1c(C(=[N+]([H])C2([H])C([H])([H])C2([H])[H])[H])c2c([H])c([H])c([H])c([H])c2c([H])c1[H])(Oc1c(C(=[N+]([H])C2([H])C([H])([H])C2([H])[H])[H])c2c([H])c([H])c([H])c([H])c2c([H])c1[H])(<-N#C[S-])<-N#C[S-]
AUDETC,0,ok,0.0539,55,1,,[Au+3]1(<-S=C(N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])S1)(SC(N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])=S)SC(N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])=S
AVEGAJ,1,ok,0.0831,85,1,,[Ru+4]1(<-P(C(C(P->1(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(<-O([H])[H])(=C([H])c1c([H])c([H])c([H])c([H])c1[H])OS(C(F)(F)F)(=O)=O
AVIKUN,1,ok,0.0563,59,1,,c123C([H])([H])C([H])([H])P(C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])(C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])->[Rh+]<-145678(<-c2([H])c->4([H])c->5([H])c->6([H])c->73[H])<-C([H])(=C->8([H])[H])[H]
AVODEV,0,ok,0.0330,47,1,,I[Cu+]1<-N(=C2N(C([H])([H])[H])C([H])([H])C([H])([H])N2C([H])([H])[H])C([H])([H])C(N->1(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])([H])[H]
AVUGEE,0,ok,0.0742,78,1,,[Co+3]123(<-N(O[B-](ON1C(=C(N->2=O)C([H])([H])[H])C([H])([H])[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])=C(C(=N->3O[H])C([H])([H])[H])C([H])([H])[H])(<-n1c([H])c([H])c([H])c([H])c1[H])C(C(C(C(C#N)([H])[H])([H])[H])([H])[H])([H])[H]
AWICIU,0,ok,0.1235,71,1,,[Ru+2]12(Cl)(Cl)([Cl+]c3c(P->1(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])c([H])c([H])c([H])c3[H])[Cl+]c1c(P->2(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c([H])c1[H]
AWOXIV,0,ok,0.0703,77,1,,[Ir+3]1(c2c(OP->1(C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])([H])C([H])([H])[H])c([H])c([H])c([H])c2C(N1C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C1([H])[H])([H])[H])(I)(C([H])([H])[H])<-[C-]#[O+]
AXBOCU,0,ok,0.0374,31,1,,Cl[W+6](Cl)(Cl)(Cl)(O[N+](c1c([H])c([H])c([H])c([H])c1[H])=Nc1c([H])c([H])c([H])c([H])c1[H])=O
AXEYOR,0,ok,0.0615,66,1,,[Rh+3]12(Cl)(<-C3N(C(C1([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])=C([H])N3C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])<-[c-]1[n+](C(C2([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])n1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
