IDs,status,both_parsed,ligand_equiv,ligand_canonical,metal_connectivity,metal_oxidation,full_connectivity,ox_ilp,ox_reference,old_ilp_oxidation,old_mechanism_class,old_motif_class,ilp_ligands,reference_ligands,old_ilp_ligands,smiles_ilp,error
AQEXIE,ok,1,0,0,1,1,1,2,2,,metal_disconnection_or_ligand_partition,other_C_bound_ligand,CC(C)c1cccc(C(C)C)c1[N-]C=C1CCc2cccc(-c3ccccc3)c2C1=O || [CH3-] || c1ccncc1,CC(C)c1cccc(C(C)C)c1N=CC1=C([O-])c2c(cccc2-c2ccccc2)CC1 || [CH3-] || c1ccncc1,CC(C)c1cccc(C(C)C)c1[N-]C=C1CCc2cccc(-c3ccccc3)c2C1=O || [CH3-] || c1ccncc1,[Ni+2]1(<-O=C2c3c(c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])C2=C(N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H])[H])(<-n1c([H])c([H])c([H])c([H])c1[H])C([H])([H])[H],
ASAVOH,ok,1,0,0,1,0,1,3,5,,coupled_ligand_charge_and_oxidation,N_O_only_coordination,CC1(C)[N-]C(=O)C(C)(C)C(=O)[N-]C(C)(C)C(=O)N=c2ccccc2=NC1=O || [O-2],CC1(C)[N-]C(=O)C(C)(C)C(=O)[N-]C(C)(C)C(=O)[N-]c2ccccc2[N-]C1=O || [O-2],CC1(C)[N-]C(=O)C(C)(C)C(=O)[N-]C(C)(C)C(=O)N=c2ccccc2=NC1=O || [O-2],[Mn+3]123(<-N4=c5c(c([H])c([H])c([H])c5[H])=N->1C(=O)C(C([H])([H])[H])(C([H])([H])[H])N2C(=O)C(C([H])([H])[H])(C([H])([H])[H])C(=O)N3C(C([H])([H])[H])(C([H])([H])[H])C4=O)=O,
ATODEU,ok,1,1,1,1,1,1,2,2,,coupled_ligand_charge_and_oxidation,halide_containing_no_M_C,CCCCCCC1(CCCCCC)c2cccnc2-c2ncccc21 || [Cl-] || [Cl-],CCCCCCC1(CCCCCC)c2cccnc2-c2ncccc21 || [Cl-] || [Cl-],CCCCCCC1(CCCCCC)C2=CC=C[N-]C2=C2[N-]C=CC=C21 || [Cl-] || [Cl-],c1([H])c([H])c([H])c2c3n1->[Pt+2](Cl)(Cl)<-n1c-3c(c([H])c([H])c1[H])C2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],
ATODIY,ok,1,1,1,1,1,1,2,2,,coupled_ligand_charge_and_oxidation,halide_containing_no_M_C,CCCCCCC1(CCCCCC)c2cccnc2-c2ncccc21 || [Cl-] || [Cl-],CCCCCCC1(CCCCCC)c2cccnc2-c2ncccc21 || [Cl-] || [Cl-],CCCCCCC1(CCCCCC)C2=CC=C[N-]C2=C2[N-]C=CC=C21 || [Cl-] || [Cl-],c1([H])c([H])c([H])c2c3n1->[Pd+2](Cl)(Cl)<-n1c-3c(c([H])c([H])c1[H])C2(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],
AXUFOO,ok,1,0,0,1,1,1,2,2,,metal_disconnection_or_ligand_partition,halide_containing_no_M_C,[Cl-] || [Cl-] || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1 || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1,O=C1C=Cc2ccccc2C1=CNCc1ccccc1 || O=C1C=Cc2ccccc2C1=CNCc1ccccc1 || [Cl-] || [Cl-],[Cl-] || [Cl-] || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1 || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1,[Zn+2](Cl)(Cl)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H],
AXUFUU,ok,1,0,0,1,1,1,2,2,,metal_disconnection_or_ligand_partition,halide_containing_no_M_C,[Br-] || [Br-] || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1 || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1,O=C1C=Cc2ccccc2C1=CNCc1ccccc1 || O=C1C=Cc2ccccc2C1=CNCc1ccccc1 || [Br-] || [Br-],[Br-] || [Br-] || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1 || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1,[Zn+2](Br)(Br)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H],
AXUGAB,ok,1,0,0,1,1,1,2,2,,metal_disconnection_or_ligand_partition,halide_containing_no_M_C,[I-] || [I-] || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1 || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1,O=C1C=Cc2ccccc2C1=CNCc1ccccc1 || O=C1C=Cc2ccccc2C1=CNCc1ccccc1 || [I-] || [I-],[I-] || [I-] || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1 || [O-]c1ccc2ccccc2c1C=[NH+]Cc1ccccc1,[Zn+2](I)(Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H])(I)Oc1c(C(=[N+]([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])[H])c2c(c([H])c1[H])c([H])c([H])c([H])c2[H],
AYUNIT,ok,1,1,1,1,1,1,1,1,,coupled_ligand_charge_and_oxidation,carbonyl_like,CNC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1cc2ccnc3c4nccc5cccc(c(c1)c23)c54,CNC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1cc2ccnc3c4nccc5cccc(c(c1)c23)c54,CNC || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || c1cc2cc[n-]c3c4[n-]ccc5cccc(c(c1)c23)c54,c1([H])c([H])c2c([H])c([H])c([H])c3c2c2c4c5c3c([H])c([H])c([H])c5c([H])c([H])n4->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-n12)<-N(C([H])([H])[H])(C([H])([H])[H])[H],
BASWEZ,ok,1,1,0,1,1,1,1,1,,coupled_ligand_charge_and_oxidation,heterocyclic_carbene_like,[Cl-] || c1ccc(CN2CCN(c3ccccc3-c3ccccc3)C2)cc1,[C]1CN(Cc2ccccc2)CN1c1ccccc1-c1ccccc1 || [Cl-],[C-2]1CN(Cc2ccccc2)CN1c1ccccc1-c1ccccc1 || [Cl-],[Au+](Cl)<-C1C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])N1c1c([H])c([H])c([H])c([H])c1-c1c([H])c([H])c([H])c([H])c1[H],
BASWID,ok,1,1,0,1,1,1,1,1,,coupled_ligand_charge_and_oxidation,heterocyclic_carbene_like,COc1ccc(N2CCN(Cc3ccccc3)C2)cc1 || [Cl-],COc1ccc(N2[C]CN(Cc3ccccc3)C2)cc1 || [Cl-],COc1ccc(N2[C-2]CN(Cc3ccccc3)C2)cc1 || [Cl-],[Au+](Cl)<-C1N(c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])C([H])([H])N(C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])C1([H])[H],
BAXFIQ,ok,1,1,1,1,1,1,2,2,,unresolved_positional_or_equivalence,C_N_donor_cyanide_or_isocyanide,CP(C)C || [C-]#[N+]C(C)(C)C || c1ccc([SiH-]c2ccccc2)cc1 || c1ccc([SiH-]c2ccccc2)cc1,CP(C)C || [C-]#[N+]C(C)(C)C || c1ccc([SiH-]c2ccccc2)cc1 || c1ccc([SiH-]c2ccccc2)cc1,CP(C)C || [C-]#[N+]C(C)(C)C || c1ccc([Si-]c2ccccc2)cc1 || c1ccc([Si-]c2ccccc2)cc1,[Pt+2](<-P(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])[H])([Si](c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])[H])<-[C-]#[N+]C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],
BEFMUX,ok,1,0,0,1,1,1,4,4,,metal_disconnection_or_ligand_partition,heterocyclic_carbene_like,C1CCOC1 || C[N-]C || [Cl-] || [O-]c1ccccc1CN1[C-]=[N+](Cc2ccccc2[O-])C(c2ccccc2)C1c1ccccc1,C1CCOC1 || C[N-]C || [Cl-] || [O-]c1ccccc1CN1[C]N(Cc2ccccc2[O-])C(c2ccccc2)C1c1ccccc1,C1CCOC1 || C[N-]C || [Cl-] || [O-]c1ccccc1CN1[C-]=[N+](Cc2ccccc2[O-])C(c2ccccc2)C1c1ccccc1,[Ti+4]12(Cl)(<-O3C([H])([H])C([H])([H])C([H])([H])C3([H])[H])(N(C([H])([H])[H])C([H])([H])[H])<-[C-]3=[N+](C([H])(c4c([H])c([H])c([H])c([H])c4[H])C([H])(c4c([H])c([H])c([H])c([H])c4[H])N3C([H])([H])c3c(c([H])c([H])c([H])c3[H])O1)C([H])([H])c1c(c([H])c([H])c([H])c1[H])O2,
BELXEV,ok,1,0,0,1,1,1,2,2,,coupled_ligand_charge_and_oxidation,C_N_donor_cyanide_or_isocyanide,[CH-]=[N+](C)C || [Cl-] || [Cl-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,[CH]N(C)C || [Cl-] || [Cl-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,[CH-2]N(C)C || [Cl-] || [Cl-] || c1ccc(P(c2ccccc2)c2ccccc2)cc1,[Pt+2](Cl)(Cl)(<-P(c1c([H])c([H])c([H])c([H])c1[H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H])C(=[N+](C([H])([H])[H])C([H])([H])[H])[H],
BEXJOF,ok,1,0,0,1,1,1,1,1,,metal_disconnection_or_ligand_partition,haptic_or_adjacent_multi_C,C1=CCCC=CCC1 || Cc1c(C)[n+](C)c([CH-]c2ccccc2)n1C || [Cl-],C1=CCCC=CCC1 || CC1=C(C)N(C)C(=Cc2ccccc2)N1C || [Cl-],C1=CCCC=CCC1 || Cc1c(C)[n+](C)c([CH-]c2ccccc2)n1C || [Cl-],[Rh+]123(Cl)(C(c4[n+](C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])n4C([H])([H])[H])([H])c4c([H])c([H])c([H])c([H])c4[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H],
BEXJUL,ok,1,0,0,1,1,1,1,1,,metal_disconnection_or_ligand_partition,haptic_or_adjacent_multi_C,C1=CCCC=CCC1 || [CH2-]c1n(C)c(C)c(C)[n+]1C || [Cl-],C1=CCCC=CCC1 || C=C1N(C)C(C)=C(C)N1C || [Cl-],C1=CCCC=CCC1 || [CH2-]c1n(C)c(C)c(C)[n+]1C || [Cl-],[Rh+]123(Cl)(C(c4[n+](C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])n4C([H])([H])[H])([H])[H])<-C4([H])=C->1([H])C([H])([H])C([H])([H])C->2([H])=C->3([H])C([H])([H])C4([H])[H],
BEZNID,ok,1,0,0,1,1,1,0,0,,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,C=CC[NH+]=[C-]c1ccc(C)cc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],C=CCN[C]c1ccc(C)cc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],C=CCN[C-2]c1ccc(C)cc1 || [C-]#[O+] || [C-]#[O+] || [C-]#[O+] || [C-]#[O+],[W]12(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-C(=C->1(C([N+](=C2c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])[H])([H])[H])[H])([H])[H],
BICZUI,ok,1,1,1,1,1,1,1,1,,coupled_ligand_charge_and_oxidation,other_C_bound_ligand,CN(C)[C]c1ccccc1 || [Cl-],CN(C)[C]c1ccccc1 || [Cl-],CN(C)[C-2]c1ccccc1 || [Cl-],[Au+](Cl)[C+](N(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H],
BIHCUR,ok,1,0,0,1,0,1,2,4,,unresolved_positional_or_equivalence,haptic_or_adjacent_multi_C,CC1=c2c(C)ccc(C)c2=C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2[O-])[C+]1C || C[N-]C || [Cl-],C[N-]C || Cc1ccc(C)c2c1c(C)c(C)[c-]2-c1cc(C(C)(C)C)cc(C(C)(C)C)c1[O-] || [Cl-],C[N-]C || Cc1ccc(C)c2c(-c3cc(C(C)(C)C)cc(C(C)(C)C)c3[O-])[c-](C)c(C)c12 || [Cl-],[Ti+2]12345(Cl)(Oc6c(C->17=c->21c->3(c(C([H])([H])[H])c([H])c([H])c1C([H])([H])[H])=C->4(C([H])([H])[H])[C+]->57C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c6C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H],
BOFFAG,ok,1,0,0,1,1,1,2,2,,metal_disconnection_or_ligand_partition,N_O_only_coordination,Cc1cccc(N=C(N=c2cccc(C)[n-]2)Nc2ccc(Cl)cc2)n1 || Cc1cccc(N=C([N-]c2cccc(C)n2)Nc2ccc(Cl)cc2)n1,Cc1cccc(N=C([N-]c2cccc(C)n2)Nc2ccc(Cl)cc2)n1 || Cc1cccc(N=C([N-]c2cccc(C)n2)Nc2ccc(Cl)cc2)n1,Cc1cccc(N=C(N=c2cccc(C)[n-]2)Nc2ccc(Cl)cc2)n1 || Cc1cccc(N=C(N=c2cccc(C)[n-]2)Nc2ccc(Cl)cc2)n1,[Pd+2]12(N(C(N([H])c3c([H])c([H])c(Cl)c([H])c3[H])=Nc3n->1c(C([H])([H])[H])c([H])c([H])c3[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H])<-N(=C(N=c1n2c(C([H])([H])[H])c([H])c([H])c1[H])N([H])c1c([H])c([H])c(Cl)c([H])c1[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H],
BOFFEK,ok,1,0,0,1,1,1,2,2,,metal_disconnection_or_ligand_partition,N_O_only_coordination,Cc1cccc(N=C(N=c2cccc(C)[n-]2)Nc2ccc(F)cc2)n1 || Cc1cccc(N=C(N=c2cccc(C)[n-]2)Nc2ccc(F)cc2)n1,Cc1cccc(N=C([N-]c2cccc(C)n2)Nc2ccc(F)cc2)n1 || Cc1cccc(N=C([N-]c2cccc(C)n2)Nc2ccc(F)cc2)n1,Cc1cccc(N=C(N=c2cccc(C)[n-]2)Nc2ccc(F)cc2)n1 || Cc1cccc(N=C(N=c2cccc(C)[n-]2)Nc2ccc(F)cc2)n1,[Pd+2]12(<-N(=C(N([H])c3c([H])c([H])c(F)c([H])c3[H])N=c3n1c(C([H])([H])[H])c([H])c([H])c3[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H])<-N(=C(N([H])c1c([H])c([H])c(F)c([H])c1[H])N=c1n2c(C([H])([H])[H])c([H])c([H])c1[H])c1nc(C([H])([H])[H])c([H])c([H])c1[H],
BOHDEI,ok,1,1,0,1,1,1,1,1,,coupled_ligand_charge_and_oxidation,heterocyclic_carbene_like,Cc1cc(C)c(N2CCCCN(c3c(C)cc(C)cc3C)C2)c(C)c1 || [Br-],Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)CCCC2)c(C)c1 || [Br-],Cc1cc(C)c(N2[C-2]N(c3c(C)cc(C)cc3C)CCCC2)c(C)c1 || [Br-],C1(->[Ag+]Br)N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],
BOHDIM,ok,1,1,0,1,1,1,1,1,,coupled_ligand_charge_and_oxidation,heterocyclic_carbene_like,Cc1cccc(C)c1N1CCCCN(c2c(C)cccc2C)C1 || [I-],Cc1cccc(C)c1N1[C]N(c2c(C)cccc2C)CCCC1 || [I-],Cc1cccc(C)c1N1[C-2]N(c2c(C)cccc2C)CCCC1 || [I-],I[Ag+]<-C1N(c2c(C([H])([H])[H])c([H])c([H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])[H],
BOHDOS,ok,1,1,1,1,1,1,1,1,,coupled_ligand_charge_and_oxidation,heterocyclic_carbene_like,Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)Cc3ccccc3C2)c(C)c1 || [Br-],Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)Cc3ccccc3C2)c(C)c1 || [Br-],Cc1cc(C)c(N2[C-2]N(c3c(C)cc(C)cc3C)Cc3ccccc3C2)c(C)c1 || [Br-],[Ag+](Br)[C+]1N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])c2c(c([H])c([H])c([H])c2[H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],
BOXWOB,ok,1,1,0,1,1,1,1,1,,coupled_ligand_charge_and_oxidation,haptic_or_adjacent_multi_C,C1=CCCC=CCC1 || Cc1cc(C)c(N2CCCCN(c3c(C)cc(C)cc3C)C2)c(C)c1 || [Cl-],C1=CCCC=CCC1 || Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)CCCC2)c(C)c1 || [Cl-],C1=CCCC=CCC1 || Cc1cc(C)c(N2[C-2]N(c3c(C)cc(C)cc3C)CCCC2)c(C)c1 || [Cl-],C1(->[Rh+]234(<-C5([H])=C->2([H])C([H])([H])C([H])([H])C->3([H])=C->4([H])C([H])([H])C5([H])[H])Cl)N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],
