IDs,smiles_NBO_DFT_xyz,formula_heaviest_fragment,charge,smiles_CSD_fix,smiles_huckel_CSD_xyz,smiles_huckel_DFT_xyz
ACUROI,Cn1ccn2->[Ir+3]34(<-[c-]5ccsc5-c5ccccn->35)(<-[c-]3ccsc3-c3ccccn->43)<-n3ccn(C)c3-c12,C26 H22 Ir1 N6 S2 1+,1.0,Cn1ccn2->[Ir+3]34(<-[c-]5ccsc5-c5ccccn->35)(<-[c-]3ccsc3-c3ccccn->43)<-n3ccn(C)c3-c12,Cn1ccn2->[Ir+3]34(<-[c-]5ccsc5-c5ccccn->35)(<-[c-]3ccsc3-c3ccccn->43)<-n3ccn(C)c3-c12,Cn1ccn2->[Ir+3]34(<-[c-]5ccsc5-c5ccccn->35)(<-[c-]3ccsc3-c3ccccn->43)<-n3ccn(C)c3-c12
ACUYOP,C[O-]->[V+5]12(<-[O-2])(<-[O-]/C(=N\N->1=C\c1ccccc1[O-]->2)c1c(F)c(F)c(F)c(F)c1F)<-OC,C16 H12 F5 N2 O5 V1,0.0,C[O-]->[V+5]12(<-[O-2])(<-[O-]C(=NN->1=Cc1ccccc1[O-]->2)c1c(F)c(F)c(F)c(F)c1F)<-OC,C[O-]->[V+5]12(<-[O-2])(<-[O-]C(=NN->1=Cc1ccccc1[O-]->2)c1c(F)c(F)c(F)c(F)c1F)<-OC,CO.C[O-]->[V+5]12(<-[O-2])<-[O-]C(c3c(F)c(F)c(F)c(F)c3F)=NN->1=Cc1ccccc1[O-]->2
ADEMII,,C25 H46 Fe1 N2 P2,0.0,Cc1cccc(C)c1[N+]#[C-]->[FeH+]12<-[N-](CCP->1(C(C)C)C(C)C)CCP->2(C(C)C)C(C)C,Cc1cccc(C)c1[N+]#[C-]->[FeH+]12<-[N-](CCP->1(C(C)C)C(C)C)CCP->2(C(C)C)C(C)C,Cc1cccc(C)c1[N+]#[C-]->[FeH+]12<-[N-](CCP->1(C(C)C)C(C)C)CCP->2(C(C)C)C(C)C
ADEZUE,,C11 H17 Cl2 Re1 S3,0.0,CCc12->[Re+5]3456(<-[Cl-])(<-[Cl-])(<-[S-]S[S-]->3)<-c1(C)c->4(C)[c-]->5(C)c->62C,CCc12->[Re+3]3456(<-[Cl-])(<-[Cl-])(<-S=S=S->3)<-c(C)(c->41C)c->5(C)[c-]->62C,CCc1c(C)c(C)c(C)[c-]1(C)->[Re+3]1(<-[Cl-])(<-[Cl-])<-S=S=S->1
ADOBUT,C[S+](C)[BH2-]P->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],C7 H10 B1 O5 P1 S1 W1,0.0,C[S](C)[BH2-]P->[W+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],C[S+](C)[BH2-]P->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],C[S+](C)[BH2-]P->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
ADOLOU,CCCCN(CCCC)C1=S->[Zn+2]23(<-S=C([S-]->2)N(CCCC)CCCC)(<-[S-]1)<-n1ccccc1-c1ccccn->31,C28 H44 N4 S4 Zn1,0.0,CCCCN(CCCC)C(=S)[S-]->[Zn+2]1(<-[S-]C(=S)N(CCCC)CCCC)<-n2ccccc2-c2ccccn->12,CCCCN(CCCC)C(=S)[S-]->[Zn+2]1(<-[S-]C(=S)N(CCCC)CCCC)<-n2ccccc2-c2ccccn->12,CCCCN(CCCC)C1=S->[Zn+2]23(<-S=C([S-]->2)N(CCCC)CCCC)(<-[S-]1)<-n1ccccc1-c1ccccn->31
ADUROJ,,C13 H32 Ir1 O2 P3 S1,0.0,CP(C)(C)->[Ir]12(<-C=C->1C=C[SH]->2(=O)=O)(<-P(C)(C)C)<-P(C)(C)C,CP(C)(C)->[Ir+]12(<-C=C->1C=CS->2(=O)[O-])(<-P(C)(C)C)<-P(C)(C)C,CP(C)(C)->[Ir+]12(<-C=C->1C=CS->2(=O)[O-])(<-P(C)(C)C)<-P(C)(C)C
AFAVEI,,C8 H21 N5 O6 Ru1,0.0,CC[O-]->[Ru]1(<-[N-]=O)(<-[N+](=O)=O)(<-[N+](=O)=O)<-N(C)(C)CCN->1(C)C,CC[O-]->[Ru+4]1(<-[N-]=O)(<-N(=O)[O-])(<-N(=O)[O-])<-N(C)(C)CCN->1(C)C,CC[O-]->[Ru+4]1(<-[N-]=O)(<-N(=O)[O-])(<-N(=O)[O-])<-N(C)(C)CCN->1(C)C
AFIGIF,Cc1cc(C)n2->[Nb+5]3456(<-[Cl-])(<-[H]C->3(C)[CH-]->4C)(<-[C-](/C)=[C-]->5/C)<-n3c(C)cc(C)n3[BH-](n12)n1c(C)cc(C)n->61,C23 H37 B1 Cl1 N6 Nb1,0.0,CC[CH-](C)->[Nb+3]123(<-[Cl-])(<-C(C)#C->1C)<-[n-]1c(C)cc(C)[n+]1[BH-]([n+]1c(C)cc(C)[n-]->21)[n+]1c(C)cc(C)[n-]->31,CC[CH-](C)->[Nb+3]123(<-[Cl-])(<-C(C)#C->1C)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31,CC[CH-](C)->[Nb+3]123(<-[Cl-])(<-C(C)#C->1C)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31
AFIZEV,CO1CCO(C)->[W+6]<-1(<-[N-3])(<-[O-]C(C)(C(F)(F)F)C(F)(F)F)(<-[O-]C(C)(C(F)(F)F)C(F)(F)F)<-[O-]C(C)(C(F)(F)F)C(F)(F)F,C16 H19 F18 N1 O5 W1,0.0,CO1CCO(C)->[W+6]<-1(<-[N-3])(<-[O-]C(C)(C(F)(F)F)C(F)(F)F)(<-[O-]C(C)(C(F)(F)F)C(F)(F)F)<-[O-]C(C)(C(F)(F)F)C(F)(F)F,CO1CCO(C)->[W+6]<-1(<-[N-3])(<-[O-]C(C)(C(F)(F)F)C(F)(F)F)(<-[O-]C(C)(C(F)(F)F)C(F)(F)F)<-[O-]C(C)(C(F)(F)F)C(F)(F)F,CO1CCO(C)->[W+6]<-1(<-[N-3])(<-[O-]C(C)(C(F)(F)F)C(F)(F)F)(<-[O-]C(C)(C(F)(F)F)C(F)(F)F)<-[O-]C(C)(C(F)(F)F)C(F)(F)F
AFOYUP,CN(C)P(=O->[Y+3]12345678(<-[Cl-])(<-c9(C)c->1(C)c->2(C)[c-]->3(C)c->49C)<-c1(C)c->5(C)c->6(C)[c-]->7(C)c->81C)(N(C)C)N(C)C,C26 H48 Cl1 N3 O1 P1 Y1,0.0,CN(C)P(=O->[Y+3]12345678(<-[Cl-])(<-c9(C)c->1(C)c->2(C)[c-]->3(C)c->49C)<-c1(C)c->5(C)c->6(C)[c-]->7(C)c->81C)(N(C)C)N(C)C,CN(C)P(=O->[Y+3]12345678(<-[Cl-])(<-c9(C)c->1(C)c->2(C)[c-]->3(C)c->49C)<-c1(C)c->5(C)c->6(C)[c-]->7(C)c->81C)(N(C)C)N(C)C,Cc1c(C)c(C)[c-](C)(->[Y+3]23(<-[Cl-])(<-O=P(N(C)C)(N(C)C)N(C)C)<-c4(C)c(C)c(C)[c-]->2(C)c->34C)c1C
AFUREB,N#CCCN1CCN(CCC#N)Cc2ccccc2OCCOc2ccccc2CN(CCC#N->[Ag+])CC1,C29 H36 Ag1 N6 O2 1+,1.0,N#CCCN12->[Ag+]34<-O(CCOc5ccccc5CN->3(CCC#N)CC1)c1ccccc1CN->4(CCC#N)CC2,N#CCCN12->[Ag+]3<-N(CCC#N)(CC1)Cc1ccccc1OCCOc1ccccc1CN->3(CCC#N)CC2,N#CCCN12->[Ag+]345<-N#CCCN(CC1)Cc1ccccc1O->3CCO->4c1ccccc1CN->5(CCC#N)CC2
AGACAO,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]/C(=C\C(C)=N->1\N=C(/[O-]->2)c1ccncc1)c1ccccc1,C17 H17 Mo1 N3 O5,0.0,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]C(=CC(C)=N->1N=C([O-]->2)c1ccncc1)c1ccccc1,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]C(=CC(C)=N->1N=C([O-]->2)c1ccncc1)c1ccccc1,CC1=N2->[Mo+6](<-[O-2])(<-[O-2])(<-[O-]C(c3ccccc3)=C1)<-[O-]C(c1ccncc1)=N2.CO
AGAZAM,Cc1cccc(C)c1[O-]->[Ti+2]1234567(<-[Cl-])<-C8(C)=C->1(C)C->21=C->3(C)C->4(C)=C->5(C)C->61=C->78C,C22 H27 Cl1 O1 Ti1,0.0,Cc1cccc(C)c1[O-]->[Ti+2]1234567(<-[Cl-])<-C8(C)=C->1(C)C->21=C->3(C)C->4(C)=C->5(C)C->61=C->78C,Cc1cccc(C)c1[O-]->[Ti+2]1234567(<-[Cl-])<-C8(C)=C->1(C)C->21=C->3(C)C->4(C)=C->5(C)C->61=C->78C,Cc1cccc(C)c1[O-]->[Ti+4]1234567(<-[Cl-])<-c8(C)c->1(C)[c-]->2(C)c->31c->4(C)[c-]->5(C)c->6(C)c->781
AGEXAL,CP(C)(C)->[Re+]12(<-[H][B-]->13([H]->2)[C@H]1CCC[C@@H]3CCC1)(<-[C-]#[O+])(<-P(C)(C)C)<-P(C)(C)C,C18 H43 B1 O1 P3 Re1,0.0,CP(C)(C)->[Re+]1(<-[H][B-]2([H]->1)C1CCCC2CCC1)(<-[C-]#[O+])(<-P(C)(C)C)<-P(C)(C)C,CP(C)(C)->[ReH2-](<-[C-]#[O+])(<-[B+]1C2CCCC1CCC2)(<-P(C)(C)C)<-P(C)(C)C,CP(C)(C)->[Re+](<-[C-]#[O+])(<-P(C)(C)C)<-P(C)(C)C.[BH2-]1C2CCCC1CCC2
AGIWAR,,C28 H38 Cl1 O3 P2 Ru1 1+,1.0,C=CCP(c1ccccc1)(c1ccccc1)->[Ru+2]12345(<-[Cl-])(<-c6c->1c->2(C(C)C)c->3c->4c->56C)<-P(OC)(OC)OC,C=CCP(c1ccccc1)(c1ccccc1)->[Ru+2]12345(<-[Cl-])(<-c6c->1c->2(C(C)C)c->3c->4c->56C)<-P(OC)(OC)OC,C=CCP(c1ccccc1)(c1ccccc1)->[Ru+2]12345(<-[Cl-])(<-c6c->1c->2(C(C)C)c->3c->4c->56C)<-P(OC)(OC)OC
AGUJOC,Cc1[nH+]cc(CO)c2/C=N3/CC/N4=C/c5c(CO)c[nH+]c(C)c5[O-]->[Zn+2]<-3<-4(<-[Cl-])<-[O-]c12,C18 H22 Cl1 N4 O4 Zn1 1+,1.0,CC1=C2[O-]->[Zn+6]34(<-[Cl-])<-[O-]C5=C(C)NC=C(CO)C5=C[N-]->3CC[N-]->4C=C2C(CO)=CN1,Cc1[nH+]cc(CO)c2C=N3CCN4=Cc5c(CO)c[nH+]c(C)c5[O-]->[Zn+2]<-3<-4(<-[Cl-])<-[O-]c12,Cc1[nH+]cc(CO)c2C=N3CCN4=Cc5c(CO)c[nH+]c(C)c5[O-]->[Zn+2]<-3<-4(<-[Cl-])<-[O-]c12
AHABER,Cc1cc(C)c(N2C=CN3CCN(C(C)(C)C)->[Ni+2](<-[Br-])(<-[Br-])<-[C]32)c(C)c1,C18 H27 Br2 N3 Ni1,0.0,Cc1cc(C)c(N2C=CN3CCN(C(C)(C)C)->[Ni+2](<-[Br-])(<-[Br-])<-[C]32)c(C)c1,Cc1cc(C)c(N2C=CN3CCN(C(C)(C)C)->[Ni+2](<-[Br-])(<-[Br-])<-[C]32)c(C)c1,Cc1cc(C)c(N2C=CN(CCNC(C)(C)C)[C]2->[Ni+2](<-[Br-])<-[Br-])c(C)c1
AHETIS,[O-2]->[Mo+6]12(<-[O-2])(<-O)<-O=C3C=CC=C/C3=C/N->1=N/C([O-]->2)=C1C=CNC=C1,C13 H12 Mo1 N3 O5 1+,1.0,[O-2]->[Mo+6]12(<-[O-2])(<-O)<-[O-]C(=NN->1=Cc1ccccc1[O-]->2)c1cc[nH+]cc1,[O-2]->[Mo+6]12(<-[O-2])(<-O)<-O=C3C=CC=CC3=CN->1=NC([O-]->2)=C1C=CNC=C1,[O-2]->[Mo+6]12(<-[O-2])(<-O)<-O=C3C=CC=CC3=CN->1=NC([O-]->2)=C1C=CNC=C1
AHOLOA,,C13 H15 F4 Ir1 O1,0.0,Cc12->[Ir+3]345(<-[C-]#[O+])(<-[C-2](F)C(F)(F)F)<-c1(C)c->3(C)[c-]->4(C)c->52C,Cc12->[Ir+]345(<-[C-]#[O+])(<-[C](F)C(F)(F)F)<-c1(C)c->3(C)[c-]->4(C)c->52C,Cc12->[Ir+]345(<-[C-]#[O+])(<-[C](F)C(F)(F)F)<-c1(C)c->3(C)[c-]->4(C)c->52C
AJAMAA,,C35 H44 Cl1 N3 Ti1,0.0,CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[N-]->[Ti+2]1234567(<-[Cl-])<-C8=C->1C->2=C->3C->4=C->5C->6=C->78,CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[N-]->[Ti+4]1234567(<-[Cl-])<-c8c->1c->2[cH-]->3c->4c->5[cH-]->6c->78,CC(C)c1cccc(C(C)C)c1-n1ccn(-c2c(C(C)C)cccc2C(C)C)c1=[N-]->[Ti+4]1234567(<-[Cl-])<-c8c->1c->2[cH-]->3c->4c->5[cH-]->6c->78
AJEPIP,CC(C)(C)C(=O)[O-]->[Fe+2]12345(<-O=C([O-]->1)C(C)(C)C)<-n1ccccc1-c->21cccc->3(-c2ccccn->42)n->51,C25 H29 Fe1 N3 O4,0.0,CC(C)(C)C(=O)[O-]->[Fe+2]12(<-[O-]C(=O)C(C)(C)C)<-n3ccccc3-c3cccc(-c4ccccn->14)n->23,CC(C)(C)C(=O)[O-]->[Fe+2]12(<-[O-]C(=O)C(C)(C)C)<-n3ccccc3-c3cccc(-c4ccccn->14)n->23,CC(C)(C)C(=O)[O-]->[Fe+2]1234(<-O=C->1([O-]->2)C(C)(C)C)<-n1ccccc1-c1cccc(-c2ccccn->32)n->41
AJIPEO,,C10 H24 Cd1 N6 Se2,0.0,CN1(C)CCN->[Cd+2]<-12(<-NCCN->2(C)C)(<-[Se-]C#N)<-[Se-]C#N,CN1(C)CCN->[Cd+2]<-12(<-NCCN->2(C)C)(<-[Se-]C#N)<-[Se-]C#N,CN(C)(CCN)->[Cd+2]1(<-NCCN->1(C)C)(<-[Se-]C#N)<-[Se-]C#N
AJUWAF,CC1/C=C(/C)[O-]->[Pt+2]2(<-O=1)<-C1#SC(C)=C(C)N1c1ccc(Br)c[c-]->21,C16 H16 Br1 N1 O2 Pt1 S1,0.0,fail,CC1=CC(C)=O->[Pt+2]2(<-[O-]1)<-C1#SC(C)=C(C)N1c1ccc(Br)c[c-]->21,CC1=CC(C)=O->[Pt+2]2(<-[O-]1)<-C1#SC(C)=C(C)N1c1ccc(Br)c[c-]->21
AKEMUY,CC(C)/N1=C2/c3ccccn3->[Fe+2]<-2<-134(<-[N-]=C=[Se])(<-[N-]=C=[Se])<-C(/c1ccccn->31)=N->4\C(C)C,C20 H24 Fe1 N6 Se2,0.0,CC(C)N1=Cc2ccccn2->[Fe+2]<-12(<-[N-]=C=[Se])(<-[N-]=C=[Se])<-N(=Cc1ccccn->21)C(C)C,CC(C)N1=Cc2ccccn2->[Fe+2]<-12(<-[N-]=C=[Se])(<-[N-]=C=[Se])<-N(=Cc1ccccn->21)C(C)C,CC(C)N1=Cc2ccccn2->[Fe+2]<-12(<-[N-]=C=[Se])(<-[N-]=C=[Se])<-N(=Cc1ccccn->21)C(C)C
AKOBEI,Cc1cc(C)c(N(C)[C](N(C)c2c(C)cc(C)cc2C)->[Ir+](<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+])c(C)c1,C23 H28 Cl1 Ir1 N2 O2,0.0,Cc1cc(C)c(N(C)[C](N(C)c2c(C)cc(C)cc2C)->[Ir+](<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+])c(C)c1,Cc1cc(C)c(N(C)[C](N(C)c2c(C)cc(C)cc2C)->[Ir+](<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+])c(C)c1,Cc1cc(C)c(N(C)[C](N(C)c2c(C)cc(C)cc2C)->[Ir+](<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+])c(C)c1
AKOWIH,CCCN1c2ccccc2N(C)[C]1->[Ni+2](<-[N-]=C=S)(<-[N-]=C=S)<-[C]1N(C)c2ccccc2N1CCC,C24 H28 N6 Ni1 S2,0.0,CCCN1c2ccccc2N(C)[C]1->[Ni+2](<-[N-]=C=S)(<-[N-]=C=S)<-[C]1N(C)c2ccccc2N1CCC,CCCN1c2ccccc2N(C)[C]1->[Ni+2](<-[N-]=C=S)(<-[N-]=C=S)<-[C]1N(C)c2ccccc2N1CCC,CCCN1c2ccccc2N(C)[C]1->[Ni+2](<-[N-]=C=S)(<-[N-]=C=S)<-[C]1N(C)c2ccccc2N1CCC
ALADIC,[H]/N=C1\c2ccccc2C2/N=C3/c4ccccc4/C(=N\[H])[N-]3->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-N=21)<-n1ccn(C)c1,C23 H16 N7 O3 Re1,0.0,Cn1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N3=C(N=C4c5ccccc5C(=N)[N-]->24)c2ccccc2C3=N)c1,Cn1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N3=C(N=C4c5ccccc5C(=N)[N-]->24)c2ccccc2C3=N)c1,Cn1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N3=C(N=C4c5ccccc5C(=N)[N-]->24)c2ccccc2C3=N)c1
ALAVOY,Cc1cccc(C)c1[N-]1[P+](c2ccccc2)(c2ccccc2)c2cccc([Si](C)(C)C)n2->[Ni+2]<-1(<-[Br-])<-[Br-],C28 H31 Br2 N2 Ni1 P1 Si1,0.0,Cc1cccc(C)c1N1=P(c2ccccc2)(c2ccccc2)c2cccc([Si](C)(C)C)n2->[Ni+2]<-1(<-[Br-])<-[Br-],Cc1cccc(C)c1[N-]1[P+](c2ccccc2)(c2ccccc2)c2cccc([Si](C)(C)C)n2->[Ni+2]<-1(<-[Br-])<-[Br-],Cc1cccc(C)c1[N-]1[P+](c2ccccc2)(c2ccccc2)c2cccc([Si](C)(C)C)n2->[Ni+2]<-1(<-[Br-])<-[Br-]
ALEGIH,,C36 H35 Cl2 N2 O3 Ru1,0.0,CN(C)C=O->[Ru+3]12(<-[Cl-])(<-[Cl-])<-[O-]C(Cc3cccc(CC(O->1)(c1ccccc1)c1ccccc1)n->23)(c1ccccc1)c1ccccc1,CN(C)C=O->[Ru+4]12(<-[Cl-])(<-[Cl-])<-[O-]C(Cc3cccc(CC([O-]->1)(c1ccccc1)c1ccccc1)n->23)(c1ccccc1)c1ccccc1,CN(C)C=O->[Ru+4]12(<-[Cl-])(<-[Cl-])<-[O-]C(Cc3cccc(CC([O-]->1)(c1ccccc1)c1ccccc1)n->23)(c1ccccc1)c1ccccc1
ALEZAT,CC(C)(C)c1cn2CCP(c3ccccc3)(c3ccccc3)->[Ru+2]3456(<-N)(<-[c-]2n1)<-c1c->3c->4[cH-]->5c->61,C26 H32 N3 P1 Ru1,0.0,CC(C)(C)c1cn2CCP(c3ccccc3)(c3ccccc3)->[Ru+]3456(<-N)(<-[c]2n1)<-c1c->3c->4[cH-]->5c->61,CC(C)(C)c1cn2CCP(c3ccccc3)(c3ccccc3)->[Ru+2]3456(<-N)(<-[c-]2n1)<-c1c->3c->4[cH-]->5c->61,CC(C)(C)c1cn2CCP(c3ccccc3)(c3ccccc3)->[Ru+2]3456(<-N)(<-[c-]2n1)<-c1c->3c->4[cH-]->5c->61
ALIPOB,[Cl-]->[Hg+2]<-[c-]1c(Cc2ccccn2)cccc1Cc1ccccn1,C18 H15 Cl1 Hg1 N2,0.0,[Cl-]->[Hg+2]<-[c-]1c(Cc2ccccn2)cccc1Cc1ccccn1,[Cl-]->[Hg+2]<-[c-]1c(Cc2ccccn2)cccc1Cc1ccccn1,[Cl-]->[Hg+2]<-[c-]1c(Cc2ccccn2)cccc1Cc1ccccn1
