IDs,smiles_NBO_DFT_xyz,formula_heaviest_fragment,charge,smiles_CSD_fix,smiles_huckel_CSD_xyz,smiles_huckel_DFT_xyz
ACUKOB,CC1/C=C(\[O-]->[V+5]23(<-[O-2])(<-[O-]/C(=N\N->2=1)c1ccccc1N)<-[O-]c1cccc2cccn->3c12)c1ccccc1,C26 H21 N4 O4 V1,0.0,CC1C=C([O-]->[V+5]23(<-[O-2])(<-[O-]C(=NN->2=1)c1ccccc1N)<-[O-]c1cccc2cccn->3c12)c1ccccc1,CC1C=C([O-]->[V+5]23(<-[O-2])(<-[O-]C(=NN->2=1)c1ccccc1N)<-[O-]c1cccc2cccn->3c12)c1ccccc1,CC1C=C([O-]->[V+5]23(<-[O-2])(<-[O-]C(=NN->2=1)c1ccccc1N)<-[O-]c1cccc2cccn->3c12)c1ccccc1
ACUYIJ,C[O-]->[V+3]12(<-[O-2])(<-O=C3C=CC([N+](=O)[O-])=C/C3=C/N->1=N/C(=O->2)c1c(F)c(F)c(F)c(F)c1F)<-OC,C16 H11 F5 N3 O7 V1,0.0,C[O-]->[V+5]12(<-[O-2])(<-[O-]C(=NN->1=Cc1cc([N+](=O)[O-])ccc1[O-]->2)c1c(F)c(F)c(F)c(F)c1F)<-OC,C[O-]->[V+5]12(<-[O-2])(<-[O-]C(=NN->1=Cc1cc([N+](=O)[O-])ccc1[O-]->2)c1c(F)c(F)c(F)c(F)c1F)<-OC,CO.C[O-]->[V+5]12(<-[O-2])<-[O-]C(c3c(F)c(F)c(F)c(F)c3F)=NN->1=Cc1cc([N+](=O)[O-])ccc1[O-]->2
ADEHOI,,C42 H29 N7 Rh1 1+,1.0,c1cc[c-]2->[Rh+2]34(<-[c-]5ccccc5-c5ccccn->35)(<-n3ccccc3-c2c1)<-n1cccc2cccc([N-]->4c3ccc4nnc5cccc[n+]5c4c3)c21,c1cc[c-]2->[Rh+3]34(<-[c-]5ccccc5-c5ccccn->35)(<-N(c3cccc5cccn->4c35)=c3ccc4nnc5ccccn5c-4c3)<-n3ccccc3-c2c1,c1cc[c-]2->[Rh+3]34(<-[c-]5ccccc5-c5ccccn->35)(<-N(c3cccc5cccn->4c35)=c3ccc4nnc5ccccn5c-4c3)<-n3ccccc3-c2c1
ADEZIS,CC(C)(C)P(=[N-]->[Ta+3]12345(<-[Cl-])(<-C=C->1)<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C)(C(C)(C)C)C(C)(C)C,C24 H46 Cl1 N1 P1 Ta1,0.0,CC(C)(C)P(=[N-]->[Ta+5]12345(<-[Cl-])(<-[CH2-][CH2-]->1)<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C)(C(C)(C)C)C(C)(C)C,CC(C)(C)P(=[N-]->[Ta+3]12345(<-[Cl-])(<-C=C->1)<-c1(C)c->2(C)c->3(C)[c-]->4(C)c->51C)(C(C)(C)C)C(C)(C)C,Cc1c2(C)->[Ta+3]345(<-[Cl-])(<-C=C->3)(<-[N-]=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)<-c2(C)c->4(C)[c-]->51C
ADIYOD,COP(OC)(OC)->[Ru+2](<-[Cl-])(<-[Cl-])(<-P(OC)(OC)OC)(<-P(OC)(OC)OC)<-P(OC)(OC)OC,C12 H36 Cl2 O12 P4 Ru1,0.0,COP(OC)(OC)->[Ru+2](<-[Cl-])(<-[Cl-])(<-P(OC)(OC)OC)(<-P(OC)(OC)OC)<-P(OC)(OC)OC,COP(OC)(OC)->[Ru+2](<-[Cl-])(<-[Cl-])(<-P(OC)(OC)OC)(<-P(OC)(OC)OC)<-P(OC)(OC)OC,COP(OC)(OC)->[Ru+2](<-[Cl-])(<-[Cl-])(<-P(OC)(OC)OC)(<-P(OC)(OC)OC)<-P(OC)(OC)OC
ADOLEL,Cc1cc(C)cn(->[Hg+2](<-[I-])(<-[I-])<-n2cc(C)cc(C)c2)c1,C14 H18 Hg1 I2 N2,0.0,Cc1cc(C)cn(->[Hg+2](<-[I-])(<-[I-])<-n2cc(C)cc(C)c2)c1,Cc1cc(C)cn(->[Hg+2](<-[I-])(<-[I-])<-n2cc(C)cc(C)c2)c1,Cc1cncc(C)c1.Cc1cncc(C)c1.[I-]->[Hg+2]<-[I-]
ADUROH,,C26 H18 Cl2 N2 O5 Zn1,0.0,O=C([O-]->[Zn+2]1(<-O)(<-[O-]C(=O)c2cccc(Cl)c2)<-n2cccc3ccc4cccn->1c4c32)c1cccc(Cl)c1,O=C([O-]->[Zn+2]1(<-O)(<-[O-]C(=O)c2cccc(Cl)c2)<-n2cccc3ccc4cccn->1c4c32)c1cccc(Cl)c1,O=C([O-]->[Zn+2]123(<-O)(<-O=C->1([O-]->2)c1cccc(Cl)c1)<-n1cccc2ccc4cccn->3c4c21)c1cccc(Cl)c1
AFAPUS,,C24 H18 Cd1 N4 O9 S2,0.0,O=S(=O)(OO[S+](=O)(=O)=O)[O-]->[Cd]12(<-O)(<-n3cccc4ccc5cccn->1c5c43)<-n1cccc3ccc4cccn->2c4c31,O=S(=O)([O-])OOS(=O)(=O)[O-]->[Cd+2]12(<-O)(<-n3cccc4ccc5cccn->1c5c43)<-n1cccc3ccc4cccn->2c4c31,O.O=S1(=O)OOS2(=O)=O->[Cd+2]34(<-[O-]1)(<-[O-]2)(<-n1cccc2ccc5cccn->3c5c21)<-n1cccc2ccc3cccn->4c3c21
AFIGEB,CC[CH-](C)->[Nb+5]123(<-[Cl-])(<-[C-](/C)=[C-]->1/C)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31,C23 H37 B1 Cl1 N6 Nb1,0.0,CC[CH-](C)->[Nb+3]123(<-[Cl-])(<-C(C)#C->1C)<-[n-]1c(C)cc(C)[n+]1[BH-]([n+]1c(C)cc(C)[n-]->21)[n+]1c(C)cc(C)[n-]->31,CC[CH-](C)->[Nb+3]123(<-[Cl-])(<-C(C)#C->1C)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31,CC[CH-](C)->[Nb+3]123(<-[Cl-])(<-C(C)#C->1C)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31
AFIXUJ,[Cl-]->[Pd+2](<-[Cl-])(<-[O-][n+]1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C23 H20 Cl2 N1 O1 P1 Pd1,0.0,[Cl-]->[Pd+](<-[Cl-])(<-[O-][n+]1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[Cl-]->[Pd+2](<-[Cl-])(<-[O-][n+]1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[Cl-]->[Pd+2](<-[Cl-])(<-[O-][n+]1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
AFOYOL,FC(F)(F)/C1=C/C=N(/c2ccccn2)->[Zn+2]2(<-[O-]1)<-[O-]/C(=C\C=N->2\c1ccccn1)C(F)(F)F,C18 H12 F6 N4 O2 Zn1,0.0,FC(F)(F)C1=CC=N(c2ccccn2)->[Zn+2]2(<-[O-]1)<-[O-]C(=CC=N->2c1ccccn1)C(F)(F)F,FC(F)(F)C1=CC=N(c2ccccn2)->[Zn+2]2(<-[O-]1)<-[O-]C(=CC=N->2c1ccccn1)C(F)(F)F,FC(F)(F)C1=CC=N2c3ccccn3->[Zn+2]<-234(<-[O-]1)<-[O-]C(=CC=N->3c1ccccn->41)C(F)(F)F
AFUQAT,CC1=O->[Ru+2](<-[Cl-])(<-[Cl-])(<-n2ccccc21)(<-S(C)(C)=O)<-S(C)(C)=O,C11 H19 Cl2 N1 O3 Ru1 S2,0.0,CC1=O->[Ru+2](<-[Cl-])(<-[Cl-])(<-n2ccccc21)(<-S(C)(C)=O)<-S(C)(C)=O,CC1=O->[Ru+2](<-[Cl-])(<-[Cl-])(<-n2ccccc21)(<-S(C)(C)=O)<-S(C)(C)=O,CC1[O-]->[Ru+4](<-[Cl-])(<-[Cl-])(<-[N-]2C=CC=CC=12)(<-S(C)(C)=O)<-S(C)(C)=O
AFUZIL,[O+]#[C-]->[Re+3]12(<-[C-]#[O+])(<-[C-]#[O+])<-O=[P@](c3ccccc3)(c3[cH-]ccc4cccc(=P([O-]->1)(c1ccccc1)c1ccccc1)c3-4)c1cccc[c-]->21,C37 H25 O5 P2 Re1,0.0,[O+]#[C-]->[Re+]12(<-[C-]#[O+])(<-[C-]#[O+])<-O=P(c3ccccc3)(c3ccccc3)c3cccc4cccc(P(=O->1)(c1ccccc1)c1cccc[c-]->21)c34,[O+]#[C-]->[Re+]12(<-[C-]#[O+])(<-[C-]#[O+])<-O=P(c3ccccc3)(c3ccccc3)c3cccc4cccc(P(=O->1)(c1ccccc1)c1cccc[c-]->21)c34,[O+]#[C-]->[Re+]12(<-[C-]#[O+])(<-[C-]#[O+])<-O=P(c3ccccc3)(c3ccccc3)c3cccc4cccc(P(=O->1)(c1ccccc1)c1cccc[c-]->21)c34
AGASEJ,CCC1(CC)CC(C)(C)N(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]1<-O=C[O-]->1,C23 H36 Cu1 N1 O2,0.0,CCC1(CC)CC(C)(C)N(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[O-]C=O,CCC1(CC)CC(C)(C)N(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[O-]C=O,CCC1(CC)CC(C)(C)N(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]12<-O=C->1[O-]->2
AGEWUE,CP(C)(C)->[Re+]12(<-[H][BH2-]->1[H]->2)(<-[C-]#[O+])(<-P(C)(C)C)<-P(C)(C)C,C10 H31 B1 O1 P3 Re1,0.0,CP(C)(C)->[Re+]1(<-[H][BH2-][H]->1)(<-[C-]#[O+])(<-P(C)(C)C)<-P(C)(C)C,[BH2+]->[ReH2-](<-[C-]#[O+])(<-P(C)(C)C)(<-P(C)(C)C)<-P(C)(C)C,B.CP(C)(C)->[ReH](<-[C-]#[O+])(<-P(C)(C)C)<-P(C)(C)C
AGISER,CCc1cccc(CC)c1/N1=C(\C)c23->[Fe+2]<-145(<-[Cl-])(<-[Cl-])<-N(=C(/C)c->4(cc(C(C)(C)C)c2)n->53)/c1c(CC)cccc1CC,C33 H43 Cl2 Fe1 N3,0.0,CCc1cccc(CC)c1N1=C(C)c2cc(C(C)(C)C)cc3C(C)=N(c4c(CC)cccc4CC)->[Fe+2]<-1(<-[Cl-])(<-[Cl-])<-n23,CCc1cccc(CC)c1N1=C(C)c2cc(C(C)(C)C)cc3C(C)=N(c4c(CC)cccc4CC)->[Fe+2]<-1(<-[Cl-])(<-[Cl-])<-n23,CCc1cccc(CC)c1N1=C(C)c2cc(C(C)(C)C)cc3C(C)=N(c4c(CC)cccc4CC)->[Fe+2]<-1(<-[Cl-])(<-[Cl-])<-n23
AGUBOT,C[CH2-]->[Ir+3]123(<-[CH-]=CC(C)=N->1)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31,C21 H33 B1 Ir1 N7,0.0,fail,C[CH2-]->[Ir+3]123(<-[CH-]=CC(C)=N->1)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31,C[CH2-]->[Ir+3]123(<-[CH-]=CC(C)=N->1)<-n1c(C)cc(C)n1[BH-](n1c(C)cc(C)n->21)n1c(C)cc(C)n->31
AGUXOP,Cc1cccc(C)c1[N-]1[Si](C)(C)[c-]23->[Ti+4]<-14567(<-C[N-]->4C)(<-c(c->5c->62)c->73)<-[N-](C)C,C19 H31 N3 Si1 Ti1,0.0,Cc1cccc(C)c1[N-]1[Si](C)(C)c23->[Ti+4]<-1456(<-c(c->4[cH-]->52)c->63)(<-[N-](C)C)<-[N-](C)C,Cc1cccc(C)c1[N-]1[Si](C)(C)[c-]23->[Ti+4]<-1456(<-c(c->4c->52)c->63)(<-[N-](C)C)<-[N-](C)C,Cc1cccc(C)c1[N-]1[Si](C)(C)[c-]23->[Ti+4]<-1456(<-c(c->4c->52)c->63)(<-[N-](C)C)<-[N-](C)C
AHEHIG,S=c1[nH]c2ccccc2[n-]1->[Y+3](<-[Cl-])(<-[Cl-])(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,C22 H20 Cl2 N5 S1 Y1,0.0,[Cl-]->[Y+3]1(<-[Cl-])(<-[S-]c2[nH]c3ccccc3n->12)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,[Cl-]->[Y+3]1(<-[Cl-])(<-S=c2[nH]c3ccccc3[n-]->12)(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1,S=c1[nH]c2ccccc2[n-]1->[Y+3](<-[Cl-])(<-[Cl-])(<-n1ccccc1)(<-n1ccccc1)<-n1ccccc1
AHOHUB,[Cl-]->[Pd+2]1(<-[Cl-])<-N(=N\c2ccccn->12)/c1ccccc1,C11 H9 Cl2 N3 Pd1,0.0,[Cl-]->[Pd+2]1(<-[Cl-])<-N(=Nc2ccccn->12)c1ccccc1,[Cl-]->[Pd+4]1(<-[Cl-])<-[N-](N=c2cccc[n-]->12)c1ccccc1,[Cl-]->[Pd+4]1(<-[Cl-])<-[N-](N=c2cccc[n-]->12)c1ccccc1
AHUXUY,,C37 H28 Ir1 N3 O1 S2,0.0,CC1=CC(C)=N(c2ccccc2)->[Ir+3]23(<-[O-]1)(<-[c-]1ccccc1-c1sc4ccccc4n->21)<-[c-]1ccccc1-c1sc2ccccc2n->31,CC1=CC(C)=N(c2ccccc2)->[Ir+3]23(<-[O-]1)(<-[c-]1ccccc1-c1sc4ccccc4n->21)<-[c-]1ccccc1-c1sc2ccccc2n->31,CC1=CC(C)=N(c2ccccc2)->[Ir+3]23(<-[O-]1)(<-[c-]1ccccc1-c1sc4ccccc4n->21)<-[c-]1ccccc1-c1sc2ccccc2n->31
AJENOT,CC(C)c1cccc(C(C)C)c1[N-2]->[W+6](<-[CH]C(C)(C)[C-]1[CH-][CH+][CH+][CH-][CH-]1)(<-[O-]C(C)(C)C(F)(F)F)<-[O-]C(C)(C)C(F)(F)F,C30 H41 F6 N1 O2 W1,0.0,CC(C)c1cccc(C(C)C)c1[N-2]->[W+6](<-[CH-2]C(C)(C)c1ccccc1)(<-[O-]C(C)(C)C(F)(F)F)<-[O-]C(C)(C)C(F)(F)F,CC(C)c1cccc(C(C)C)c1[N-2]->[W+4](<-[CH]C(C)(C)c1ccccc1)(<-[O-]C(C)(C)C(F)(F)F)<-[O-]C(C)(C)C(F)(F)F,CC(C)c1cccc(C(C)C)c1[N-2]->[W+4](<-[CH]C(C)(C)c1ccccc1)(<-[O-]C(C)(C)C(F)(F)F)<-[O-]C(C)(C)C(F)(F)F
AJIMOV,C[C]1O2[B-](O->[Fe+2]<-1<-2(<-[I-])(<-[C-]#[O+])(<-P(C)(C)C)<-P(C)(C)C)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C21 H22 B1 F10 Fe1 I1 O3 P2,0.0,C[C-2]1O[B-](O->[Fe+4]<-1(<-[I-])(<-[C-]#[O+])(<-P(C)(C)C)<-P(C)(C)C)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C[C]1O[B-](O->[Fe+2]<-1(<-[I-])(<-[C-]#[O+])(<-P(C)(C)C)<-P(C)(C)C)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C[C]1O[B-](O->[Fe+2]<-1(<-[I-])(<-[C-]#[O+])(<-P(C)(C)C)<-P(C)(C)C)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F
AJUVUY,CC1/C=C(/C)[O-]->[Pt+2]2(<-O=1)<-C1#SC(C)=C(C)N1c1cccc[c-]->21,C16 H17 N1 O2 Pt1 S1,0.0,fail,CC1=CC(C)=O->[Pt+2]2(<-[O-]1)<-C1#SC(C)=C(C)N1c1cccc[c-]->21,CC1=CC(C)=O->[Pt+2]2(<-[O-]1)<-C1#SC(C)=C(C)N1c1cccc[c-]->21
AKEHII,,C8 H16 Br1 Cd1 N5 O5,0.0,fail,N#CC[N+]12CCN(->[Cd+2]34(<-O)(<-[Br-])(<-O=N[O-]->3)<-O=N[O-]->4)(CC1)CC2,N#CC[N+]12CCN(CC1)CC2.O.[Br-]->[Cd+2]12(<-O=N[O-]->1)<-O=N[O-]->2
AKIZOK,,C29 H40 Cl1 Ir1 N2,0.0,Cc1cc(C)c(N(C)[C](N(C)c2c(C)cc(C)cc2C)->[Ir+]234(<-[Cl-])<-C5=C->2CCC->3=C->4CC5)c(C)c1,Cc1cc(C)c(N(C)[C](N(C)c2c(C)cc(C)cc2C)->[Ir+]234(<-[Cl-])<-C5=C->2CCC->3=C->4CC5)c(C)c1,Cc1cc(C)c(N(C)[C](N(C)c2c(C)cc(C)cc2C)->[Ir+]234(<-[Cl-])<-C5=C->2CCC->3=C->4CC5)c(C)c1
AKOVOM,CC(C)N1c2ccccc2N(C(C)C)[C]1->[Ni+2](<-[N-]=C=S)(<-[N-]=C=S)<-[C]1N(C(C)C)c2ccccc2N1C(C)C,C28 H36 N6 Ni1 S2,0.0,CC(C)N1c2ccccc2N(C(C)C)[C]1->[Ni+2](<-[N-]=C=S)(<-[N-]=C=S)<-[C]1N(C(C)C)c2ccccc2N1C(C)C,CC(C)N1c2ccccc2N(C(C)C)[C]1->[Ni+2](<-[N-]=C=S)(<-[N-]=C=S)<-[C]1N(C(C)C)c2ccccc2N1C(C)C,CC(C)N1c2ccccc2N(C(C)C)[C]1->[Ni+2](<-[N-]=C=S)(<-[N-]=C=S)<-[C]1N(C(C)C)c2ccccc2N1C(C)C
ALADEY,O=C1c2ccccc2C2/N=C3/c4ccccc4C(=O)[N-]3->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-N=21)<-n1ccccc1,C24 H13 N4 O5 Re1,0.0,O=C1c2ccccc2C2N=C3c4ccccc4C(=O)[N-]3->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-N=21)<-n1ccccc1,O=C1c2ccccc2C2=Nc3c4ccccc4c([O-])[n-]3->[Re+3](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-n3ccccc3)<-[N-]12,O=C1c2ccccc2C2=Nc3c4ccccc4c([O-])[n-]3->[Re+3](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-n3ccccc3)<-[N-]12
ALAVIS,CC(C)c1cccc(C(C)C)c1[N-]1[P+](c2ccccc2)(c2ccccc2)c2cccc(Cc3ccccc3)n2->[Ni+2]<-1(<-[Br-])<-[Br-],C36 H37 Br2 N2 Ni1 P1,0.0,CC(C)c1cccc(C(C)C)c1N1=P(c2ccccc2)(c2ccccc2)c2cccc(Cc3ccccc3)n2->[Ni+2]<-1(<-[Br-])<-[Br-],CC(C)c1cccc(C(C)C)c1[N-]1[P+](c2ccccc2)(c2ccccc2)c2cccc(Cc3ccccc3)n2->[Ni+2]<-1(<-[Br-])<-[Br-],CC(C)c1cccc(C(C)C)c1[N-]1[P+](c2ccccc2)(c2ccccc2)c2cccc(Cc3ccccc3)n2->[Ni+2]<-1(<-[Br-])<-[Br-]
ALECEZ,,C31 H30 P2 Ru1,0.0,c1ccc(P2(CCP(c3ccccc3)(c3ccccc3)->[RuH+]<-23456<-c2c->3c->4[cH-]->5c->62)c2ccccc2)cc1,c1ccc(P2(CCP(c3ccccc3)(c3ccccc3)->[RuH+]<-23456<-c2c->3c->4[cH-]->5c->62)c2ccccc2)cc1,c1ccc(P2(CCP(c3ccccc3)(c3ccccc3)->[RuH+]<-23456<-c2c->3c->4[cH-]->5c->62)c2ccccc2)cc1
ALEYUM,CC(C)(C)c1cn2CCP(c3ccccc3)(c3ccccc3)->[Ru+2]34567(<-C=C->3)(<-[c-]2n1)<-c1c->4c->5[cH-]->6c->71,C28 H33 N2 P1 Ru1,0.0,CC(C)(C)c1cn2CCP(c3ccccc3)(c3ccccc3)->[Ru+]34567(<-C=C->3)(<-[c]2n1)<-c1c->4c->5[cH-]->6c->71,CC(C)(C)c1cn2CCP(c3ccccc3)(c3ccccc3)->[Ru+2]34567(<-C=C->3)(<-[c-]2n1)<-c1c->4c->5[cH-]->6c->71,CC(C)(C)c1cn2CCP(c3ccccc3)(c3ccccc3)->[Ru+2]34567(<-C=C->3)(<-[c-]2n1)<-c1c->4c->5[cH-]->6c->71
ALIPIU,C[S@]1(=O)c2ccccc2/C=N2/[C@@H]3CCCC[C@H]3/N3=C/c4ccccc4[S@@](C)(=O)->[Ru+2]<-2<-3<-1(<-[Cl-])<-[Cl-],C22 H26 Cl2 N2 O2 Ru1 S2,0.0,CS1(=O)c2ccccc2C=N2C3CCCCC3N3=Cc4ccccc4S(C)(=O)->[Ru+2]<-2<-3<-1(<-[Cl-])<-[Cl-],CS1(=O)c2ccccc2C=N2C3CCCCC3N3=Cc4ccccc4S(C)(=O)->[Ru+2]<-2<-3<-1(<-[Cl-])<-[Cl-],CS1(=O)c2ccccc2C=N2C3CCCCC3N3=Cc4ccccc4S(C)(=O)->[Ru+2]<-2<-3<-1(<-[Cl-])<-[Cl-]
