IDs,smiles_NBO_DFT_xyz,formula_heaviest_fragment,charge,smiles_CSD_fix,smiles_huckel_CSD_xyz,smiles_huckel_DFT_xyz
ACUYUV,C[O-]->[V+3]12(<-[O-2])(<-O=C3C([N+](=O)[O-])=CC([N+](=O)[O-])=C/C3=C/N->1=N/C(=O->2)c1c(F)c(F)c(F)c(F)c1F)<-OC,C16 H10 F5 N4 O9 V1,0.0,C[O-]->[V+5]12(<-[O-2])(<-[O-]C(=NN->1=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-]->2)c1c(F)c(F)c(F)c(F)c1F)<-OC,C[O-]->[V+5]12(<-[O-2])(<-[O-]C(=NN->1=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-]->2)c1c(F)c(F)c(F)c(F)c1F)<-OC,CO.C[O-]->[V+5]12(<-[O-2])<-[O-]C(c3c(F)c(F)c(F)c(F)c3F)=NN->1=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-]->2
ADESIL,C[Si](C)(C)N1=P(Cl)(Cl)[N-]([Si](C)(C)C)->[Ta+5]<-1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-]=P(Cl)(Cl)Cl,C6 H18 Cl8 N3 P2 Si2 Ta1,0.0,fail,C[Si](C)(C)N1=P(Cl)(Cl)[N-]([Si](C)(C)C)->[Ta+5]<-1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-]=P(Cl)(Cl)Cl,C[Si](C)(C)N1=P(Cl)(Cl)[N-]([Si](C)(C)C)->[Ta+5]<-1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-]=P(Cl)(Cl)Cl
ADIFOJ,,C25 H25 N1 Ti1,0.0,CC(C)(C)N1=C2c3cccc4ccc[c-](->[Ti+3]<-2<-156789%10%11%12(<-c1c->5c->6[cH-]->7c->81)<-c1c->9c->%10[cH-]->%11c->%121)c34,CC(C)(C)N1=C2=c3cccc4c3=C(->[Ti+2]<-2<-1356789%10%11(<-c1c->3c->5[cH-]->6c->71)<-c1c->8c->9[cH-]->%10c->%111)=CC=C4,CC(C)(C)N=C1=c2cccc3c2=C(->[Ti+2]<-12456789%10(<-c1c->2c->4[cH-]->5c->61)<-c1c->7c->8[cH-]->9c->%101)=CC=C3
ADOCII,C[N+](C)(C)[BH2-][As+]([BH2-]P->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])([Si](C)(C)C)[Si](C)(C)C,C14 H33 As1 B2 N1 O5 P1 Si2 W1,0.0,C[N+](C)(C)[BH2-][As]([BH2-]P->[W+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])([Si](C)(C)C)[Si](C)(C)C,C[N+](C)(C)[BH2-][As+]([BH2-]P->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])([Si](C)(C)C)[Si](C)(C)C,C[N+](C)(C)[BH2-][As+]([BH2-]P->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])([Si](C)(C)C)[Si](C)(C)C
ADUMET,[CH3-]->[Pt+4]1(<-[CH3-])(<-[Br-])(<-[c-]2cccc(F)c2/C=N->1/Cc1ccccc1)<-[P@TB8](c1ccccc1)(c1ccccc1)c1ccccc1,C34 H32 Br1 F1 N1 P1 Pt1,0.0,[CH3-]->[Pt+4]1(<-[CH3-])(<-[Br-])(<-[c-]2cccc(F)c2C=N->1Cc1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[CH3-]->[Pt+4]1(<-[CH3-])(<-[Br-])(<-[c-]2cccc(F)c2C=N->1Cc1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[CH3-]->[Pt+4]1(<-[CH3-])(<-[Br-])(<-[c-]2cccc(F)c2C=N->1Cc1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
AFAJAT,CC(=O)[O-]->[Pd@OH14+2]12<-N3=C(/N=c4/sc(C(C)C)c(C)[n-]->14)c1ccccc1/C3=N/c1sc(C(C)C)c(C)n->21,C24 H27 N5 O2 Pd1 S2,0.0,CC(=O)[O-]->[Pd+2]12<-n3c(N=C4c5ccccc5C(=Nc5sc(C(C)C)c(C)n->15)[N-]->24)sc(C(C)C)c3C,CC(=O)[O-]->[Pd+2]12<-N3=C(N=c4sc(C(C)C)c(C)[n-]->14)c1ccccc1C3=Nc1sc(C(C)C)c(C)n->21,CC(=O)[O-]->[Pd+2]12<-N3=C(N=c4sc(C(C)C)c(C)[n-]->14)c1ccccc1C3=Nc1sc(C(C)C)c(C)n->21
AFAVUB,,C26 H20 Cd1 I2 N6,0.0,[I-]->[Cd+2]123(<-[I-])<-N(=Cc4ccccn->14)N=C(C(=NN->2=Cc1ccccn->31)c1ccccc1)c1ccccc1,[I-]->[Cd+2]123(<-[I-])<-N(=Cc4ccccn->14)N=C(C(=NN->2=Cc1ccccn->31)c1ccccc1)c1ccccc1,[I-]->[Cd+2]1(<-[I-])<-n2ccccc2C=NN=C(C(=NN=Cc2ccccn->12)c1ccccc1)c1ccccc1
AFILEG,Cc12->[Ru+2]34567(<-[O-]c8ccccc8/C=N->3/c3ccccc3)<-c1c->4(C)[c-]->5(C(=O)OCCP->6(c1ccccc1)c1ccccc1)c->72,C35 H32 N1 O3 P1 Ru1,0.0,Cc12->[Ru+2]34567(<-[O-]c8ccccc8C=N->3c3ccccc3)<-c1c->4(C(=O)OCCP->5(c1ccccc1)c1ccccc1)c->6(C)[cH-]->72,Cc12->[Ru+2]34567(<-[O-]c8ccccc8C=N->3c3ccccc3)<-c1c->4(C)[c-]->5(C(=O)OCCP->6(c1ccccc1)c1ccccc1)c->72,Cc12->[Ru+2]34567(<-[O-]c8ccccc8C=N->3c3ccccc3)<-c1c->4(C)[c-]->5(C(=O)OCCP->6(c1ccccc1)c1ccccc1)c->72
AFOMEO,,C22 H18 N4 Ni1 O5,0.0,CC1C(=O)[O-]->[Ni+2]23(<-O)(<-[O-]C(=NN->2=1)c1ccccc1O)<-n1cccc2ccc4cccn->3c4c21,CC1C(=O)[O-]->[Ni+2]23(<-O)(<-[O-]C(=NN->2=1)c1ccccc1O)<-n1cccc2ccc4cccn->3c4c21,CC1=N2->[Ni+2]3(<-[O-]C1=O)(<-[O-]C(c1ccccc1O)=N2)<-n1cccc2ccc4cccn->3c4c21.O
AFOZEA,CN1CCCC1=O->[Y+3]12345678(<-[Cl-])(<-c9(C)c->1(C)c->2(C)[c-]->3(C)c->49C)<-c1(C)c->5(C)c->6(C)[c-]->7(C)c->81C,C25 H39 Cl1 N1 O1 Y1,0.0,CN1CCCC1=O->[Y+3]12345678(<-[Cl-])(<-c9(C)c->1(C)c->2(C)[c-]->3(C)c->49C)<-c1(C)c->5(C)c->6(C)[c-]->7(C)c->81C,CN1CCCC1=O->[Y+3]12345678(<-[Cl-])(<-c9(C)c->1(C)c->2(C)[c-]->3(C)c->49C)<-c1(C)c->5(C)c->6(C)[c-]->7(C)c->81C,Cc1c(C)c2(C)->[Y+3]3456(<-[Cl-])(<-O=C7CCCN7C)(<-c7(C)c->3(C)c->4(C)[c-]->5(C)c->67C)<-[c-]2(C)c1C
AFUSAY,,C29 H36 Ag1 N6 O2 1+,1.0,N#CCCN12->[Ag+]345<-O(CCO->3c3ccccc3CN->4(CCC#N)CC1)c1ccccc1CN->5(CCC#N)CC2,N#CCCN12->[Ag+]3<-N(CCC#N)(CC1)Cc1ccccc1OCCOc1ccccc1CN->3(CCC#N)CC2,N#CCCN12->[Ag+]34<-N#CCCN(CCN(CCC#N->3)Cc3ccccc3OCCO->4c3ccccc3C1)CC2
AGAHUL,CCOC(=O)/[C-]1=C/C=[C-](/C(=O)OCC)->[Ir+3]<-12(<-[Br-])(<-[C-]#[O+])<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C37 H36 Br1 Ir1 O5 P2,0.0,CCOC(=O)[C-]1=CC=[C-](C(=O)OCC)->[Ir+3]<-12(<-[Br-])(<-[C-]#[O+])<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CCOC(=O)[C-]1=CC=[C-](C(=O)OCC)->[Ir+3]<-12(<-[Br-])(<-[C-]#[O+])<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,CCOC(=O)[C-]1=CC=[C-](C(=O)OCC)->[Ir+3]<-12(<-[Br-])(<-[C-]#[O+])<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
AGECEU,[O-2]->[Re+5]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-n2ccccc2-c2sc3ccccc3n->12,C12 H8 Cl3 N2 O1 Re1 S1,0.0,[O-2]->[Re+5]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-n2ccccc2-c2sc3ccccc3n->12,[O-2]->[Re+5]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-n2ccccc2-c2sc3ccccc3n->12,[O-2]->[Re+5]1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-n2ccccc2-c2sc3ccccc3n->12
AGIJEF,,C18 H32 P2 Zr1,0.0,fail,CC12=C->[Zr+2]<-13456789(<-[CH2-]C->3(C)=C->42)(<-c1c->5c->6[cH-]->7c->81)<-P(C)(C)CCP->9(C)C,CC12=C->[Zr+2]<-13456789(<-[CH2-]C->3(C)=C->42)(<-c1c->5c->6[cH-]->7c->81)<-P(C)(C)CCP->9(C)C
AGOGEJ,CCN(CC)[C](c1ccccc1)->[Pd@@+2](<-[Cl-])(<-[C-](=O)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C36 H35 Cl1 N1 O1 P1 Pd1,0.0,CCN(CC)[C](c1ccccc1)->[Pd+2](<-[Cl-])(<-[C-](=O)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,CCN(CC)[C](c1ccccc1)->[Pd+2](<-[Cl-])(<-[C-](=O)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,CCN(CC)[C](c1ccccc1)->[Pd+2](<-[Cl-])(<-[C-](=O)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
AGUKET,,C20 H17 N5 Pd1 S1,0.0,CC1(C)[CH2-]->[Pd+2]23<-n4ccccc4N=C4c5ccccc5C(=Nc5scc1n->25)[N-]->34,CC1(C)[CH2-]->[Pd+2]23<-N4=C(N=c5scc1[n-]->25)c1ccccc1C4=Nc1ccccn->31,CC1(C)[CH2-]->[Pd+2]23<-N4=C(N=c5scc1[n-]->25)c1ccccc1C4=Nc1ccccn->31
AHAPIJ,,C28 H26 N6 Ni1 O8,0.0,CCCc1[nH]c(C(=O)O)c2C(=O)[O-]->[Ni+2]34(<-[O-]C(=O)c5c(C(=O)O)[nH]c(CCC)n->35)(<-n12)<-n1cccc2ccc3cccn->4c3c21,CCCc1[nH]c(C(=O)O)c2C(=O)[O-]->[Ni+2]34(<-[O-]C(=O)c5c(C(=O)O)[nH]c(CCC)n->35)(<-n12)<-n1cccc2ccc3cccn->4c3c21,CCCc1[nH]c(C(=O)O)c2C(=O)[O-]->[Ni+2]34(<-[O-]C(=O)c5c(C(=O)O)[nH]c(CCC)n->35)(<-n12)<-n1cccc2ccc3cccn->4c3c21
AHETUE,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-O=C3C=Cc4ccccc4/C3=C/N->1=N/C([O-]->2)=C1C=CNC=C1,C18 H16 Mo1 N3 O5 1+,1.0,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]C(=NN->1=Cc1c([O-]->2)ccc2ccccc12)c1cc[nH+]cc1,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-O=C3C=Cc4ccccc4C3=CN->1=NC([O-]->2)=C1C=CNC=C1,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-O=C3C=Cc4ccccc4C3=CN->1=NC([O-]->2)=C1C=CNC=C1
AHUCAI,CN12->[Mn+3]345(<-[O-][O-]->3)<-N(C)(CCC1)CCN->4(C)CCN->5(C)CC2,C13 H30 Mn1 N4 O2 1+,1.0,CN12->[Mn+3]345(<-[O-][O-]->3)<-N(C)(CCC1)CCN->4(C)CCN->5(C)CC2,CN12->[Mn+3]345(<-[O-][O-]->3)<-N(C)(CCC1)CCN->4(C)CCN->5(C)CC2,CN12->[Mn+3]345(<-[O-][O-]->3)<-N(C)(CCC1)CCN->4(C)CCN->5(C)CC2
AJEBAS,CC1=CC(C)=N(->[Pt+2](<-[Cl-])(<-[Cl-])<-S(C)(C)=O)CCN1,C9 H18 Cl2 N2 O1 Pt1 S1,0.0,CC1=CC(C)=N(->[Pt+2](<-[Cl-])(<-[Cl-])<-S(C)(C)=O)CCN1,CC1=CC(C)=N(->[Pt+2](<-[Cl-])(<-[Cl-])<-S(C)(C)=O)CCN1,CC1=CC(C)=N(->[Pt+2](<-[Cl-])(<-[Cl-])<-S(C)(C)=O)CCN1
AJIBIE,,C43 H35 Ir1 N1 O2 P2 1+,1.0,fail,O=[C-]1c2ccccc2P(c2ccccc2)(c2ccccc2)->[IrH+2]<-12(<-[C](O)c1ccccc1P->2(c1ccccc1)c1ccccc1)<-n1ccccc1,O=[C-]1c2ccccc2P(c2ccccc2)(c2ccccc2)->[IrH+2]<-12(<-[C](O)c1ccccc1P->2(c1ccccc1)c1ccccc1)<-n1ccccc1
AJOCIM,,C28 H20 Cd1 N4 O5,0.0,O=C([O-])C=CC(=O)[O-]->[Cd+2]12(<-O)(<-n3cccc4ccc5cccn->1c5c43)<-n1cccc3ccc4cccn->2c4c31,O=C([O-])C=CC(=O)[O-]->[Cd+2]12(<-O)(<-n3cccc4ccc5cccn->1c5c43)<-n1cccc3ccc4cccn->2c4c31,O=C1C=CC(=O)[O-]->[Cd]23(<-O)(<-N4=c5c(ccc6c5=[N+]->2=CC=C6)C=CC4O1)<-n1cccc2ccc4cccn->3c4c21
AJUYAH,Fc1cc(F)[c-]2->[Ir+3]34(<-O=C([O-]->3)c3ccccc3)(<-[c-]3c(F)cc(F)cc3-c3oc5ccccc5n->43)<-n3c(-c2c1)oc1ccccc13,C33 H17 F4 Ir1 N2 O4,0.0,fail,Fc1cc(F)[c-]2->[Ir+3]345(<-O=C->3([O-]->4)c3ccccc3)(<-[c-]3c(F)cc(F)cc3-c3oc4ccccc4n->53)<-n3c(-c2c1)oc1ccccc13,Fc1cc(F)[c-]2->[Ir+3]345(<-O=C->3([O-]->4)c3ccccc3)(<-[c-]3c(F)cc(F)cc3-c3oc4ccccc4n->53)<-n3c(-c2c1)oc1ccccc13
AKEROX,Cc1ccc2cccc3[NH-]->[Re+5](<-[O-2])(<-[Cl-])(<-[Cl-])(<-O=P(c4ccccc4)(c4ccccc4)c4ccccc4)<-n1c32,C28 H24 Cl2 N2 O2 P1 Re1,0.0,Cc1ccc2cccc3[NH-]->[Re+5](<-[O-2])(<-[Cl-])(<-[Cl-])(<-O=P(c4ccccc4)(c4ccccc4)c4ccccc4)<-n1c32,Cc1ccc2cccc3[NH-]->[Re+5](<-[O-2])(<-[Cl-])(<-[Cl-])(<-O=P(c4ccccc4)(c4ccccc4)c4ccccc4)<-n1c32,Cc1ccc2cccc3[NH-]->[Re+5](<-[O-2])(<-[Cl-])(<-[Cl-])(<-O=P(c4ccccc4)(c4ccccc4)c4ccccc4)<-n1c32
AKONEU,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,C29 H36 Cu1 F6 N3 O4 S2,0.0,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]1<-O=S(=O)([N-]->1S(=O)(=O)C(F)(F)F)C(F)(F)F
AKUJEW,C[Si](C)(C)N(/C1=N(\C2CCCCC2)->[Y+3]23456789(<-c%10c->2c->3[cH-]->4c->5%10)(<-c2c->6c->7[cH-]->8c->92)<-[N-]1C1CCCCC1)c1ccccc1,C32 H46 N3 Si1 Y1,0.0,C[Si](C)(C)N(C1=N(C2CCCCC2)->[Y+3]23456789(<-c%10c->2c->3[cH-]->4c->5%10)(<-c2c->6c->7[cH-]->8c->92)<-[N-]1C1CCCCC1)c1ccccc1,C[Si](C)(C)N(C1=N(C2CCCCC2)->[Y+3]23456789(<-c%10c->2c->3[cH-]->4c->5%10)(<-c2c->6c->7[cH-]->8c->92)<-[N-]1C1CCCCC1)c1ccccc1,C[Si](C)(C)N(C1=N(C2CCCCC2)->[Y+3]23456789(<-c%10c->2c->3[cH-]->4c->5%10)(<-c2c->6c->7[cH-]->8c->92)<-[N-]1C1CCCCC1)c1ccccc1
ALADUO,Cn1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N3=C(/N=C4/c5ccccc5C(=O)[N-]->24)c2ccccc2C3=O)c1,C23 H14 N5 O5 Re1,0.0,Cn1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N3=C(N=C4c5ccccc5C(=O)[N-]->24)c2ccccc2C3=O)c1,Cn1ccn(->[Re+3]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[N-]3C(=O)c4ccccc4C3=Nc3c4ccccc4c([O-])[n-]->23)c1,Cn1ccn(->[Re+3]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[N-]3C(=O)c4ccccc4C3=Nc3c4ccccc4c([O-])[n-]->23)c1
ALAWAM,CS(C)=O->[Ru+2]1(<-[Cl-])(<-n2ccccc2-c2ccccn->12)(<-S(C)(C)=O)<-S(C)(C)=O,C16 H26 Cl1 N2 O3 Ru1 S3 1+,1.0,CS(C)=O->[Ru+2]1(<-[Cl-])(<-n2ccccc2-c2ccccn->12)(<-S(C)(C)=O)<-S(C)(C)=O,CS(C)=O->[Ru+2]1(<-[Cl-])(<-n2ccccc2-c2ccccn->12)(<-S(C)(C)=O)<-S(C)(C)=O,CS(C)=O->[Ru+2]1(<-[Cl-])(<-n2ccccc2-c2ccccn->12)(<-S(C)(C)=O)<-S(C)(C)=O
ALEMUB,,C20 H31 Ir1 N2 O1,0.0,CC(C)CC1C[O-]->[Ir+]2345(<-C6=C->2CCC->3=C->4CC6)<-n2ccccc2CN->51,CC(C)CC1C[O-]->[Ir+]2345(<-C6=C->2CCC->3=C->4CC6)<-n2ccccc2CN->51,CC(C)CC1C[O-]->[Ir+]2345(<-C6=C->2CCC->3=C->4CC6)<-n2ccccc2CN->51
ALILAI,[O-2]->[Mo+4]123(<-[O-]c4ccccc4/C=N->1/N=C(/N/N=C/c1ccccc1O)[S-]->2)<-n1cccc2ccc4cccn->3c4c21,C27 H20 Mo1 N6 O3 S1,0.0,[O-2]->[Mo+4]123(<-[O-]c4ccccc4C=N->1N=C(NN=Cc1ccccc1O)[S-]->2)<-n1cccc2ccc4cccn->3c4c21,[O-2]->[Mo+4]123(<-[O-]c4ccccc4C=N->1N=C(NN=Cc1ccccc1O)[S-]->2)<-n1cccc2ccc4cccn->3c4c21,[O-2]->[Mo+4]123(<-[O-]c4ccccc4C=N->1N=C(NN=Cc1ccccc1O)[S-]->2)<-n1cccc2ccc4cccn->3c4c21
ALIPUI,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[Mn+]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-N(=O)[O-])<-n23)C(C)C,C19 H31 Mn1 N2 O6 P2,0.0,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[Mn-]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-n23)<-[N+](=O)=O)C(C)C,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[Mn+]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-N(=O)[O-])<-n23)C(C)C,CC(C)P1(Oc2cccc3OP(C(C)C)(C(C)C)->[Mn+]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-N(=O)[O-])<-n23)C(C)C
