IDs,smiles_NBO_DFT_xyz,formula_heaviest_fragment,charge,smiles_CSD_fix,smiles_huckel_CSD_xyz,smiles_huckel_DFT_xyz
ACUYUU,CC(C)c1cccc(C(C)C)c1-c1[c-](->[Cu+]<-[Cl-])n(-c2c(C(C)C)cccc2C(C)C)n[n+]1C,C27 H37 Cl1 Cu1 N3,0.0,CC(C)c1cccc(C(C)C)c1-c1[c](->[Cu]<-[Cl-])n(-c2c(C(C)C)cccc2C(C)C)n[n+]1C,CC(C)c1cccc(C(C)C)c1-c1[c-](->[Cu+]<-[Cl-])n(-c2c(C(C)C)cccc2C(C)C)n[n+]1C,CC(C)c1cccc(C(C)C)c1-c1[c-](->[Cu+]<-[Cl-])n(-c2c(C(C)C)cccc2C(C)C)n[n+]1C
ADEQUX,[Cl-]->[Cd+2]1(<-[Cl-])<-n2c(-c3cccc(-c4n(-c5ccccc5)c5ccccc5n->14)n3)n(-c1ccccc1)c1ccccc12,C31 H21 Cd1 Cl2 N5,0.0,[Cl-]->[Cd+2]12(<-[Cl-])<-n3c(-c4n(-c5ccccc5)c5ccccc5n->14)cccc3-c1n(-c3ccccc3)c3ccccc3n->21,[Cl-]->[Cd+2]12(<-[Cl-])<-n3c(-c4n(-c5ccccc5)c5ccccc5n->14)cccc3-c1n(-c3ccccc3)c3ccccc3n->21,[Cl-]->[Cd+2]12(<-[Cl-])<-n3c(-c4n(-c5ccccc5)c5ccccc5n->14)cccc3-c1n(-c3ccccc3)c3ccccc3n->21
ADIBUL,O=P(CN1c2ccccn2->[Pt+2](<-[Cl-])(<-[Cl-])<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C30 H26 Cl2 N2 O1 P2 Pt1,0.0,O=P(CN1c2ccccn2->[Pt+2](<-[Cl-])(<-[Cl-])<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,O=P(CN1c2ccccn2->[Pt+2](<-[Cl-])(<-[Cl-])<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,O=P(CN1c2ccccn2->[Pt+2](<-[Cl-])(<-[Cl-])<-P1(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
ADOCAA,C[N+](C)(C)[BH2-][P+]([BH2-]P->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])([Si](C)(C)C)[Si](C)(C)C,C14 H33 B2 N1 O5 P2 Si2 W1,0.0,C[N+](C)(C)[BH2-][P]([BH2-]P->[W+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])([Si](C)(C)C)[Si](C)(C)C,C[N+](C)(C)[BH2-][P+]([BH2-]P->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])([Si](C)(C)C)[Si](C)(C)C,C[N+](C)(C)[BH2-][P+]([BH2-]P->[W](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+])([Si](C)(C)C)[Si](C)(C)C
ADUMAP,[CH3-]->[Pt+4]1(<-[CH3-])(<-[F-])(<-[c-]2c(F)c(F)c(F)c(F)c2/C=N->1/Cc1ccc(Br)cc1)<-[P@TB8](c1ccccc1)(c1ccccc1)c1ccccc1,C34 H28 Br1 F5 N1 P1 Pt1,0.0,[CH3-]->[Pt+4]1(<-[CH3-])(<-[F-])(<-[c-]2c(F)c(F)c(F)c(F)c2C=N->1Cc1ccc(Br)cc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[CH3-]->[Pt+4]1(<-[CH3-])(<-[F-])(<-[c-]2c(F)c(F)c(F)c(F)c2C=N->1Cc1ccc(Br)cc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[CH3-]->[Pt+4]1(<-[CH3-])(<-[F-])(<-[c-]2c(F)c(F)c(F)c(F)c2C=N->1Cc1ccc(Br)cc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
ADUZUU,COc1cccc2[O-]->[Ir+3]3456(<-[C](Cc7ccccc7)OC)(<-c7(C)c->3(C)c->4(C)[c-]->5(C)c->67C)<-P(c3ccccc3)(c3ccccc3)c12,C38 H41 Ir1 O3 P1 1+,1.0,COc1cccc2[O-]->[Ir+5]3456(<-[C-2](Cc7ccccc7)OC)(<-c7(C)c->3(C)c->4(C)[c-]->5(C)c->67C)<-P(c3ccccc3)(c3ccccc3)c12,COc1cccc2[O-]->[Ir+3]3456(<-[C](Cc7ccccc7)OC)(<-c7(C)c->3(C)c->4(C)[c-]->5(C)c->67C)<-P(c3ccccc3)(c3ccccc3)c12,COc1cccc2[O-]->[Ir+3]3456(<-[C](Cc7ccccc7)OC)(<-c7(C)c->3(C)c->4(C)[c-]->5(C)c->67C)<-P(c3ccccc3)(c3ccccc3)c12
AFAVOV,[Br-]->[Cd@OH14+2]1(<-[Br-])<-n2ccccc2/C=N/N=C(C(=N/N=C/c2ccccn->12)\c1ccccc1)/c1ccccc1,C26 H20 Br2 Cd1 N6,0.0,[Br-]->[Cd+2]123(<-[Br-])<-N(=Cc4ccccn->14)N=C(C(=NN->2=Cc1ccccn->31)c1ccccc1)c1ccccc1,[Br-]->[Cd+2]123(<-[Br-])<-N(=Cc4ccccn->14)N=C(C(=NN->2=Cc1ccccn->31)c1ccccc1)c1ccccc1,[Br-]->[Cd+2]1(<-[Br-])<-n2ccccc2C=NN=C(C(=NN=Cc2ccccn->12)c1ccccc1)c1ccccc1
AFIGOL,CCCC[C@@]1([CH-][O-])CCC=C2C3->[Mo+4]456(<-[C-]#[O+])(<-[C-]#[O+])(<-C=3[CH-]->4O[C@@H]21)<-n1cccn1[BH-](n1cccn->51)n1cccn->61,C25 H29 B1 Mo1 N6 O4,0.0,fail,CCCCC1(C=O)CCC=C2C1OC1->[Mo]345(<-[C-]#[O+])(<-[C-]#[O+])(<-C=1[CH+]->32)<-n1cccn1[BH-](n1cccn->41)n1cccn->51,CCCCC1(C=O)CCC=C2C1OC1->[Mo]345(<-[C-]#[O+])(<-[C-]#[O+])(<-C=1[CH+]->32)<-n1cccn1[BH-](n1cccn->41)n1cccn->51
AFOMAK,,C20 H18 N4 Ni1 O5,0.0,CC1C(=O)[O-]->[Ni+2]23(<-O)(<-[O-]C(=NN->2=1)c1ccccc1O)<-n1ccccc1-c1ccccn->31,CC1C(=O)[O-]->[Ni+2]23(<-O)(<-[O-]C(=NN->2=1)c1ccccc1O)<-n1ccccc1-c1ccccn->31,CC1=N2->[Ni+2]3(<-[O-]C1=O)(<-[O-]C(c1ccccc1O)=N2)<-n1ccccc1-c1ccccn->31.O
AFOZAY,O=C(/C=C\[N-](c1cccc2cccnc12)->[Ni@OH2+2]12<-[O-]/C(=C\C=N->1\c1cccc3cccn->2c13)C(F)(F)F)C(F)(F)F,C26 H16 F6 N4 Ni1 O2,0.0,FC(F)(F)C1=CC=N2c3cccc4cccn(->[Ni+2]<-256(<-[O-]1)<-[O-]C(=CC=N->5c1cccc2cccn->6c12)C(F)(F)F)c34,FC(F)(F)C1=CC=N2c3cccc4cccn(->[Ni+2]<-256(<-[O-]1)<-[O-]C(=CC=N->5c1cccc2cccn->6c12)C(F)(F)F)c34,FC(F)(F)C1=CC=N2c3cccc4cccn(->[Ni+2]<-256(<-[O-]1)<-[O-]C(=CC=N->5c1cccc2cccn->6c12)C(F)(F)F)c34
AFURIF,N#CCCN1CCN(CCC#N)Cc2ccccc2OCCOc2ccccc2CN(CCC#N->[Ag+])CC1,C29 H36 Ag1 N6 O2 1+,1.0,N#CCCN12->[Ag+]345<-O(CCO->3c3ccccc3CN->4(CCC#N)CC1)c1ccccc1CN->5(CCC#N)CC2,N#CCCN12->[Ag+]3<-N(CCC#N)(CC1)Cc1ccccc1OCCOc1ccccc1CN->3(CCC#N)CC2,N#CCCN12->[Ag+]3456<-N#CCCN->3(CC1)Cc1ccccc1O->4CCO->5c1ccccc1CN->6(CCC#N)CC2
AGACAP,,C37 H12 Au1 Br8 F15 N4 S3,0.0,FS(F)(F)(F)(F)c1ccc(-c2c3n4->[Au+3]56<-[n-]7c2c(Br)c(Br)c7c(-c2ccc(S(F)(F)(F)(F)F)cc2)c2c(Br)c(Br)c(c(-c7ccc(S(F)(F)(F)(F)F)cc7)c7c(Br)c(Br)c(c4C(Br)=C3Br)[n-]->57)[n-]->62)cc1,FS(F)(F)(F)(F)c1ccc(-c2c3n4->[Au+3]56<-[n-]7c2c(Br)c(Br)c7c(-c2ccc(S(F)(F)(F)(F)F)cc2)c2c(Br)c(Br)c(c(-c7ccc(S(F)(F)(F)(F)F)cc7)c7c(Br)c(Br)c(c4C(Br)=C3Br)[n-]->57)[n-]->62)cc1,FS(F)(F)(F)(F)c1ccc(-c2c3n4->[Au+3]56<-[n-]7c2c(Br)c(Br)c7c(-c2ccc(S(F)(F)(F)(F)F)cc2)c2c(Br)c(Br)c(c(-c7ccc(S(F)(F)(F)(F)F)cc7)c7c(Br)c(Br)c(c4C(Br)=C3Br)[n-]->57)[n-]->62)cc1
AGAZOA,Cc1cccc(C)c1[O-]->[Ti+2]1234567(<-[O-]c8c(C)cccc8C)<-C8(C)=C->1(C)C->21=C->3(C)C->4(C)=C->5(C)C->61=C->78C,C30 H36 O2 Ti1,0.0,Cc1cccc(C)c1[O-]->[Ti+2]1234567(<-[O-]c8c(C)cccc8C)<-C8(C)=C->1(C)C->21=C->3(C)C->4(C)=C->5(C)C->61=C->78C,Cc1cccc(C)c1[O-]->[Ti+2]1234567(<-[O-]c8c(C)cccc8C)<-C8(C)=C->1(C)C->21=C->3(C)C->4(C)=C->5(C)C->61=C->78C,Cc1cccc(C)c1[O-]->[Ti+4]12345(<-[O-]c6c(C)cccc6C)<-c6(C)c->17c(C)c(C)[c-]->2(C)c->37c->4(C)[c-]->56C
AGICAU,COc1ccc(/N2=C3\C=CC=C\C3=N3/N=c4/nccc[n-]4->[Pd@OH23+2]<-3<-2<-[Cl-])cc1,C17 H14 Cl1 N5 O1 Pd1,0.0,COc1ccc([N-]2c3ccccc3N3=Nc4ncccn4->[Pd+2]<-3<-2<-[Cl-])cc1,COc1ccc(N2=C3C=CC=CC3=N3N=c4nccc[n-]4->[Pd+2]<-3<-2<-[Cl-])cc1,COc1ccc(N2=C3C=CC=CC3=N3N=c4nccc[n-]4->[Pd+2]<-3<-2<-[Cl-])cc1
AGIZIA,,C18 H18 Cd1 O16,0.0,O=C(O)c1cccc(C(=O)O)c1C(=O)[O-]->[Cd+2](<-O)(<-O)(<-O)(<-O)<-[O-]C(=O)c1c(C(=O)O)cccc1C(=O)O,O=C(O)c1cccc(C(=O)O)c1C(=O)[O-]->[Cd+2](<-O)(<-O)(<-O)(<-O)<-[O-]C(=O)c1c(C(=O)O)cccc1C(=O)O,O.O.O=C(O)c1cccc(C(=O)O)c1C12->[Cd+2]34(<-O)(<-O)(<-O=1)(<-O=C->3(c1c(C(=O)O)cccc1C(=O)O)[O-]->4)<-[O-]2
AGUKAP,,C20 H17 N5 Pd1 Se1,0.0,CC1(C)[CH2-]->[Pd+2]23<-n4ccccc4N=C4c5ccccc5C(=Nc5[se]cc1n->25)[N-]->34,CC1(C)[CH2-]->[Pd+2]23<-n4ccccc4N=C4c5ccccc5C(=Nc5[se]cc1n->25)[N-]->34,CC1(C)[CH2-]->[Pd+2]23<-n4ccccc4N=C4c5ccccc5C(=Nc5[se]cc1n->25)[N-]->34
AHADIW,,C31 H32 Cl3 N1 O3 P2 Ru1,0.0,CC1(C)OC2CP(c3ccccc3)(c3ccccc3)->[Ru+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[N-]=O)<-P(CC2O1)(c1ccccc1)c1ccccc1,CC1(C)OC2CP(c3ccccc3)(c3ccccc3)->[Ru+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[N-]=O)<-P(CC2O1)(c1ccccc1)c1ccccc1,CC1(C)OC2CP(c3ccccc3)(c3ccccc3)->[Ru+4](<-[Cl-])(<-[Cl-])(<-[Cl-])(<-[N-]=O)<-P(CC2O1)(c1ccccc1)c1ccccc1
AHETOY,[O-2]->[Mo+6]12(<-[O-2])(<-O)<-O=C3C=Cc4ccccc4/C3=C/N->1=N/C([O-]->2)=C1C=CNC=C1,C17 H14 Mo1 N3 O5 1+,1.0,[O-2]->[Mo+6]12(<-[O-2])(<-O)<-[O-]C(=NN->1=Cc1c([O-]->2)ccc2ccccc12)c1cc[nH+]cc1,[O-2]->[Mo+6]12(<-[O-2])(<-O)<-O=C3C=Cc4ccccc4C3=CN->1=NC([O-]->2)=C1C=CNC=C1,O.[O-2]->[Mo+6]12(<-[O-2])<-O=C3C=Cc4ccccc4C3=CN->1=NC(=C1C=CNC=C1)[O-]->2
AHOQOE,C(=N/CC[S-]->[Hg+2]<-[S-]CC/N=C/c1ccc[nH]1)\c1ccc[nH]1,C14 H18 Hg1 N4 S2,0.0,C(c1ccc[nH]1)=N1CC[S-]->[Hg+2]<-12<-[S-]CCN->2=Cc1ccc[nH]1,C(=NCC[S-]->[Hg+2]<-[S-]CCN=Cc1ccc[nH]1)c1ccc[nH]1,C(=NCC[S-]->[Hg+2]<-[S-]CCN=Cc1ccc[nH]1)c1ccc[nH]1
AJAWAK,,C42 H35 N3 P1 Pt1 1+,1.0,CN(C)c1ccc(-c2cc3-c4cccc[c-]4->[Pt+2]4(<-n5ccccc5-c(c2)n->43)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)c1ccc(-c2cc3-c4cccc[c-]4->[Pt+2]4(<-n5ccccc5-c(c2)n->43)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)c1ccc(-c2cc3-c4cccc[c-]4->[Pt+2]4(<-n5ccccc5-c(c2)n->43)<-P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1
AJEZUK,,C38 H30 Cl1 Ir1 O2 P2,0.0,fail,O=[C-]1c2ccccc2P(c2ccccc2)(c2ccccc2)->[IrH+2]<-12(<-[Cl-])<-[C](O)c1ccccc1P->2(c1ccccc1)c1ccccc1,O=[C-]1c2ccccc2P(c2ccccc2)(c2ccccc2)->[IrH+2]<-12(<-[Cl-])<-[C](O)c1ccccc1P->2(c1ccccc1)c1ccccc1
AJIZAW,C/C1c2ccccn2->[Ni+2]234(<-[O-]/C(c5ccncc5)=N->2\N->3=C(/C)c2ccccn->42)<-N=1\NC(=O)c1ccncc1,C26 H23 N8 Ni1 O2 1+,1.0,CC1c2ccccn2->[Ni+2]234(<-O=C(NN->2=C(C)c2ccccn->32)c2ccncc2)<-[O-]C(=NN->4=1)c1ccncc1,CC1c2ccccn2->[Ni+2]234(<-O=C(NN->2=C(C)c2ccccn->32)c2ccncc2)<-[O-]C(=NN->4=1)c1ccncc1,CC1c2ccccn2->[Ni+2]234(<-O=C(NN->2=C(C)c2ccccn->32)c2ccncc2)<-[O-]C(=NN->4=1)c1ccncc1
AJUWEJ,COc1ccc2N3C(C)=C(C)S#C3->[Pt@OH3+2]3(<-O=C(C)/C=C(/C)[O-]->3)<-[c-]2c1,C17 H19 N1 O3 Pt1 S1,0.0,fail,COc1ccc2N3C(C)=C(C)S#C3->[Pt+2]3(<-O=C(C)C=C(C)[O-]->3)<-[c-]2c1,COc1ccc2N3C(C)=C(C)S#C3->[Pt+2]3(<-O=C(C)C=C(C)[O-]->3)<-[c-]2c1
AKENAF,CC(C)/N1=C2/c3ccccn3->[Fe+2]<-2<-134(<-[N-]=C=S)(<-[N-]=C=S)<-C(/c1ccccn->31)=N->4\C(C)C,C20 H24 Fe1 N6 S2,0.0,CC(C)N1=Cc2ccccn2->[Fe+2]<-12(<-[N-]=C=S)(<-[N-]=C=S)<-N(=Cc1ccccn->21)C(C)C,CC(C)N1=Cc2ccccn2->[Fe+2]<-12(<-[N-]=C=S)(<-[N-]=C=S)<-N(=Cc1ccccn->21)C(C)C,CC(C)N1=Cc2ccccn2->[Fe+2]<-12(<-[N-]=C=S)(<-[N-]=C=S)<-N(=Cc1ccccn->21)C(C)C
AKOBIM,CC(C)c1cccc(C(C)C)c1N(C)[C](N(C)c1c(C(C)C)cccc1C(C)C)->[Ir+](<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+],C29 H40 Cl1 Ir1 N2 O2,0.0,CC(C)c1cccc(C(C)C)c1N(C)[C](N(C)c1c(C(C)C)cccc1C(C)C)->[Ir+](<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+],CC(C)c1cccc(C(C)C)c1N(C)[C](N(C)c1c(C(C)C)cccc1C(C)C)->[Ir+](<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+],CC(C)c1cccc(C(C)C)c1N(C)[C](N(C)c1c(C(C)C)cccc1C(C)C)->[Ir+](<-[Cl-])(<-[C-]#[O+])<-[C-]#[O+]
AKUGIX,CC1=O->[Pt@@+2](<-[O-]1)(<-P([O-])(C(C)(C)C)C(C)(C)C)<-P(O)(C(C)(C)C)C(C)(C)C,C18 H40 O4 P2 Pt1,0.0,fail,CC(C)(C)P([O-])(C(C)(C)C)->[Pt+2]12(<-O=C->1(C)[O-]->2)<-P(O)(C(C)(C)C)C(C)(C)C,CC(C)(C)P([O-])(C(C)(C)C)->[Pt+2]12(<-O=C->1(C)[O-]->2)<-P(O)(C(C)(C)C)C(C)(C)C
ALADOI,[H]/N=C1\c2ccccc2C2/N=C3/c4ccccc4C(=O)[N-]3->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-N=21)<-n1ccn(C)c1,C23 H15 N6 O4 Re1,0.0,Cn1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N3=C(N=C4c5ccccc5C(=O)[N-]->24)c2ccccc2C3=N)c1,Cn1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N3=C(N=C4c5ccccc5C(=N)[N-]->24)c2ccccc2C3=O)c1,Cn1ccn(->[Re+]2(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-N3=C(N=C4c5ccccc5C(=N)[N-]->24)c2ccccc2C3=O)c1
ALAVUF,CS(C)(=O)->[Ru+2]1(<-O)(<-[Cl-])(<-n2ccccc2-c2ccccn->12)<-S(C)(C)=O,C14 H22 Cl1 N2 O3 Ru1 S2 1+,1.0,CS(C)(=O)->[Ru+2]1(<-O)(<-[Cl-])(<-n2ccccc2-c2ccccn->12)<-S(C)(C)=O,CS(C)(=O)->[Ru+2]1(<-O)(<-[Cl-])(<-n2ccccc2-c2ccccn->12)<-S(C)(C)=O,CS(C)(=O)->[Ru+2]1(<-O)(<-[Cl-])(<-n2ccccc2-c2ccccn->12)<-S(C)(C)=O
ALEHOO,,C20 H8 Cl2 N3 O6 Os1 1-,-1.0,[N-3]->[Os+6]123<-[O-]C4=C(C(=O)[N-]->1c1cc(Cl)c(Cl)cc1[N-]->2C(=O)c1ccccc1[O-]->3)C(=O)C=CC4=O,[N-3]->[Os+8]123<-[O-]c4ccccc4C(=O)[N-]->1c1cc(Cl)c(Cl)cc1[N-]->2C(=O)c1c([O-])ccc([O-])c1[O-]->3,[N-3]->[Os+8]123<-[O-]c4ccccc4C(=O)[N-]->1c1cc(Cl)c(Cl)cc1[N-]->2C(=O)c1c([O-])ccc([O-])c1[O-]->3
ALIBEC,Cc1c(C)[n-]2->[Re+](<-O)(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-S=C(N)n2c1=O,C9 H10 N3 O5 Re1 S1,0.0,Cc1c(C)[n-]2->[Re+](<-O)(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-S=C(N)n2c1=O,Cc1c(C)[n-]2->[Re+](<-O)(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-S=C(N)n2c1=O,Cc1c(C)[n-]2->[Re+](<-O)(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-S=C(N)n2c1=O
