IDs,smiles_NBO_DFT_xyz,formula_heaviest_fragment,charge,smiles_CSD_fix,smiles_huckel_CSD_xyz,smiles_huckel_DFT_xyz
AHUSOL,O=C1[O-]->[Ru+2]23(<-[O-]C(=O)C14CCC4)(<-N(=N\c1ccccn->21)/c1ccccc1)<-N(=N\c1ccccn->31)/c1ccccc1,C28 H24 N6 O4 Ru1,0.0,O=C1[O-]->[Ru+2]23(<-[O-]C(=O)C14CCC4)(<-N(=Nc1ccccn->21)c1ccccc1)<-N(=Nc1ccccn->31)c1ccccc1,O=C1[O-]->[Ru+6]23(<-[O-]C(=O)C14CCC4)(<-[N-](N=c1cccc[n-]->21)c1ccccc1)<-[N-](N=c1cccc[n-]->31)c1ccccc1,O=C1[O-]->[Ru+6]23(<-[O-]C(=O)C14CCC4)(<-[N-](N=c1cccc[n-]->21)c1ccccc1)<-[N-](N=c1cccc[n-]->31)c1ccccc1
AJENIN,,C25 H39 F6 N1 O2 W1,0.0,CC(C)c1cccc(C(C)C)c1[N-2]->[W+6](<-[CH-2]C(C)(C)C)(<-[O-]C(C)(C)C(F)(F)F)<-[O-]C(C)(C)C(F)(F)F,CC(C)c1cccc(C(C)C)c1[N-2]->[W+4](<-[CH]C(C)(C)C)(<-[O-]C(C)(C)C(F)(F)F)<-[O-]C(C)(C)C(F)(F)F,CC(C)c1cccc(C(C)C)c1[N-2]->[W+4](<-[CH]C(C)(C)C)(<-[O-]C(C)(C)C(F)(F)F)<-[O-]C(C)(C)C(F)(F)F
AJIKUZ,CCOC1/N=C(\[O-]->[Ni@SP1+2]23<-[O-]/C(=N\C(OCC)=N->2\CC/N->3=1)c1ccccc1)c1ccccc1,C22 H24 N4 Ni1 O4,0.0,fail,CCOC1N=C([O-]->[Ni+2]23<-[O-]C(=NC(OCC)=N->2CCN->3=1)c1ccccc1)c1ccccc1,CCOC1N=C([O-]->[Ni+2]23<-[O-]C(=NC(OCC)=N->2CCN->3=1)c1ccccc1)c1ccccc1
AJUVAE,,C5 H6 Cl7 Ru1 Si2 1-,-1.0,Cl[Si-](Cl)(Cl)->[RuH+3]1234(<-[Cl-])(<-c5c->1c->2[cH-]->3c->45)<-[Si-](Cl)(Cl)Cl,Cl[Si-](Cl)(Cl)->[RuH+3]1234(<-[Cl-])(<-c5c->1c->2[cH-]->3c->45)<-[Si-](Cl)(Cl)Cl,Cl[Si-](Cl)(Cl)->[RuH+3]1234(<-[Cl-])(<-c5c->1c->2[cH-]->3c->45)<-[Si-](Cl)(Cl)Cl
AKEGUS,C=[C]->[Ru+2]12345(<-c6(C)c->1(C)c->2(C)[c-]->3(C)c->46C)<-P(CCP->5(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C38 H41 P2 Ru1 1+,1.0,C=[C-2]->[Ru+4]12345(<-c6(C)c->1(C)c->2(C)[c-]->3(C)c->46C)<-P(CCP->5(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C=[C]->[Ru+2]12345(<-c6(C)c->1(C)c->2(C)[c-]->3(C)c->46C)<-P(CCP->5(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,C=[C]->[Ru+2]12345(<-c6(C)c->1(C)c->2(C)[c-]->3(C)c->46C)<-P(CCP->5(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1
AKIVOF,,C37 H30 Cl1 Ir1 O1 P2,0.0,[O+]#[C-]->[IrH+2]1(<-[Cl-])(<-[c-]2ccccc2P->1(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[O+]#[C-]->[IrH+2]1(<-[Cl-])(<-[c-]2ccccc2P->1(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,[O+]#[C-]->[IrH+2]1(<-[Cl-])(<-[c-]2ccccc2P->1(c1ccccc1)c1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
AKOVIG,C=C/C=C\[S@@](=O)([O-])->[Rh+3]1234(<-[Cl-])(<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)<-P(C)(C)C,C17 H29 Cl1 O2 P1 Rh1 S1,0.0,C=CC=C[SH](=O)(=O)->[Rh+2]1234(<-[Cl-])(<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)<-P(C)(C)C,C=CC=CS(=O)([O-])->[Rh+3]1234(<-[Cl-])(<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)<-P(C)(C)C,C=CC=CS(=O)([O-])->[Rh+3]1234(<-[Cl-])(<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)<-P(C)(C)C
ALADAU,[H]/N=C1\c2ccccc2C2/N=C3/c4ccccc4/C(=N\[H])[N-]3->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-N=21)<-n1ccccc1,C24 H15 N6 O3 Re1,0.0,N=C1c2ccccc2C2N=C3c4ccccc4C(=N)[N-]3->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-N=21)<-n1ccccc1,[NH-]c1c2ccccc2c2[N-][C+]3[c-]4[cH+][cH-][cH+][cH-][c+]4[C+]([NH-])[N-]3->[Re+3](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-n3ccccc3)<-[n-]12,[NH-]c1c2ccccc2c2[N-][C+]3[c-]4[cH+][cH-][cH+][cH-][c+]4[C+]([NH-])[N-]3->[Re+3](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-n3ccccc3)<-[n-]12
ALANRE,CCOC(=O)[C@H](C)N[C](C)->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-](C)=O,C13 H16 N1 O7 Re1,0.0,CCOC(=O)C(C)N[C](C)->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-](C)=O,CCOC(=O)C(C)N[C](C)->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-](C)=O,CCOC(=O)C(C)N[C](C)->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-](C)=O
ALECAV,,C30 H28 P2 Ru1,0.0,c1ccc(P2(CP(c3ccccc3)(c3ccccc3)->[RuH+]<-23456<-c2c->3c->4[cH-]->5c->62)c2ccccc2)cc1,c1ccc(P2(CP(c3ccccc3)(c3ccccc3)->[RuH+]<-23456<-c2c->3c->4[cH-]->5c->62)c2ccccc2)cc1,c1ccc(P2(CP(c3ccccc3)(c3ccccc3)->[RuH+]<-23456<-c2c->3c->4[cH-]->5c->62)c2ccccc2)cc1
ALETAN,C/C1=C/C(C)=N(/CC(C)C)->[Cr+2]23456(<-[H]C->2[C@@H](C)C[N-]->31)<-[H]C->4[C@@H](C)C[N-]->5/C(C)=C\C(C)=N->6\CC(C)C,C26 H50 Cr1 N4,0.0,CC1=CC(C)=N(CC(C)C)->[Cr+2]2(<-N(CC(C)C)=C(C)C=C(C)[N-]->2CC(C)C)<-[N-]1CC(C)C,CC1=CC(C)=N(CC(C)C)->[Cr+2]2(<-N(CC(C)C)=C(C)C=C(C)[N-]->2CC(C)C)<-[N-]1CC(C)C,CC1=CC(C)=N(CC(C)C)->[Cr+2]2(<-N(CC(C)C)=C(C)C=C(C)[N-]->2CC(C)C)<-[N-]1CC(C)C
ALIPAO,COC(=O)/C(Br)=C(C(=O)OC)/C(C(=O)OC)=[C-](/C(=O)OC)->[Pd@TB14+2]1(<-[Br-])<-n2cccc3cccc(S->1C)c32,C22 H21 Br2 N1 O8 Pd1 S1,0.0,COC(=O)C(Br)=C(C(=O)OC)C(C(=O)OC)=[C-](C(=O)OC)->[Pd+2]1(<-[Br-])<-n2cccc3cccc(S->1C)c32,COC(=O)C(Br)=C(C(=O)OC)C(C(=O)OC)=[C-](C(=O)OC)->[Pd+2]1(<-[Br-])<-n2cccc3cccc(S->1C)c32,COC(=O)C(Br)=C1C(C(=O)OC)=[C-](C(=O)OC)->[Pd+2]2(<-[Br-])(<-n3cccc4cccc(S->2C)c43)<-C1(=O)OC
ALIZIG,CC1=O->[Cd+2]234(<-O=C(C)[O-]->2)(<-[O-]1)<-n1c(C)cccc1-c1cccc(-c2cccc(C)n->32)n->41,C21 H21 Cd1 N3 O4,0.0,fail,CC(=O)[O-]->[Cd+2]123(<-O=C(C)[O-]->1)<-n1c(C)cccc1-c1cccc(-c4cccc(C)n->24)n->31,CC1=O->[Cd+2]234(<-O=C(C)[O-]->2)(<-[O-]1)<-n1c(C)cccc1-c1cccc(-c2cccc(C)n->32)n->41
ALOSAW,Cc1ccc2ccc3ccc(C)n(->[Ni+2]4(<-[O-]S(=O)(=O)[O-]->4)<-n4c(C)ccc5ccc6ccc(C)nc6c54)c3c2n1,C28 H24 N4 Ni1 O4 S1,0.0,Cc1ccc2ccc3ccc(C)n4->[Ni+2]56(<-[O-]S(=O)(=O)[O-]->5)(<-n1c2c34)<-n1c(C)ccc2ccc3ccc(C)n->6c3c21,Cc1ccc2ccc3ccc(C)n4->[Ni+2]56(<-[O-]S(=O)(=O)[O-]->5)(<-n1c2c34)<-n1c(C)ccc2ccc3ccc(C)n->6c3c21,Cc1ccc2ccc3ccc(C)n4->[Ni+2]56(<-[O-]S(=O)(=O)[O-]->5)(<-n1c2c34)<-n1c(C)ccc2ccc3ccc(C)n->6c3c21
