IDs,smiles_NBO_DFT_xyz,formula_heaviest_fragment,charge,smiles_CSD_fix,smiles_huckel_CSD_xyz,smiles_huckel_DFT_xyz
ACUSIB,Cc1ccn2->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[O-]C(=O)[C@@H](C)OC(=O)[C@@H](C)O)<-n3ccc(C)cc3-c2c1,C21 H21 N2 O8 Re1,0.0,Cc1ccn2->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[O-]C(=O)C(C)OC(=O)C(C)O)<-n3ccc(C)cc3-c2c1,Cc1ccn2->[Re+](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[O-]C(=O)C(C)OC(=O)C(C)O)<-n3ccc(C)cc3-c2c1,Cc1ccn2->[Re+]3(<-[C-]#[O+])(<-[C-]#[O+])(<-O=C(O[C-]->3=O)C(C)OC(=O)C(C)O)<-n3ccc(C)cc3-c2c1
ADAMAT,,C24 H24 Cl2 Hf1 P2,0.0,Cc12->[Hf+4]3456789(<-[Cl-])(<-[Cl-])(<-[cH-]1p->3c->4(-c1ccccc1)c->52C)<-[cH-]1p->6c->7(-c2ccccc2)c->8(C)c->91C,Cc12->[Hf+4]3456789(<-[Cl-])(<-[Cl-])(<-c1p->3[c-]->4(-c1ccccc1)c->52C)<-c1p->6[c-]->7(-c2ccccc2)c->8(C)c->91C,Cc1c2(C)->[Hf+4]345678(<-[Cl-])(<-[Cl-])(<-c2p->3[c-]->41-c1ccccc1)<-c1p->5[c-]->6(-c2ccccc2)c->7(C)c->81C
ADEYIR,CC(C)(C)P(=[N-]->[Ta+5]1234(<-[Cl-])(<-[Cl-])(<-[Cl-])<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)(C(C)(C)C)C(C)(C)C,C22 H42 Cl3 N1 P1 Ta1,0.0,CC(C)(C)P(=[N-]->[Ta+5]1234(<-[Cl-])(<-[Cl-])(<-[Cl-])<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)(C(C)(C)C)C(C)(C)C,CC(C)(C)P(=[N-]->[Ta+5]1234(<-[Cl-])(<-[Cl-])(<-[Cl-])<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C)(C(C)(C)C)C(C)(C)C,Cc1c(C)c(C)[c-](C)(->[Ta+5](<-[Cl-])(<-[Cl-])(<-[Cl-])<-[N-]=P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)c1C
ADISEO,,C19 H31 Cl1 Ir1 N3,0.0,CC1=N2Nc3ccccn3->[IrH+2]<-23(<-[Cl-])(<-[CH2-]C1(C)C)<-C1=C->3CCCCCC1,CC1=N2Nc3ccccn3->[IrH+2]<-23(<-[Cl-])(<-[CH2-]C1(C)C)<-C1=C->3CCCCCC1,CC1=N2Nc3ccccn3->[IrH+2]<-23(<-[Cl-])(<-[CH2-]C1(C)C)<-C1=C->3CCCCCC1
ADOFAD,,C27 H25 N5 O1 Pd1,0.0,CC(C)(C)[N+]#[C-]->[Pd+]12<-[c]3[nH]c4ccccc4c3CC[N-]->1C(=O)c1c3[nH]c4ccccc4c3ccn->21,CC(C)(C)[N+]#[C-]->[Pd+2]12<-[c-]3[nH]c4ccccc4c3CC[N-]->1C(=O)c1c3[nH]c4ccccc4c3ccn->21,CC(C)(C)[N+]#[C-]->[Pd+2]12<-[c-]3[nH]c4ccccc4c3CC[N-]->1C(=O)c1c3[nH]c4ccccc4c3ccn->21
ADUQEV,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-]->[Ag+]2<-S(CCOCCOCCS->2Cc2ccccc2)Cc2ccccc2)c([N+](=O)[O-])c1,C26 H28 Ag1 N3 O9 S2,0.0,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-]->[Ag+]23<-O(CCOCCS->2Cc2ccccc2)CCS->3Cc2ccccc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1.c1ccc(CS2->[Ag+]<-S(Cc3ccccc3)CCOCCOCC2)cc1,O=[N+]([O-])c1cc2N([O-])[O-]->[Ag+3]3(<-[O-]c2c([N+](=O)[O-])c1)<-S(CCOCCOCCS->3Cc1ccccc1)Cc1ccccc1
AFAMEB,Fc1ccc(C[n+]2c3ccccn3c(-c3ccccc3)[c-]2->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccccc2)cc1,C25 H20 Cl2 F1 N3 Pd1,0.0,Fc1ccc(C[n+]2c3ccccn3c(-c3ccccc3)[c]2->[Pd+](<-[Cl-])(<-[Cl-])<-n2ccccc2)cc1,Fc1ccc(C[n+]2c3ccccn3c(-c3ccccc3)[c-]2->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccccc2)cc1,Fc1ccc(C[n+]2c3ccccn3c(-c3ccccc3)[c-]2->[Pd+2](<-[Cl-])(<-[Cl-])<-n2ccccc2)cc1
AFEDUL,CS(C)(=O)->[Ru+2]12(<-[Cl-])(<-Nc3ccccc3/N->1=C/c1cc(Br)ccc1[O-]->2)<-S(C)(C)=O,C17 H22 Br1 Cl1 N2 O3 Ru1 S2,0.0,CS(C)(=O)->[Ru+2]12(<-[Cl-])(<-Nc3ccccc3N->1=Cc1cc(Br)ccc1[O-]->2)<-S(C)(C)=O,CS(C)(=O)->[Ru+2]12(<-[Cl-])(<-Nc3ccccc3N->1=Cc1cc(Br)ccc1[O-]->2)<-S(C)(C)=O,CS(C)(=O)->[Ru+2]12(<-[Cl-])(<-Nc3ccccc3N->1=Cc1cc(Br)ccc1[O-]->2)<-S(C)(C)=O
AFIMEK,,C9 H7 Cl1 N2 O3 Pt1 S1,0.0,O=C([O-])c1csc2-c3ccccn3->[Pt+2](<-O)(<-[Cl-])<-n12,O=C([O-])c1csc2-c3ccccn3->[Pt+2](<-O)(<-[Cl-])<-n12,O=C([O-])c1csc2-c3ccccn3->[Pt+2](<-O)(<-[Cl-])<-n12
AFOYAV,CN(C)C(/C=C/c1ccccc1)=N/[C](c1ccccc1)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],C23 H18 Cr1 N2 O5,0.0,CN(C)C(C=Cc1ccccc1)=N[C](c1ccccc1)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],CN(C)C(C=Cc1ccccc1)=N[C](c1ccccc1)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],CN(C)C(C=Cc1ccccc1)=N[C](c1ccccc1)->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
AFOZUQ,CC[C-](=O)->[Pd+2]1(<-[Cl-])<-P(Cc2ccccc2CP->1(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,C27 H49 Cl1 O1 P2 Pd1,0.0,CC[C-](=O)->[Pd+2]1(<-[Cl-])<-P(Cc2ccccc2CP->1(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,CC[C-](=O)->[Pd+2]1(<-[Cl-])<-P(Cc2ccccc2CP->1(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,CC[C-](=O)->[Pd+2]1(<-[Cl-])<-P(Cc2ccccc2CP->1(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C
AFUXEF,Cn1c2[S-]->[Ti+4]3456789%10(<-[S-]c2sc1=S)(<-c1c->3c->4[cH-]->5c->61)<-c1c->7c->8[cH-]->9c->%101,C14 H13 N1 S4 Ti1,0.0,Cn1c2[S-]->[Ti+4]3456789%10(<-[S-]c2sc1=S)(<-c1c->3c->4[cH-]->5c->61)<-c1c->7c->8[cH-]->9c->%101,CN1C(=S)SC2=S->[Ti+2]3456789%10(<-S=C21)(<-c1c->3c->4[cH-]->5c->61)<-c1c->7c->8[cH-]->9c->%101,CN1C(=S)SC2=S->[Ti+2]3456789%10(<-S=C21)(<-c1c->3c->4[cH-]->5c->61)<-c1c->7c->8[cH-]->9c->%101
AGALUQ,S=C=[N-]->[Zn+2](<-[N-]=C=S)(<-n1ccccc1/C=N/c1ccc(C#Cc2ccccc2)cc1)<-n1ccccc1/C=N/c1ccc(C#Cc2ccccc2)cc1,C42 H28 N6 S2 Zn1,0.0,S=C=[N-]->[Zn+2]12(<-[N-]=C=S)(<-N(=Cc3ccccn->13)c1ccc(C#Cc3ccccc3)cc1)<-N(=Cc1ccccn->21)c1ccc(C#Cc2ccccc2)cc1,S=C=[N-]->[Zn+2]12(<-[N-]=C=S)(<-N(=Cc3ccccn->13)c1ccc(C#Cc3ccccc3)cc1)<-N(=Cc1ccccn->21)c1ccc(C#Cc2ccccc2)cc1,S=C=[N-]->[Zn+2]12(<-[N-]=C=S)(<-N(=Cc3ccccn->13)c1ccc(C#Cc3ccccc3)cc1)<-N(=Cc1ccccn->21)c1ccc(C#Cc2ccccc2)cc1
AGETOW,O=C1c2ccccc2S(=O)(=O)[N-]1->[Zn+2]12(<-NC(CO)(CO)CO->1)<-NC(CO)(CO)CO->2,C15 H26 N3 O9 S1 Zn1 1+,1.0,O=C1c2ccccc2S(=O)(=O)[N-]1->[Zn+2]123(<-NC(CO)(CO)CO->1)<-NC(CO)(CO->2)CO->3,O=C1c2ccccc2S(=O)(=O)[N-]1->[Zn+2]12(<-NC(CO)(CO)CO->1)<-NC(CO)(CO)CO->2,O=C1c2ccccc2S(=O)(=O)[N-]1->[Zn+2]123(<-NC(CO)(CO)CO->1)<-NC(CO)(CO->2)CO->3
AGIKIK,,C27 H44 N1 Ta1,0.0,CC(C)c1cccc(C(C)C)c1[N-2]->[TaH+4]1234(<-[CH2-]C(C)(C)C)<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C,CC(C)c1cccc(C(C)C)c1[N-2]->[TaH+4]1234(<-[CH2-]C(C)(C)C)<-c5(C)c->1(C)c->2(C)[c-]->3(C)c->45C,Cc1c(C)c2(C)->[TaH+4]3(<-[CH2-]C(C)(C)C)(<-[N-2]c4c(C(C)C)cccc4C(C)C)<-c1(C)[c-]->32C
AGOQIX,CS(C)(=O)->[Ru+2]1(<-[Cl-])(<-[Cl-])(<-O=C(N)N/N->1=C\c1ccccc1)<-S(C)(C)=O,C12 H21 Cl2 N3 O3 Ru1 S2,0.0,CS(C)(=O)->[Ru+2]1(<-[Cl-])(<-[Cl-])(<-O=C(N)NN->1=Cc1ccccc1)<-S(C)(C)=O,CS(C)(=O)->[Ru+2]1(<-[Cl-])(<-[Cl-])(<-O=C(N)NN->1=Cc1ccccc1)<-S(C)(C)=O,CS(C)(=O)->[Ru+2]1(<-[Cl-])(<-[Cl-])(<-O=C(N)NN->1=Cc1ccccc1)<-S(C)(C)=O
AGUPOJ,COc1cccc2/C=N(/C(CO)CO)->[Zn+2]3(<-[O-]c21)<-[O-]c1c(/C=N->3/C(CO)CO)cccc1OC,C22 H28 N2 O8 Zn1,0.0,COc1cccc2C=N(C(CO)CO)->[Zn+2]3(<-[O-]c21)<-[O-]c1c(C=N->3C(CO)CO)cccc1OC,COc1cccc2C=N(C(CO)CO)->[Zn+2]3(<-[O-]c21)<-[O-]c1c(C=N->3C(CO)CO)cccc1OC,COc1cccc2C=N(C(CO)CO)->[Zn+2]3(<-[O-]c21)<-[O-]c1c(C=N->3C(CO)CO)cccc1OC
AHASAF,C=CCN(CC=C)C(=S)[S-]->[Au+]<-[P@TB5](c1ccccc1)(c1ccccc1)c1ccccc1,C25 H25 Au1 N1 P1 S2,0.0,C=CCN(CC=C)C(=S)[S-]->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C=CCN(CC=C)C(=S)[S-]->[Au+]<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C=CCN(CC=C)C1=S->[Au+](<-[S-]1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1
AHEVIU,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]/C(=N\N->1=C\c1c([O-]->2)ccc2ccccc12)c1ccncc1,C18 H15 Mo1 N3 O5,0.0,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]C(=NN->1=Cc1c([O-]->2)ccc2ccccc12)c1ccncc1,CO->[Mo+6]12(<-[O-2])(<-[O-2])<-[O-]C(=NN->1=Cc1c([O-]->2)ccc2ccccc12)c1ccncc1,CO.[O-2]->[Mo+6]12(<-[O-2])<-[O-]C(c3ccncc3)=NN->1=Cc1c(ccc3ccccc13)[O-]->2
AHUNIA,[CH3-]->[Pt+2]12(<-[CH3-])<-[H]C(n3ccc4cccn->1c43)n1ccc3cccn->2c31,C17 H18 N4 Pt1,0.0,[CH3-]->[Pt+2]1(<-[CH3-])<-n2cccc3ccn(Cn4ccc5cccn->1c54)c32,[CH3-]->[Pt+2]1(<-[CH3-])<-n2cccc3ccn(Cn4ccc5cccn->1c54)c32,[CH3-]->[Pt+2]1(<-[CH3-])<-n2cccc3ccn(Cn4ccc5cccn->1c54)c32
AJEDOJ,,C19 H31 O2 P1 Pt1,0.0,fail,CC(C)(C)P1(c2ccccc2[C-](C)(C)->[Pt+2]<-123<-O=C->2(C)[O-]->3)C(C)(C)C,CC(C)(C)P1(c2ccccc2[C-](C)(C)->[Pt+2]<-123<-O=C->2(C)[O-]->3)C(C)(C)C
AJIFOO,O=C1c2ccccc2P(c2ccccc2)(c2ccccc2)->[Pt@SP1+2]23<-[N-]1c1ccccc1[N-]->2C(=O)c1ccccc1P->3(c1ccccc1)c1ccccc1,C44 H32 N2 O2 P2 Pt1,0.0,O=C1c2ccccc2P(c2ccccc2)(c2ccccc2)->[Pt+2]23<-[N-]1c1ccccc1[N-]->2C(=O)c1ccccc1P->3(c1ccccc1)c1ccccc1,O=C1c2ccccc2P(c2ccccc2)(c2ccccc2)->[Pt]23<-N1=C1C=CC=CC1=N->2C(=O)c1ccccc1P->3(c1ccccc1)c1ccccc1,O=C1c2ccccc2P(c2ccccc2)(c2ccccc2)->[Pt]23<-N1=C1C=CC=CC1=N->2C(=O)c1ccccc1P->3(c1ccccc1)c1ccccc1
AJUTOQ,,C33 H45 Cl3 N2 Ru1 Si1,0.0,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[RuH+3]1234(<-[Cl-])(<-c5c->1c->2[cH-]->3c->45)<-[Si-](C)(Cl)Cl,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[RuH+3]1234(<-[Cl-])(<-c5c->1c->2[cH-]->3c->45)<-[Si-](C)(Cl)Cl,CC(C)c1cccc(C(C)C)c1N1C=CN(c2c(C(C)C)cccc2C(C)C)[C]1->[RuH+3]1234(<-[Cl-])(<-c5c->1c->2[cH-]->3c->45)<-[Si-](C)(Cl)Cl
AKAPAF,C[CH2-]->[Zn@@+2]12<-N(/CCc3ccccn->13)=C(C)\C=C(\C)[N-]->2c1c(C(C)C)cccc1C(C)C,C26 H37 N3 Zn1,0.0,C[CH2-]->[Zn+2]12<-N(=C(C)C=C(C)[N-]->1CCc1ccccn->21)c1c(C(C)C)cccc1C(C)C,C[CH2-]->[Zn+2]12<-N(CCc3ccccn->13)=C(C)C=C(C)[N-]->2c1c(C(C)C)cccc1C(C)C,C[CH2-]->[Zn+2]12<-N(CCc3ccccn->13)=C(C)C=C(C)[N-]->2c1c(C(C)C)cccc1C(C)C
AKIKAH,,C33 H46 Cl1 Ir1 S3 Si1,0.0,CC(C)(C)S1Cc2ccccc2[Si-]23c4ccccc4CS(C(C)(C)C)->[IrH+2]<-1<-2(<-[Cl-])<-S(Cc1ccccc13)C(C)(C)C,CC(C)(C)S1Cc2ccccc2[Si-]23c4ccccc4CS(C(C)(C)C)->[IrH+2]<-1<-2(<-[Cl-])<-S(Cc1ccccc13)C(C)(C)C,CC(C)(C)S1Cc2ccccc2[Si-]23c4ccccc4CS(C(C)(C)C)->[IrH+2]<-1<-2(<-[Cl-])<-S(Cc1ccccc13)C(C)(C)C
AKOSEZ,Cn1cc[n+](C)c1[BH2-]1[H]->[Cr]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],C10 H11 B1 Cr1 N2 O5,0.0,Cn1cc[n+](C)c1[BH2-][H]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],[BH3-]c1n(C)cc[n+]1C.[O+]#[C-]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+],[BH3-]c1n(C)cc[n+]1C.[O+]#[C-]->[Cr](<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-[C-]#[O+]
AKUTIL,Cc12->[Ir+3]3456(<-[C-]#[O+])(<-C(=C=C=C7C=C[CH-]C=C7)=[C-]->3c3ccccc3)<-c1(C)c->4(C)[c-]->5(C)c->62C,C27 H25 Ir1 O1,0.0,Cc12->[Ir+]3456(<-[C-]#[O+])(<-C(C#Cc7ccccc7)#C->3c3ccccc3)<-c1(C)c->4(C)[c-]->5(C)c->62C,Cc12->[Ir+]3456(<-[C-]#[O+])(<-C(C#Cc7ccccc7)#C->3c3ccccc3)<-c1(C)c->4(C)[c-]->5(C)c->62C,Cc12->[Ir+]3456(<-[C-]#[O+])(<-C(C#Cc7ccccc7)#C->3c3ccccc3)<-c1(C)c->4(C)[c-]->5(C)c->62C
ALAJED,,C39 H29 B1 O5 Ru1,0.0,Cc1ccc(-c23->[Ru+2]456(<-[C-]#[O+])(<-[C-]#[O+])(<-[BH2-]7Oc8ccccc8O7)<-c(O)(c->42-c2ccccc2)c->5(-c2ccccc2)[c-]->63-c2ccc(C)cc2)cc1,Cc1ccc(-c23->[Ru]456(<-[C-]#[O+])(<-[C-]#[O+])(<-b7oc8ccccc8[o+]7)<-c2(-c2ccccc2)c->4(O)[c-]->5(-c2ccccc2)c->63-c2ccc(C)cc2)cc1,Cc1ccc(-c23->[Ru]456(<-[C-]#[O+])(<-[C-]#[O+])(<-b7oc8ccccc8[o+]7)<-c2(-c2ccccc2)c->4(O)[c-]->5(-c2ccccc2)c->63-c2ccc(C)cc2)cc1
ALAXUG,,C19 H19 B1 N6 O2 S4 W1,0.0,Cn1ccn2[BH-]3n4ccn(C)c4=S->[W+4](<-[C-3]c4cccs4)(<-[C-]#[O+])(<-[C-]#[O+])(<-S=c12)<-S=c1n(C)ccn13,Cn1ccn2[BH-]3n4ccn(C)c4=S->[W+4](<-[C-3][c-]4[cH+][cH-][cH+]s4)(<-[C-]#[O+])(<-[C-]#[O+])(<-S=c12)<-S=c1n(C)ccn13,Cn1ccn2[BH-]3n4ccn(C)c4=S->[W+4](<-[C-3][c-]4[cH+][cH-][cH+]s4)(<-[C-]#[O+])(<-[C-]#[O+])(<-S=c12)<-S=c1n(C)ccn13
ALESEQ,CC(C)O[P+]1(/N=C(/N)[S-]->[Ni+2]2(<-[S-]/C(N)=N\[P+](OC(C)C)(OC(C)C)[S-]->2)<-[S-]1)OC(C)C,C14 H32 N4 Ni1 O4 P2 S4,0.0,fail,CC(C)O[P+]1(N=C(N)[S-]->[Ni+2]2(<-[S-]C(N)=N[P+](OC(C)C)(OC(C)C)[S-]->2)<-[S-]1)OC(C)C,CC(C)O[P+]1(N=C(N)[S-]->[Ni+2]2(<-[S-]C(N)=N[P+](OC(C)C)(OC(C)C)[S-]->2)<-[S-]1)OC(C)C
ALIMUF,Cc1cccc(C)[n+]1[O-]->[Zn+2](<-[N-]=C=S)(<-[N-]=C=S)<-[O-][n+]1c(C)cccc1C,C16 H18 N4 O2 S2 Zn1,0.0,Cc1cccc(C)[n+]1[O-]->[Zn](<-[N-]=C=S)(<-[N-]=C=S)<-[O-][n+]1c(C)cccc1C,Cc1cccc(C)[n+]1[O-]->[Zn+2](<-[N-]=C=S)(<-[N-]=C=S)<-[O-][n+]1c(C)cccc1C,Cc1cccc(C)[n+]1[O-]->[Zn+2](<-[N-]=C=S)(<-[N-]=C=S)<-[O-][n+]1c(C)cccc1C
ALIQAP,,C15 H19 Mn1 N3 O4 P1,0.0,CC(C)P1(Nc2cccc3N[C](=O)->[Mn]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n32)C(C)C,CC(C)P1(Nc2cccc3N[C-](=O)->[Mn+]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n32)C(C)C,CC(C)P1(Nc2cccc3N[C-](=O)->[Mn+]<-1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n32)C(C)C
ALOKES,CCOC1=O->[Zn+2]2(<-O)(<-[O-]S(=O)(=O)C(F)(F)F)<-N(=N\C1=C1/C=CC=CN1)/c1cccc3cccn->2c13,C19 H18 F3 N4 O6 S1 Zn1 1+,1.0,CCOC1=O->[Zn+2]2(<-O)(<-[O-]S(=O)(=O)C(F)(F)F)<-n3cccc4cccc([N-]->2N=C1c1cccc[nH+]1)c43,CCOC1=O->[Zn+2]2(<-O)(<-[O-]S(=O)(=O)C(F)(F)F)<-N(=NC1=C1C=CC=CN1)c1cccc3cccn->2c13,CCOC1=O->[Zn+2]23(<-O)(<-O=S(=O)([O-]->2)C(F)(F)F)<-N(=NC1=C1C=CC=CN1)c1cccc2cccn->3c12
