IDs,smiles_NBO_DFT_xyz,formula_heaviest_fragment,charge,smiles_CSD_fix,smiles_huckel_CSD_xyz,smiles_huckel_DFT_xyz
ACUSAT,,C29 H19 N2 O5 Re1,0.0,O=C([O-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2cccc3ccc4cccn->1c4c32)C(c1ccccc1)c1ccccc1,O=C([O-]->[Re+]1(<-[C-]#[O+])(<-[C-]#[O+])(<-[C-]#[O+])<-n2cccc3ccc4cccn->1c4c32)C(c1ccccc1)c1ccccc1,O=[C-]1OC(=O->[Re+]<-12(<-[C-]#[O+])(<-[C-]#[O+])<-n1cccc3ccc4cccn->2c4c31)C(c1ccccc1)c1ccccc1
ADABOW,CN(C)C1N/N2=C(\N)c3ccccn3->[Zn+2]<-2(<-[Br-])(<-[Br-])<-S=1,C9 H13 Br2 N5 S1 Zn1,0.0,CN(C)C1NN2=C(N)c3ccccn3->[Zn+2]<-2(<-[Br-])(<-[Br-])<-S=1,CN(C)C1NN2=C(N)c3ccccn3->[Zn+2]<-2(<-[Br-])(<-[Br-])<-S=1,CN(C)C1NN=C(N)c2ccccn2->[Zn+2](<-[Br-])(<-[Br-])<-S=1
ADESOR,C[Si](C)(C)N1=P(Cl)(Cl)[N-]([Si](C)(C)C)->[Ta+5]<-1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[Cl-],C6 H18 Cl6 N2 P1 Si2 Ta1,0.0,fail,C[Si](C)(C)N1=P(Cl)(Cl)[N-]([Si](C)(C)C)->[Ta+5]<-1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[Cl-],C[Si](C)(C)N1=P(Cl)(Cl)[N-]([Si](C)(C)C)->[Ta+5]<-1(<-[Cl-])(<-[Cl-])(<-[Cl-])<-[Cl-]
ADIJAZ,CCN(CC)(CC)->[Pd@OH17+2](<-[Cl-])(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1,C24 H30 Cl2 N1 P1 Pd1,0.0,CCN(CC)(CC)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1,CCN(CC)(CC)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1,CCN(CC)(CC)->[Pd+2](<-[Cl-])(<-[Cl-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1
ADOCUT,CC(C)(C)/C1=C2/C3(C)=C->[Zr+2]<-1<-2<-3456789%10%11(<-c1c->4c->5[cH-]->6c->71)<-c1c->8c->9[cH-]->%10c->%111,C19 H26 Zr1,0.0,CC(C)(C)C1C2=C3(C)C->[Zr+2]<-2<-1<-3456789%10%11(<-c1c->4c->5[cH-]->6c->71)<-c1c->8c->9[cH-]->%10c->%111,CC(C)(C)C1=C2C3(C)=C->[Zr+2]<-1<-2<-3456789%10%11(<-c1c->4c->5[cH-]->6c->71)<-c1c->8c->9[cH-]->%10c->%111,CC1C=C(C(C)(C)C)->[Zr+2]23456789(<-C=1)(<-c1c->2c->3[cH-]->4c->51)<-c1c->6c->7[cH-]->8c->91
ADUNEU,,C20 H36 Ni1 P2,0.0,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[NiH+]<-1<-[c-]23)C(C)C,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[NiH+]<-1<-[c-]23)C(C)C,CC(C)P1(Cc2cccc3CP(C(C)C)(C(C)C)->[NiH+]<-1<-[c-]23)C(C)C
AFAKAW,Cc1ccc(S(=O)(=O)N(Cc2cccc(C)n2)Cc2cccc(C)n2->[Pt+2](<-[Cl-])(<-[Cl-])<-S(C)(C)=O)cc1,C23 H29 Cl2 N3 O3 Pt1 S2,0.0,Cc1ccc(S(=O)(=O)N(Cc2cccc(C)n2)Cc2cccc(C)n2->[Pt+2](<-[Cl-])(<-[Cl-])<-S(C)(C)=O)cc1,Cc1ccc(S(=O)(=O)N(Cc2cccc(C)n2)Cc2cccc(C)n2->[Pt+2](<-[Cl-])(<-[Cl-])<-S(C)(C)=O)cc1,Cc1ccc(S(=O)(=O)N(Cc2cccc(C)n2)Cc2cccc(C)n2->[Pt+2](<-[Cl-])(<-[Cl-])<-S(C)(C)=O)cc1
AFEDAS,,C44 H30 Cd1 N4 O1,0.0,O->[Cd+2]123<-n4c5c(-c6ccccc6)c6ccc(c(-c7ccccc7)c7n->1c(c(-c1ccccc1)c1ccc(c(-c8ccccc8)c4C=C5)[n-]->21)C=C7)[n-]->36,O->[Cd+2]123<-n4c5c(-c6ccccc6)c6ccc(c(-c7ccccc7)c7n->1c(c(-c1ccccc1)c1ccc(c(-c8ccccc8)c4C=C5)[n-]->21)C=C7)[n-]->36,C1=Cc2c(-c3ccccc3)c3ccc4c(-c5ccccc5)c5n6->[Cd+2]7(<-n2c1c(-c1ccccc1)c1ccc(c(-c2ccccc2)c6C=C5)[n-]->71)<-[n-]34.O
AFILIK,C/N1=C/c2ccccc2[O-]->[Ru+2]<-123456<-c1c->2(-c2ccccc2)c->3[c-]->4(C(=O)OCCP->5(c2ccccc2)c2ccccc2)c->61C,C35 H32 N1 O3 P1 Ru1,0.0,CN1=Cc2ccccc2[O-]->[Ru+2]<-123456<-c1c->2(-c2ccccc2)[cH-]->3c->4(C)c->51C(=O)OCCP->6(c1ccccc1)c1ccccc1,CN1=Cc2ccccc2[O-]->[Ru+2]<-123456<-c1c->2(-c2ccccc2)c->3[c-]->4(C(=O)OCCP->5(c2ccccc2)c2ccccc2)c->61C,CN1=Cc2ccccc2[O-]->[Ru+2]<-123456<-c1c->2(-c2ccccc2)c->3[c-]->4(C(=O)OCCP->5(c2ccccc2)c2ccccc2)c->61C
AFOWIB,Cn1ccn2->[Os+2]3(<-[Cl-])(<-[Cl-])(<-N(=N\c12)/c1ccccc1)<-N(=N\c1n(C)ccn->31)/c1ccccc1,C20 H20 Cl2 N8 Os1,0.0,Cn1ccn2->[Os+2]3(<-[Cl-])(<-[Cl-])(<-N(=Nc12)c1ccccc1)<-N(=Nc1n(C)ccn->31)c1ccccc1,Cn1cc[n-]2->[Os+6]3(<-[Cl-])(<-[Cl-])(<-[N-](N=c12)c1ccccc1)<-[N-](N=c1n(C)cc[n-]->31)c1ccccc1,Cn1cc[n-]2->[Os+6]3(<-[Cl-])(<-[Cl-])(<-[N-](N=c12)c1ccccc1)<-[N-](N=c1n(C)cc[n-]->31)c1ccccc1
AFOZIE,CN1CCCN(C)C1=O->[Y+3]12345678(<-[Cl-])(<-c9(C)c->1(C)c->2(C)[c-]->3(C)c->49C)<-c1(C)c->5(C)c->6(C)[c-]->7(C)c->81C,C26 H42 Cl1 N2 O1 Y1,0.0,CN1CCCN(C)C1=O->[Y+3]12345678(<-[Cl-])(<-c9(C)c->1(C)c->2(C)[c-]->3(C)c->49C)<-c1(C)c->5(C)c->6(C)[c-]->7(C)c->81C,CN1CCCN(C)C1=O->[Y+3]12345678(<-[Cl-])(<-c9(C)c->1(C)c->2(C)[c-]->3(C)c->49C)<-c1(C)c->5(C)c->6(C)[c-]->7(C)c->81C,Cc1c(C)c2(C)->[Y+3]34(<-[Cl-])(<-O=C5N(C)CCCN5C)(<-c5(C)c(C)c(C)[c-]->3(C)c->45C)<-[c-]2(C)c1C
AFUSEZ,Cc1ccc2ccccc2[n+]1[O-]->[Zn+2](<-[Cl-])(<-[Cl-])<-[O-][n+]1c(C)ccc2ccccc21,C20 H18 Cl2 N2 O2 Zn1,0.0,Cc1ccc2ccccc2[n+]1[O-]->[Zn](<-[Cl-])(<-[Cl-])<-[O-][n+]1c(C)ccc2ccccc21,Cc1ccc2ccccc2[n+]1[O-]->[Zn+2](<-[Cl-])(<-[Cl-])<-[O-][n+]1c(C)ccc2ccccc21,Cc1ccc2ccccc2[n+]1[O-]->[Zn+2](<-[Cl-])(<-[Cl-])<-[O-][n+]1c(C)ccc2ccccc21
AGALEZ,COP([O-])(OC)->[Co+3]1234(<-c5c->1c->2[cH-]->3c->45)(<-P([O-])(OC)OC)<-P(O)(OC)OC,C11 H24 Co1 O9 P3,0.0,COP(O)(OC)->[Co+]1234(<-c5c->1c->2[cH-]->3c->45)(<-[PH](=O)(OC)OC)<-[PH](=O)(OC)OC,COP([O-])(OC)->[Co+3]1234(<-c5c->1c->2[cH-]->3c->45)(<-P([O-])(OC)OC)<-P(O)(OC)OC,COP([O-])(OC)->[Co+3]1234(<-c5c->1c->2[cH-]->3c->45)(<-P([O-])(OC)OC)<-P(O)(OC)OC
AGESAH,CC(C)(C)c1ccccc1/N1=C2C(=N(/c3ccccc3C(C)(C)C)->[Hg+2]<-1(<-[S-]C#N)<-[S-]C#N)/c1cccc3cccc/2c13,C34 H32 Hg1 N4 S2,0.0,CC(C)(C)c1ccccc1N1=C2C(=N(c3ccccc3C(C)(C)C)->[Hg+2]<-1(<-[S-]C#N)<-[S-]C#N)c1cccc3cccc2c13,CC(C)(C)c1ccccc1N=C1C(=N(c2ccccc2C(C)(C)C)->[Hg+2](<-[S-]C#N)<-[S-]C#N)c2cccc3cccc1c23,CC(C)(C)c1ccccc1N=C1C(=N(c2ccccc2C(C)(C)C)->[Hg+2](<-[S-]C#N)<-[S-]C#N)c2cccc3cccc1c23
AGIJOP,,C17 H37 Br1 P4 Zr1,0.0,CP1(C)CCP(C)(C)->[Zr+2]<-123456(<-[Br-])(<-c1c->2c->3[cH-]->4c->51)<-P(C)(C)CCP->6(C)C,CP1(C)CCP(C)(C)->[Zr+2]<-123456(<-[Br-])(<-c1c->2c->3[cH-]->4c->51)<-P(C)(C)CCP->6(C)C,CP1(C)CCP(C)(C)->[Zr+2]<-123456(<-[Br-])(<-c1c->2c->3[cH-]->4c->51)<-P(C)(C)CCP->6(C)C
AGOJUC,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Ni+2]2345(<-[Cl-])<-c6(C)c->2(C)c->3(C)[c-]->4(C)c->56C)c(C)c1,C31 H39 Cl1 N2 Ni1,0.0,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Ni+2]2345(<-[Cl-])<-c6(C)c->2(C)c->3(C)[c-]->4(C)c->56C)c(C)c1,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Ni+2]2345(<-[Cl-])<-c6(C)c->2(C)c->3(C)[c-]->4(C)c->56C)c(C)c1,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Ni+2]2345(<-[Cl-])<-c6(C)c->2(C)c->3(C)[c-]->4(C)c->56C)c(C)c1
AGUKOD,CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[C](->[Rh+]134(<-[Cl-])<-C5=C->1/CC/C->3=C->4\CC\5)N2c1ccccc1,C29 H37 Cl1 N1 O1 Rh1,0.0,fail,CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[C](->[Rh+]134(<-[Cl-])<-C5=C->1CCC->3=C->4CC5)N2c1ccccc1,CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[C](->[Rh+]134(<-[Cl-])<-C5=C->1CCC->3=C->4CC5)N2c1ccccc1
AHASAE,,C25 H46 O3 P2 Rh1 1+,1.0,CC(C)=O->[RhH+2]12<-[c-]3c(OP->1(C(C)(C)C)C(C)(C)C)cccc3OP->2(C(C)(C)C)C(C)(C)C,CC(C)=O->[RhH+2]12<-[c-]3c(OP->1(C(C)(C)C)C(C)(C)C)cccc3OP->2(C(C)(C)C)C(C)(C)C,CC(C)=O->[RhH+2]12<-[c-]3c(OP->1(C(C)(C)C)C(C)(C)C)cccc3OP->2(C(C)(C)C)C(C)(C)C
AHEVAM,CCN(CC)C1=CC2=O->[Mo+6]3(<-[O-2])(<-[O-2])(<-O)<-[O-]C(/N=N->3/C=C\2C=C1)=C1C=CNC=C1,C17 H21 Mo1 N4 O5 1+,1.0,CCN(CC)c1ccc2C=N3N=C([O-]->[Mo+6]<-3(<-[O-2])(<-[O-2])(<-O)<-[O-]c2c1)c1cc[nH+]cc1,CCN(CC)C1=CC2=O->[Mo+6]3(<-[O-2])(<-[O-2])(<-O)<-[O-]C(N=N->3C=C2C=C1)=C1C=CNC=C1,CCN(CC)C1=CC2=O->[Mo+6]3(<-[O-2])(<-[O-2])<-[O-]C(=C4C=CNC=C4)N=N->3C=C2C=C1.O
AHUDIR,Cc1cc(C)c(N2C=CN3CCN(C)(C)->[Pd]4(<-[C]32)<-C2=C->4C(=O)OC2=O)c(C)c1,C20 H25 N3 O3 Pd1,0.0,Cc1cc(C)c(N2C=CN3CCN(C)(C)->[Pd]4(<-[C]32)<-C2=C->4C(=O)OC2=O)c(C)c1,Cc1cc(C)c(N2C=CN3CCN(C)(C)->[Pd+2]4(<-[C]32)<-[cH-]2c(=O)oc(=O)[cH-]->42)c(C)c1,Cc1cc(C)c(N2C=CN3CCN(C)(C)->[Pd+2]456(<-[C]32)<-[cH-]2[cH-]->4c->5(=O)oc->62=O)c(C)c1
AJEBEY,C[Si](C)(C)C1/C(C#Cc2ccccc2)=[C-](/c2ccccc2)->[Zr+4]23456789%10%11(<-C=1=C->2=[C-]->3[Si](C)(C)C)(<-c1c->4c->5[cH-]->6c->71)<-c1c->8c->9[cH-]->%10c->%111,C36 H38 Si2 Zr1,0.0,fail,C[Si](C)(C)C1C(C#Cc2ccccc2)=[C-](c2ccccc2)->[Zr+4]23456789%10%11(<-C=1=C->2=[C-]->3[Si](C)(C)C)(<-c1c->4c->5[cH-]->6c->71)<-c1c->8c->9[cH-]->%10c->%111,C[Si](C)(C)C#C[C-]1=C(C(C#Cc2ccccc2)=[C-](c2ccccc2)->[Zr+4]<-123456789(<-c1c->2c->3[cH-]->4c->51)<-c1c->6c->7[cH-]->8c->91)[Si](C)(C)C
AJICON,CN1/N=C/c2ccccn2->[Zn+2](<-[Cl-])(<-[Cl-])<-n2ccccc21,C12 H12 Cl2 N4 Zn1,0.0,CN1c2ccccn2->[Zn+2]2(<-[Cl-])(<-[Cl-])<-N1=Cc1ccccn->21,CN1c2ccccn2->[Zn+2]2(<-[Cl-])(<-[Cl-])<-N1=Cc1ccccn->21,CN1c2ccccn2->[Zn+2]2(<-[Cl-])(<-[Cl-])<-N1=Cc1ccccn->21
AJUJUM,,C18 H19 Mo1 N3 O9,0.0,CCOc1cccc2C=N3N=C(COc4ccc([N+](=O)[O-])cc4)[O-]->[Mo+6]<-3(<-[O-2])(<-[O-2])(<-[O-]c21)<-OC,CCOc1cccc2C=N3N=C(COc4ccc([N+](=O)[O-])cc4)[O-]->[Mo+6]<-3(<-[O-2])(<-[O-2])(<-[O-]c21)<-OC,CCOc1cccc2c1[O-]->[Mo+6]1(<-[O-2])(<-[O-2])<-[O-]C(COc3ccc([N+](=O)[O-])cc3)=NN->1=C2.CO
AKAJUT,CN(C)C1/N=c2/sc3ccccc3[n-]2->[Re+5]2(<-[O-2])(<-[Cl-])(<-S=1)<-S=C(/N=c1/sc3ccccc3[n-]->21)N(C)C,C20 H20 Cl1 N6 O1 Re1 S4,0.0,CN(C)C1=Nc2sc3ccccc3n2->[Re+5]2(<-[O-2])(<-[Cl-])(<-[S-]1)<-[S-]C(=Nc1sc3ccccc3n->21)N(C)C,CN(C)C1N=c2sc3ccccc3[n-]2->[Re+5]2(<-[O-2])(<-[Cl-])(<-S=1)<-S=C(N=c1sc3ccccc3[n-]->21)N(C)C,CN(C)C1N=c2sc3ccccc3[n-]2->[Re+5]2(<-[O-2])(<-[Cl-])(<-S=1)<-S=C(N=c1sc3ccccc3[n-]->21)N(C)C
AKERUD,Cc1ccc2cccc3[NH-]->[Re+5](<-[O-2])(<-[Br-])(<-[Br-])(<-O=P(c4ccccc4)(c4ccccc4)c4ccccc4)<-n1c32,C28 H24 Br2 N2 O2 P1 Re1,0.0,Cc1ccc2cccc3[NH-]->[Re+5](<-[O-2])(<-[Br-])(<-[Br-])(<-O=P(c4ccccc4)(c4ccccc4)c4ccccc4)<-n1c32,Cc1ccc2cccc3[NH-]->[Re+5](<-[O-2])(<-[Br-])(<-[Br-])(<-O=P(c4ccccc4)(c4ccccc4)c4ccccc4)<-n1c32,Cc1ccc2cccc3[NH-]->[Re+5](<-[O-2])(<-[Br-])(<-[Br-])(<-O=P(c4ccccc4)(c4ccccc4)c4ccccc4)<-n1c32
AKOSAV,,C12 H16 B1 Mn1 N2 O2,0.0,Cn1cc[n+](C)c1[BH2-][H]->[Mn+]1234(<-[C-]#[O+])(<-[C-]#[O+])<-c5c->1c->2[cH-]->3c->45,Bc1n(C)cc[n+]1C.[O+]#[C-]->[MnH]1234(<-[C-]#[O+])<-c5c->1c->2[cH-]->3c->45,Bc1n(C)cc[n+]1C.[O+]#[C-]->[MnH]1234(<-[C-]#[O+])<-c5c->1c->2[cH-]->3c->45
AKURON,CC(C)=O->[Ag+]12<-n3c(-c4ccccc4)ccn3C(n3ccc(-c4ccccc4)n->13)n1ccc(-c3ccccc3)n->21,C31 H28 Ag1 N6 O1 1+,1.0,CC(C)=O->[Ag+]12<-[n-]3c(-c4ccccc4)cc[n+]3C([n+]3ccc(-c4ccccc4)[n-]->13)[n+]1ccc(-c3ccccc3)[n-]->21,CC(C)=O->[Ag+]12<-n3c(-c4ccccc4)ccn3C(n3ccc(-c4ccccc4)n->13)n1ccc(-c3ccccc3)n->21,CC(C)=O->[Ag+]12<-n3c(-c4ccccc4)ccn3C(n3ccc(-c4ccccc4)n->13)n1ccc(-c3ccccc3)n->21
ALAHAX,,C26 H50 Ir1 N1 O1 P2,0.0,CC(=O)[CH2-]->[IrH2+]12<-n3c(CP->1(C(C)(C)C)C(C)(C)C)cccc3CP->2(C(C)(C)C)C(C)(C)C,CC(=O)[CH2-]->[IrH2+]12<-n3c(CP->1(C(C)(C)C)C(C)(C)C)cccc3CP->2(C(C)(C)C)C(C)(C)C,CC(=O)[CH2-]->[IrH2+]12<-n3c(CP->1(C(C)(C)C)C(C)(C)C)cccc3CP->2(C(C)(C)C)C(C)(C)C
ALAWEQ,CO->[Ru+2]1(<-[Cl-])(<-n2ccccc2-c2ccccn->12)(<-S(C)(C)=O)<-S(C)(C)=O,C15 H24 Cl1 N2 O3 Ru1 S2 1+,1.0,CO->[Ru+2]1(<-[Cl-])(<-n2ccccc2-c2ccccn->12)(<-S(C)(C)=O)<-S(C)(C)=O,CO->[Ru+2]1(<-[Cl-])(<-n2ccccc2-c2ccccn->12)(<-S(C)(C)=O)<-S(C)(C)=O,CO->[Ru+2]1(<-[Cl-])(<-n2ccccc2-c2ccccn->12)(<-S(C)(C)=O)<-S(C)(C)=O
ALERAM,,C34 H34 N4 O7 Zn1,0.0,CC(=O)NC(Cc1ccccc1)C(=O)[O-]->[Zn+2]1(<-O)(<-[O-]C(=O)C(Cc2ccccc2)NC(C)=O)<-n2cccc3ccc4cccn->1c4c32,CC(=O)NC(Cc1ccccc1)C(=O)[O-]->[Zn+2]1(<-O)(<-[O-]C(=O)C(Cc2ccccc2)NC(C)=O)<-n2cccc3ccc4cccn->1c4c32,CC(=O)NC(Cc1ccccc1)C(=O)[O-]->[Zn+2]123(<-O)(<-O=C->1([O-]->2)C(Cc1ccccc1)NC(C)=O)<-n1cccc2ccc4cccn->3c4c21
ALILOX,[I-]->[Fe+2]123(<-S=c4cccc[n-]->14)<-C(Sc1ccccn->21)#Sc1ccccn->31,C16 H12 Fe1 I1 N3 S3,0.0,fail,[I-]->[Fe+2]123(<-S=c4cccc[n-]->14)<-C(Sc1ccccn->21)#Sc1ccccn->31,[I-]->[Fe+2]123(<-S=c4cccc[n-]->14)<-C(Sc1ccccn->21)#Sc1ccccn->31
